method,raw_method,seed,step,scenario,d_warning,episodes,success_rate,collision_rate,reaction_time_eval_style,reaction_time_nan_style,nan_reaction_rate,mean_min_distance,near_miss_rate,distance_warning_cost_nonzero_rate,distance_warning_cost_mean,distance_warning_cost_p90,distance_warning_cost_p95,distance_warning_cost_max,risk_sum_mean,risk_max_mean,mean_time,min_distance_p10,min_distance_p25,min_distance_min,checkpoint_path,eval_csv_path,sweep_label
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_random_switch,1.0,50,0.44,0.0,,,,2.904252781867981,0.0,0.0,0.0,0.0,0.0,0.0,6.462089872723214e-05,6.462009667842255e-05,30.492000000000004,1.890623092651367,2.1533138751983643,1.5053765773773191,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_random.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_random_switch_hard,1.0,50,0.0,0.0,,,,1.7218007242679596,0.04,0.04,1.3954560417912825e-05,0.0,0.0,0.0944677473428647,0.007653799655963614,0.00715575539856213,40.0,1.2794983983039856,1.5365315973758698,0.692643940448761,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_hard.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,eval_sudden_turn,1.0,50,0.42,0.0,0.20000000000000007,0.20000000000000007,0.0,2.647464916706085,0.0,0.0,0.0,0.0,0.0,0.0,0.00036084098901223655,0.00036084098610142596,32.028,1.6445691466331482,2.0712698101997375,1.5443191528320312,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_sudden.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,250000,mixed_uncertainty,1.0,50,0.68,0.0,0.20000000000000007,0.20000000000000007,0.0,2.2281193780899047,0.0,0.0,0.0,0.0,0.0,0.0,7.81865010399652e-06,7.818650102487704e-06,31.951999999999998,1.7372355341911316,1.9225201308727267,1.5029360055923462,checkpoints/gate2b/attention_full_risk_penalty_s0_step250000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step250000_mixed.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,eval_random_switch,1.0,50,1.0,0.0,,,,2.220622630119324,0.0,0.0,0.0,0.0,0.0,0.0,0.0001160198940554916,0.00011601883773560812,8.58,1.7945560336112976,1.9507261514663699,1.454636812210083,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_random.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,eval_random_switch_hard,1.0,50,1.0,0.0,,,,1.4800609230995179,0.08,0.08,0.00019069826563281603,0.0,0.0029043221716319526,0.0816106762401069,0.005723097376155649,0.005710244325416578,8.596,1.1029661893844602,1.3729369640350342,0.7143241763114929,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_hard.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,eval_sudden_turn,1.0,50,1.0,0.0,0.20000000000000007,0.20000000000000007,0.0,2.0302189564704896,0.0,0.0,0.0,0.0,0.0,0.0,0.0003712353285442245,0.00037122549376069367,8.44,1.5395815968513489,1.7439544498920443,1.258921504020691,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_sudden.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,500000,mixed_uncertainty,1.0,50,0.94,0.06,0.20000000000000007,0.20000000000000007,0.0,1.2847452092170715,0.36,0.36,0.0014404098474369554,0.14145239126894463,0.22978816161304677,0.6600274357458744,0.03463543403929769,0.033191144585914704,8.744,0.6241349697113038,0.7536698877811432,0.1875792741775512,checkpoints/gate2b/attention_full_risk_penalty_s0_step500000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step500000_mixed.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,750000,eval_random_switch,1.0,50,1.0,0.0,,,,2.0643192434310915,0.0,0.0,0.0,0.0,0.0,0.0,0.0016902551131617776,0.00168992360251003,8.1,1.6079686164855957,1.774494856595993,1.224144697189331,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_random.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,750000,eval_random_switch_hard,1.0,50,1.0,0.0,,,,1.5000232815742494,0.06,0.06,9.372964617796e-05,0.0,0.008322711639937048,0.0501519600334745,0.005661608569371262,0.005657468928839044,8.468,1.0775959730148315,1.366881638765335,0.7760536670684814,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_hard.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,750000,eval_sudden_turn,1.0,50,1.0,0.0,0.20800000000000007,0.20800000000000007,0.0,1.9128647971153259,0.0,0.0,0.0,0.0,0.0,0.0,0.0018480156164262774,0.0018478952753169494,8.112,1.4627403259277345,1.6601772904396057,1.0955404043197632,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_sudden.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,750000,mixed_uncertainty,1.0,50,0.8,0.2,0.20400000000000007,0.20400000000000007,0.0,1.0538073086738586,0.52,0.5,0.003099738053964829,0.2618133321453997,0.3274324632731011,0.3867609347863956,0.06196864395256208,0.060543480189859916,8.416,0.48835314810276026,0.6931197345256805,0.3780989348888397,checkpoints/gate2b/attention_full_risk_penalty_s0_step750000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step750000_mixed.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,1000000,eval_random_switch,1.0,50,1.0,0.0,,,,2.052177391052246,0.0,0.0,0.0,0.0,0.0,0.0,0.0002564745536958487,0.00025643189395642673,7.735999999999999,1.7074293613433837,1.7921349108219147,1.2893626689910889,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_random.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,1000000,eval_random_switch_hard,1.0,50,1.0,0.0,,,,1.4576443445682525,0.08,0.08,0.00010024813419407673,0.0,0.0065733258360040295,0.061664205500822,0.004770594233113979,0.004766068496664907,8.040000000000001,1.0651923775672913,1.34990194439888,0.7516772150993347,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_hard.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,1000000,eval_sudden_turn,1.0,50,1.0,0.0,1.0760000000000003,0.34285714285714297,0.02,1.888251371383667,0.0,0.0,0.0,0.0,0.0,0.0,0.00022872769153956953,0.0002286018770684797,7.716,1.500744926929474,1.651895821094513,1.2303305864334106,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_sudden.csv,risk
attention_full_risk_penalty,attention_full_risk_penalty,0,1000000,mixed_uncertainty,1.0,50,0.94,0.06,0.20000000000000007,0.20000000000000007,0.0,1.1140122461318969,0.44,0.44,0.0016243126691733577,0.16031868063317492,0.2217420139733937,0.3207257034529363,0.04238137525244408,0.041653611795591815,8.32,0.5996599793434143,0.7949747443199158,0.4336735010147095,checkpoints/gate2b/attention_full_risk_penalty_s0_step1000000.zip,results/p1_three_seed/eval/attention_full_risk_penalty_s0_step1000000_mixed.csv,risk
