phase_status,p3_stab_candidate_found,selected_screening_variant,seed2_screening_passed_any,continue_1500k_recommended_any,multi_seed_confirmation_status,attention_full_multiseed_needed,n4o_can_rerun_next,n4u_blocked,terminal_decision,available_attention_success,available_attention_collision,noz_success,noz_collision
seed2_screening_passed_proceed_multiseed_confirmation,screening_only,stab_s2d_gated,1,1,not_run,yes_before_decisive_attention_claim,after_seed0_1_2_confirmation,yes,phase_n3pf_stab_complete,0.6033,0.3967,0.5667,0.4333
