training_seed,method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,eval_seed,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash,source_phase,breakdown_type,breakdown_key,threat_motion_mode,threat_class
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1000,,88,0.4204545454545454,0.5795454545454546,0.375,0.9603481214523484,4.715839020641793,0.7118704998019066,105.9318181818182,29.616039183208333,0.2606762386517199,0.3018460659493044,1.5551853208472908,0.110953844005576,0.0,2.861737221291948,0,,motion,ar1_velocity,ar1_velocity,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1000,,49,0.4489795918367347,0.5510204081632653,0.4489795918367347,0.966117003358118,4.714374568919425,0.6799040394169944,108.24489795918367,30.396098651640926,0.2640054730728942,0.3014010660295469,1.5539712679077882,0.1120730220895055,0.0,2.8167238560722376,0,,motion,crossing_or_sudden_threat,crossing_or_sudden_threat,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1000,,31,0.3548387096774194,0.6451612903225806,0.3548387096774194,0.9017034665673684,4.803026247519882,0.6963092454018132,99.87096774193547,26.279648957378587,0.2904755103395893,0.3386708455867887,1.5573485699221916,0.1136575489473615,0.0,2.7820373434297347,0,,motion,linear,linear,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1000,,77,0.4545454545454545,0.5454545454545454,0.4415584415584415,0.9516840719930116,4.672837421372994,0.7112077428148939,105.07792207792208,29.88134941030764,0.2658918981314756,0.3113132528298857,1.5505398025521284,0.1156016814583224,0.0,2.8380964642372866,0,,motion,sinusoidal_lateral,sinusoidal_lateral,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1001,,57,0.4385964912280701,0.5614035087719298,0.4035087719298245,0.9607246262597996,4.720249359530842,0.7024532002315187,104.94736842105264,29.97581146719577,0.2769609644561938,0.3100933892290122,1.5521137326605308,0.1017795821488103,0.0,2.7723802949306995,0,,motion,accel_decel,accel_decel,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1001,,85,0.4,0.6,0.3529411764705882,0.959564809813119,4.722487399568975,0.7070863550200182,105.67058823529412,29.159331725261268,0.2598989542918912,0.3012854278529264,1.5561494971277348,0.1094549937641288,0.0,2.864619260785388,0,,motion,ar1_velocity,ar1_velocity,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1001,,51,0.4509803921568627,0.5490196078431373,0.4509803921568627,0.9624763363697664,4.715678077108434,0.6767168161915798,107.7843137254902,30.30907460583952,0.2649798360105126,0.3012499410933323,1.554378968015271,0.1112242132587222,0.0,2.818007333726014,0,,motion,crossing_or_sudden_threat,crossing_or_sudden_threat,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1001,,30,0.3,0.7,0.3,0.8984416536660771,4.811294072507056,0.6816688736279806,98.93333333333334,24.96701945342773,0.2906251315447212,0.339355729255827,1.5593754799521249,0.1101588791626338,0.0,2.780940454410623,0,,motion,linear,linear,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1001,,77,0.4415584415584415,0.5584415584415584,0.4285714285714285,0.9515348334693968,4.657629238442893,0.7028056034794101,105.14285714285714,29.58157917804688,0.2677700704641934,0.3129227544393874,1.5511090878249718,0.1152080081729102,0.0,2.822144260230526,0,,motion,sinusoidal_lateral,sinusoidal_lateral,
2,p3_s2_1500k,P3_block_projected_seed2_1500k,p3_s2_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1500k.zip,1500000,1500k,1002,,58,0.4482758620689655,0.5517241379310345,0.4137931034482758,0.9613282132098956,4.749064031646781,0.7056036303783285,105.36206896551724,30.196757982085916,0.2757830839024584,0.3091743508792247,1.551766281581903,0.1032442109896609,0.0,2.806402655418712,0,,motion,accel_decel,accel_decel,
