comparison,method_key,training_seed,success_rate,collision_rate,raw_unsafe_action_rate,action_delta,progress,raw_min_predicted_cpa,raw_min_predicted_ttc,source,ab_per_step_trace_available,ab_per_step_trace_note
seed0_vs_seed2_original,p3_s0_1500k,0,0.6166666666666667,0.3833333333333333,0.3137831358626906,0.1542637797526815,0.9541088313253188,2.6807036666778883,1.8517181373171052,N3PF-MS,0,AB rerun has summary/behavior diagnostics but no per-step trace CSV; no trace values are fabricated.
seed0_vs_seed2_original,p3_s2_1500k,2,0.4222222222222222,0.5777777777777778,0.268799368537681,0.1104493328459066,0.9525542860540936,2.7749021005067003,1.7469613057343631,N3PF-MS,0,AB rerun has summary/behavior diagnostics but no per-step trace CSV; no trace values are fabricated.
seed2_original_vs_seed2_rerunA,p3_s2_seed2_rerunA_1500k,2,0.4222222222222222,0.5777777777777778,0.268799368537681,0.1104493328459067,0.9525542860540934,2.8221405796875985,,N3PF-MS-AB,0,AB rerun has summary/behavior diagnostics but no per-step trace CSV; no trace values are fabricated.
