policy_name,scenario,episode_id,replacement_count,spawn_count,remove_count
straight_line,eval_flow_mixed_ood,16,21,27,21
straight_line,eval_flow_mixed_ood,17,24,29,24
straight_line,eval_flow_mixed_ood,18,3,8,3
straight_line,eval_flow_mixed_ood,19,11,19,11
straight_line,eval_flow_mixed_ood,20,6,13,6
straight_line,eval_flow_mixed_ood,21,16,21,16
straight_line,eval_flow_mixed_ood,22,4,12,4
straight_line,eval_flow_mixed_ood,23,8,14,8
straight_line,eval_flow_mixed_ood,24,9,17,9
straight_line,eval_flow_mixed_ood,25,4,10,4
straight_line,eval_flow_mixed_ood,26,13,19,13
straight_line,eval_flow_mixed_ood,27,3,9,3
straight_line,eval_flow_mixed_ood,28,8,13,8
straight_line,eval_flow_mixed_ood,29,11,18,11
straight_line,eval_flow_mixed_ood,30,13,18,13
straight_line,eval_flow_mixed_ood,31,9,15,9
straight_line,eval_flow_mixed_ood,32,2,8,2
straight_line,eval_flow_mixed_ood,33,5,11,5
straight_line,eval_flow_mixed_ood,34,6,13,6
straight_line,eval_flow_mixed_ood,35,7,15,7
straight_line,eval_flow_mixed_ood,36,0,5,0
straight_line,eval_flow_mixed_ood,37,13,21,13
straight_line,eval_flow_mixed_ood,38,1,9,1
straight_line,eval_flow_mixed_ood,39,11,18,11
straight_line,eval_flow_mixed_ood,40,2,7,2
straight_line,eval_flow_mixed_ood,41,3,9,3
straight_line,eval_flow_mixed_ood,42,13,19,13
straight_line,eval_flow_mixed_ood,43,7,15,7
straight_line,eval_flow_mixed_ood,44,2,9,2
straight_line,eval_flow_mixed_ood,45,14,19,14
straight_line,eval_flow_mixed_ood,46,4,9,4
straight_line,eval_flow_mixed_ood,47,14,19,14
straight_line,eval_flow_mixed_ood,48,12,19,12
straight_line,eval_flow_mixed_ood,49,49,57,49
reactive,eval_flow_mixed_ood,0,115,121,115
reactive,eval_flow_mixed_ood,1,97,104,97
reactive,eval_flow_mixed_ood,2,180,186,180
reactive,eval_flow_mixed_ood,3,63,69,63
reactive,eval_flow_mixed_ood,4,65,70,65
reactive,eval_flow_mixed_ood,5,139,147,139
reactive,eval_flow_mixed_ood,6,128,136,128
reactive,eval_flow_mixed_ood,7,169,175,169
reactive,eval_flow_mixed_ood,8,137,145,137
reactive,eval_flow_mixed_ood,9,150,158,150
reactive,eval_flow_mixed_ood,10,161,166,161
reactive,eval_flow_mixed_ood,11,118,124,118
reactive,eval_flow_mixed_ood,12,123,131,123
reactive,eval_flow_mixed_ood,13,168,173,168
reactive,eval_flow_mixed_ood,14,82,87,82
reactive,eval_flow_mixed_ood,15,134,141,134
reactive,eval_flow_mixed_ood,16,141,146,141
reactive,eval_flow_mixed_ood,17,54,59,54
reactive,eval_flow_mixed_ood,18,124,130,124
reactive,eval_flow_mixed_ood,19,160,165,160
reactive,eval_flow_mixed_ood,20,254,261,254
reactive,eval_flow_mixed_ood,21,40,45,40
reactive,eval_flow_mixed_ood,22,140,148,140
reactive,eval_flow_mixed_ood,23,86,91,86
reactive,eval_flow_mixed_ood,24,106,111,106
reactive,eval_flow_mixed_ood,25,96,101,96
reactive,eval_flow_mixed_ood,26,123,131,123
reactive,eval_flow_mixed_ood,27,135,143,135
reactive,eval_flow_mixed_ood,28,63,69,63
reactive,eval_flow_mixed_ood,29,119,125,119
reactive,eval_flow_mixed_ood,30,148,155,148
reactive,eval_flow_mixed_ood,31,123,130,123
reactive,eval_flow_mixed_ood,32,49,54,49
reactive,eval_flow_mixed_ood,33,215,221,215
reactive,eval_flow_mixed_ood,34,111,117,111
reactive,eval_flow_mixed_ood,35,109,116,109
reactive,eval_flow_mixed_ood,36,49,55,49
reactive,eval_flow_mixed_ood,37,200,208,200
reactive,eval_flow_mixed_ood,38,91,97,91
reactive,eval_flow_mixed_ood,39,147,152,147
reactive,eval_flow_mixed_ood,40,129,136,129
reactive,eval_flow_mixed_ood,41,129,136,129
reactive,eval_flow_mixed_ood,42,104,110,104
reactive,eval_flow_mixed_ood,43,100,106,100
reactive,eval_flow_mixed_ood,44,116,123,116
reactive,eval_flow_mixed_ood,45,147,155,147
reactive,eval_flow_mixed_ood,46,114,121,114
reactive,eval_flow_mixed_ood,47,117,124,117
reactive,eval_flow_mixed_ood,48,97,103,97
reactive,eval_flow_mixed_ood,49,89,94,89
random,eval_flow_sudden_threat,0,92,100,92
random,eval_flow_sudden_threat,1,111,119,111
random,eval_flow_sudden_threat,2,78,84,78
random,eval_flow_sudden_threat,3,88,96,88
random,eval_flow_sudden_threat,4,73,78,73
random,eval_flow_sudden_threat,5,58,63,58
random,eval_flow_sudden_threat,6,53,58,53
random,eval_flow_sudden_threat,7,45,50,45
random,eval_flow_sudden_threat,8,63,68,63
random,eval_flow_sudden_threat,9,73,79,73
random,eval_flow_sudden_threat,10,73,78,73
random,eval_flow_sudden_threat,11,47,52,47
random,eval_flow_sudden_threat,12,73,79,73
random,eval_flow_sudden_threat,13,60,66,60
random,eval_flow_sudden_threat,14,82,89,82
random,eval_flow_sudden_threat,15,97,105,97
random,eval_flow_sudden_threat,16,102,110,102
random,eval_flow_sudden_threat,17,83,91,83
random,eval_flow_sudden_threat,18,65,71,65
random,eval_flow_sudden_threat,19,68,74,68
random,eval_flow_sudden_threat,20,87,95,87
random,eval_flow_sudden_threat,21,54,59,54
random,eval_flow_sudden_threat,22,80,87,80
random,eval_flow_sudden_threat,23,70,77,70
random,eval_flow_sudden_threat,24,65,71,65
random,eval_flow_sudden_threat,25,74,81,74
random,eval_flow_sudden_threat,26,57,62,57
random,eval_flow_sudden_threat,27,68,74,68
random,eval_flow_sudden_threat,28,60,65,60
random,eval_flow_sudden_threat,29,66,72,66
random,eval_flow_sudden_threat,30,73,79,73
random,eval_flow_sudden_threat,31,81,89,81
random,eval_flow_sudden_threat,32,65,70,65
random,eval_flow_sudden_threat,33,69,76,69
random,eval_flow_sudden_threat,34,45,50,45
random,eval_flow_sudden_threat,35,105,113,105
random,eval_flow_sudden_threat,36,72,78,72
random,eval_flow_sudden_threat,37,76,82,76
random,eval_flow_sudden_threat,38,77,83,77
random,eval_flow_sudden_threat,39,73,79,73
random,eval_flow_sudden_threat,40,53,58,53
random,eval_flow_sudden_threat,41,97,105,97
random,eval_flow_sudden_threat,42,66,72,66
random,eval_flow_sudden_threat,43,91,98,91
random,eval_flow_sudden_threat,44,104,111,104
random,eval_flow_sudden_threat,45,96,104,96
random,eval_flow_sudden_threat,46,48,54,48
random,eval_flow_sudden_threat,47,87,95,87
random,eval_flow_sudden_threat,48,71,78,71
random,eval_flow_sudden_threat,49,54,59,54
straight_line,eval_flow_sudden_threat,0,4,12,4
straight_line,eval_flow_sudden_threat,1,2,8,2
straight_line,eval_flow_sudden_threat,2,1,7,1
straight_line,eval_flow_sudden_threat,3,35,41,35
straight_line,eval_flow_sudden_threat,4,19,25,19
straight_line,eval_flow_sudden_threat,5,4,9,4
straight_line,eval_flow_sudden_threat,6,19,27,19
straight_line,eval_flow_sudden_threat,7,3,9,3
straight_line,eval_flow_sudden_threat,8,4,11,4
straight_line,eval_flow_sudden_threat,9,9,16,9
straight_line,eval_flow_sudden_threat,10,29,35,29
straight_line,eval_flow_sudden_threat,11,5,12,5
straight_line,eval_flow_sudden_threat,12,9,14,9
straight_line,eval_flow_sudden_threat,13,23,30,23
straight_line,eval_flow_sudden_threat,14,11,17,11
straight_line,eval_flow_sudden_threat,15,7,15,7
straight_line,eval_flow_sudden_threat,16,4,12,4
straight_line,eval_flow_sudden_threat,17,18,24,18
straight_line,eval_flow_sudden_threat,18,14,21,14
straight_line,eval_flow_sudden_threat,19,29,37,29
straight_line,eval_flow_sudden_threat,20,2,10,2
straight_line,eval_flow_sudden_threat,21,6,12,6
straight_line,eval_flow_sudden_threat,22,6,14,6
straight_line,eval_flow_sudden_threat,23,7,14,7
straight_line,eval_flow_sudden_threat,24,16,23,16
straight_line,eval_flow_sudden_threat,25,14,21,14
straight_line,eval_flow_sudden_threat,26,8,14,8
straight_line,eval_flow_sudden_threat,27,29,35,29
straight_line,eval_flow_sudden_threat,28,5,11,5
straight_line,eval_flow_sudden_threat,29,8,16,8
straight_line,eval_flow_sudden_threat,30,1,6,1
straight_line,eval_flow_sudden_threat,31,19,25,19
straight_line,eval_flow_sudden_threat,32,10,18,10
straight_line,eval_flow_sudden_threat,33,10,17,10
straight_line,eval_flow_sudden_threat,34,4,12,4
straight_line,eval_flow_sudden_threat,35,19,24,19
straight_line,eval_flow_sudden_threat,36,9,14,9
straight_line,eval_flow_sudden_threat,37,25,30,25
straight_line,eval_flow_sudden_threat,38,9,16,9
straight_line,eval_flow_sudden_threat,39,8,15,8
straight_line,eval_flow_sudden_threat,40,27,33,27
straight_line,eval_flow_sudden_threat,41,20,28,20
straight_line,eval_flow_sudden_threat,42,21,29,21
straight_line,eval_flow_sudden_threat,43,15,23,15
straight_line,eval_flow_sudden_threat,44,9,14,9
straight_line,eval_flow_sudden_threat,45,12,18,12
straight_line,eval_flow_sudden_threat,46,28,35,28
straight_line,eval_flow_sudden_threat,47,20,25,20
straight_line,eval_flow_sudden_threat,48,32,40,32
straight_line,eval_flow_sudden_threat,49,32,40,32
reactive,eval_flow_sudden_threat,0,91,96,91
reactive,eval_flow_sudden_threat,1,113,121,113
reactive,eval_flow_sudden_threat,2,126,134,126
reactive,eval_flow_sudden_threat,3,129,134,129
reactive,eval_flow_sudden_threat,4,129,137,129
reactive,eval_flow_sudden_threat,5,120,128,120
reactive,eval_flow_sudden_threat,6,92,99,92
reactive,eval_flow_sudden_threat,7,124,132,124
reactive,eval_flow_sudden_threat,8,90,97,90
reactive,eval_flow_sudden_threat,9,88,94,88
reactive,eval_flow_sudden_threat,10,59,65,59
reactive,eval_flow_sudden_threat,11,79,85,79
reactive,eval_flow_sudden_threat,12,108,115,108
reactive,eval_flow_sudden_threat,13,119,127,119
reactive,eval_flow_sudden_threat,14,102,109,102
reactive,eval_flow_sudden_threat,15,147,152,147
reactive,eval_flow_sudden_threat,16,126,131,126
reactive,eval_flow_sudden_threat,17,131,139,131
reactive,eval_flow_sudden_threat,18,150,158,150
reactive,eval_flow_sudden_threat,19,112,120,112
reactive,eval_flow_sudden_threat,20,100,105,100
reactive,eval_flow_sudden_threat,21,117,124,117
reactive,eval_flow_sudden_threat,22,131,138,131
reactive,eval_flow_sudden_threat,23,77,82,77
reactive,eval_flow_sudden_threat,24,115,123,115
reactive,eval_flow_sudden_threat,25,117,125,117
reactive,eval_flow_sudden_threat,26,96,101,96
reactive,eval_flow_sudden_threat,27,104,110,104
reactive,eval_flow_sudden_threat,28,134,142,134
reactive,eval_flow_sudden_threat,29,201,207,201
reactive,eval_flow_sudden_threat,30,113,121,113
reactive,eval_flow_sudden_threat,31,61,66,61
reactive,eval_flow_sudden_threat,32,101,109,101
reactive,eval_flow_sudden_threat,33,147,155,147
reactive,eval_flow_sudden_threat,34,93,99,93
reactive,eval_flow_sudden_threat,35,122,128,122
reactive,eval_flow_sudden_threat,36,88,93,88
reactive,eval_flow_sudden_threat,37,103,109,103
reactive,eval_flow_sudden_threat,38,98,105,98
reactive,eval_flow_sudden_threat,39,37,42,37
reactive,eval_flow_sudden_threat,40,164,170,164
reactive,eval_flow_sudden_threat,41,132,140,132
reactive,eval_flow_sudden_threat,42,67,72,67
reactive,eval_flow_sudden_threat,43,129,137,129
reactive,eval_flow_sudden_threat,44,110,118,110
reactive,eval_flow_sudden_threat,45,105,112,105
reactive,eval_flow_sudden_threat,46,89,95,89
reactive,eval_flow_sudden_threat,47,111,119,111
reactive,eval_flow_sudden_threat,48,135,143,135
reactive,eval_flow_sudden_threat,49,88,94,88
