episode,step,time,turn_time,turn_step,scenario,success,collision,uav_position,uav_velocity,goal_position,action,min_distance,distance_warning_cost,risk_sum,risk_max,risk_values,sigma_values,reaction_flag,reaction_time_current,attention_weights,attention_entropy,turning_obstacle_id,turning_obstacle_attention_weight,turning_obstacle_attention_rank,turning_obstacle_risk,R_sum,R_max,lateral_deviation,base_reward,applied_cost,shaped_reward,fallback_penalty_active
6,1,0.2,3.0,15,mixed_uncertainty,0,0,"[-6.158506393432617,-2.3201406002044678,3.6420891284942627]","[1.2138972282409668,0.20853756368160248,1.2138972282409668]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.17179179191589355,1.0]",2.1654138565063477,0.0,0.00022006519429851323,0.00022006519429851323,"[1.0296176752985428e-15,0.0,0.00022006519429851323]","[0.22499999403953552,0.22499999403953552,0.22499999403953552,0.22562991082668304,0.2560182809829712,0.24604831635951996,0.3077075183391571,0.32555267214775085,0.22500008344650269]",0,nan,"[0.3375264108181,0.09158528596162796,0.570888340473175]",0.9055426716804504,-1,nan,nan,nan,0.00022006519429851323,0.00022006519429851323,2.231236696243286,0.10656484603881836,0.0,0.10656484603881836,0
6,2,0.4,3.0,15,mixed_uncertainty,0,0,"[-5.888951301574707,-2.227484941482544,3.911644220352173]","[1.3477753400802612,0.46327799558639526,1.3477753400802612]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.36760321259498596,1.0]",2.0861144065856934,0.0,0.0001950502337422222,0.0001950502337422222,"[1.6167021733583537e-17,0.0,0.0001950502337422222]","[0.20249998569488525,0.20249998569488525,0.20249998569488525,0.20373523235321045,0.2489606738090515,0.23112457990646362,0.34392985701560974,0.3744450509548187,0.2025001347064972]",0,nan,"[0.27187687158584595,0.0799887627363205,0.6481342911720276]",0.8372033834457397,-1,nan,nan,nan,0.0001950502337422222,0.0001950502337422222,2.3489058017730713,0.22608376421034335,0.0,0.22608376421034335,0
6,3,0.6000000000000001,3.0,15,mixed_uncertainty,0,0,"[-5.617710113525391,-2.1180028915405273,4.182885646820068]","[1.3562061786651611,0.5474103093147278,1.3562061786651611]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.4129413962364197,1.0]",2.1046833992004395,0.0,3.3331274607917294e-05,3.3331274607917294e-05,"[2.1979429646452775e-20,0.0,3.3331274607917294e-05]","[0.1822499781847,0.1822499781847,0.1822499781847,0.18418149650096893,0.23112323880195618,0.21159827709197998,0.3638012707233429,0.4029731750488281,0.18225017189979553]",0,nan,"[0.27126720547676086,0.09519516676664352,0.6335376501083374]",0.8669608235359192,-1,nan,nan,nan,3.3331274607917294e-05,3.3331274607917294e-05,2.4215471744537354,0.22191664689220486,0.0,0.22191664689220486,0
6,4,0.8,3.0,15,mixed_uncertainty,0,0,"[-5.344527244567871,-2.0149648189544678,4.456068515777588]","[1.365914225578308,0.5151905417442322,1.365914225578308]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.37306931614875793,1.0]",2.216959238052368,0.0,1.7845276261141407e-06,1.7845276261141407e-06,"[6.072789693480215e-24,0.0,1.7845276261141407e-06]","[0.1640249788761139,0.1640249788761139,0.1640249788761139,0.1666470617055893,0.2084793895483017,0.19153843820095062,0.37137529253959656,0.41611364483833313,0.1640252023935318]",0,nan,"[0.28832584619522095,0.11600495129823685,0.5956692099571228]",0.9170675277709961,-1,nan,nan,nan,1.7845276261141407e-06,1.7845276261141407e-06,2.4452099800109863,0.2140292068454437,0.0,0.2140292068454437,0
6,5,1.0,3.0,15,mixed_uncertainty,0,0,"[-5.067816734313965,-1.9326577186584473,4.732779026031494]","[1.3835525512695312,0.4115353226661682,1.3835525512695312]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.28515303134918213,1.0]",2.4019582271575928,0.0,2.9658071554194976e-08,2.9658071554194976e-08,"[2.727157005039915e-28,0.0,2.9658071554194976e-08]","[0.1476224809885025,0.1476224809885025,0.1476224809885025,0.15063190460205078,0.18960128724575043,0.17287474870681763,0.3698406219482422,0.4177868962287903,0.1476227045059204]",0,nan,"[0.3108403980731964,0.1400032341480255,0.5491564273834229]",0.967617392539978,-1,nan,nan,nan,2.9658071554194976e-08,2.9658071554194976e-08,2.4488332271575928,0.20587158534675837,0.0,0.20587158534675837,0
6,6,1.2000000000000002,3.0,15,mixed_uncertainty,0,0,"[-4.7878923416137695,-1.8764135837554932,5.0127034187316895]","[1.3996210098266602,0.2812209725379944,1.3996210098266602]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.1860194057226181,1.0]",2.6370410919189453,0.0,1.3040109270168188e-10,1.3040109270168188e-10,"[1.1610603822201437e-33,0.0,1.3040109270168188e-10]","[0.1328602284193039,0.1328602284193039,0.1328602284193039,0.13579867780208588,0.18132145702838898,0.1563510000705719,0.36169490218162537,0.41106873750686646,0.132860466837883]",0,nan,"[0.33167198300361633,0.16458414494991302,0.5037438273429871]",1.0084116458892822,-1,nan,nan,nan,1.3040109270168188e-10,1.3040109270168188e-10,2.460524797439575,0.19698047373443842,0.0,0.19698047373443842,0
6,7,1.4000000000000001,3.0,15,mixed_uncertainty,0,0,"[-4.506157875061035,-1.8424090147018433,5.294437885284424]","[1.4086732864379883,0.17002272605895996,1.4086732864379883]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.10823298245668411,1.0]",2.9066033363342285,0.0,1.0826922854350468e-13,1.0826922854350468e-13,"[2.2929727031439847e-40,0.0,1.0826922854350468e-13]","[0.11957420408725739,0.11957420408725739,0.11957420408725739,0.12222322076559067,0.18446996808052063,0.14279542863368988,0.3488844335079193,0.3983609080314636,0.11957444250583649]",0,nan,"[0.34912410378456116,0.18865323066711426,0.4622226059436798]",1.038738489151001,-1,nan,nan,nan,1.0826922854350468e-13,1.0826922854350468e-13,2.489333152770996,0.18696594963315874,0.0,0.18696594963315874,0
6,8,1.6,3.0,15,mixed_uncertainty,0,0,"[-4.2075347900390625,-1.8222707509994507,5.559556484222412]","[1.4931161403656006,0.1006910502910614,1.3255928754806519]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.05964114889502525,0.871380627155304]",3.185650110244751,0.0,5.005485284389879e-17,5.005485284389879e-17,"[0.0,0.0,5.005485284389879e-17]","[0.10761678218841553,0.10761678218841553,0.10761678218841553,0.11007958650588989,0.19447901844978333,0.13337545096874237,0.33291682600975037,0.38152801990509033,0.10761702060699463]",0,nan,"[0.36447227001190186,0.2120569795370102,0.42347073554992676]",1.0606188774108887,-1,nan,nan,nan,5.005485284389879e-17,5.005485284389879e-17,2.281968116760254,0.19582950618118047,0.0,0.19582950618118047,0
6,9,1.8,3.0,15,mixed_uncertainty,0,0,"[-3.872314691543579,-1.815406322479248,5.7762556076049805]","[1.6761001348495483,0.03432213515043259,1.0834962129592896]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,0.014039808884263039,0.6133508086204529]",3.442150115966797,0.0,8.921221100801684e-20,8.921221100801684e-20,"[0.0,0.0,8.921221100801684e-20]","[0.09685510396957397,0.09685510396957397,0.09685510396957397,0.09927816689014435,0.20512136816978455,0.12904757261276245,0.31495100259780884,0.36200782656669617,0.09685532748699188]",0,nan,"[0.3820972442626953,0.2345593273639679,0.38334348797798157]",1.075289011001587,-1,nan,nan,nan,8.921221100801684e-20,8.921221100801684e-20,1.8348932266235352,0.23270658306777475,0.0,0.23270658306777475,0
6,10,2.0,3.0,15,mixed_uncertainty,0,0,"[-3.498715877532959,-1.8217504024505615,5.91436767578125]","[1.8679945468902588,-0.031720325350761414,0.6905608177185059]","[5.946746826171875,-1.4845936298370361,2.217320203781128]","[1.0,-0.022158317267894745,0.3314277231693268]",3.654268980026245,0.0,1.5936019212520336e-21,1.5936019212520336e-21,"[0.0,0.0,1.5936019212520336e-21]","[0.0871695876121521,0.0871695876121521,0.0871695876121521,0.08952277898788452,0.21126683056354523,0.13018397986888885,0.2958698570728302,0.3408994674682617,0.08716980367898941]",0,nan,"[0.40419304370880127,0.25411131978034973,0.3416956961154938]",1.0811961889266968,-1,nan,nan,nan,1.5936019212520336e-21,1.5936019212520336e-21,1.3497986793518066,0.28651186801493167,0.0,0.28651186801493167,0
