episode,step,time,turn_time,turn_step,scenario,success,collision,uav_position,uav_velocity,goal_position,action,min_distance,distance_warning_cost,risk_sum,risk_max,risk_values,sigma_values,reaction_flag,reaction_time_current,attention_weights,attention_entropy,turning_obstacle_id,turning_obstacle_attention_weight,turning_obstacle_attention_rank,turning_obstacle_risk,R_sum,R_max,lateral_deviation,base_reward,applied_cost,shaped_reward,fallback_penalty_active
0,1,0.2,3.0,15,mixed_uncertainty,0,0,"[6.304072380065918,-2.6954123973846436,2.915935754776001]","[-0.5084519386291504,-0.12321951240301132,1.64829421043396]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-0.30847159028053284,-0.07475578039884567,1.0]",2.7421560287475586,0.0,1.6816810166631058e-09,1.6816810166631058e-09,"[4.982368537950067e-39,0.0,1.6816810166631058e-09]","[0.22499999403953552,0.22499999403953552,0.22499999403953552,0.22506749629974365,0.2524052858352661,0.24342353641986847,0.28127914667129517,0.33586275577545166,0.22534583508968353]",0,nan,"[0.400781512260437,0.32130366563796997,0.277914822101593]",1.0871015787124634,-1,nan,nan,nan,1.6816810166631058e-09,1.6816810166631058e-09,2.050584077835083,0.012843700647354123,0.0,0.012843700647354123,0
0,2,0.4,3.0,15,mixed_uncertainty,0,0,"[6.083902359008789,-2.725670337677002,3.236764430999756]","[-1.1008496284484863,-0.151289701461792,1.6041431427001953]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-0.747273862361908,-0.09747055917978287,1.0]",2.6874096393585205,0.0,1.5399970720864076e-07,1.5399970720864076e-07,"[6.542410296208992e-39,0.0,1.5399970720864076e-07]","[0.20249998569488525,0.20249998569488525,0.20249998569488525,0.2027251273393631,0.24364379048347473,0.22760283946990967,0.2987373471260071,0.3920752704143524,0.20309138298034668]",0,nan,"[0.44406557083129883,0.3514036536216736,0.20453087985515594]",1.0525877475738525,-1,nan,nan,nan,1.5399970720864076e-07,1.5399970720864076e-07,2.163803815841675,0.16787543982267378,0.0,0.16787543982267378,0
0,3,0.6000000000000001,3.0,15,mixed_uncertainty,0,0,"[5.811902046203613,-2.7777047157287598,3.5223872661590576]","[-1.3600010871887207,-0.26017165184020996,1.428114414215088]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,-0.19793012738227844,1.0]",2.646862268447876,0.0,5.116805255056533e-07,5.116805255056533e-07,"[1.2020758616517578e-40,0.0,5.116805255056533e-07]","[0.1822499781847,0.1822499781847,0.1822499781847,0.1828424036502838,0.2256690263748169,0.2080482691526413,0.3057883679866791,0.42560476064682007,0.18300914764404297]",0,nan,"[0.43852877616882324,0.380727618932724,0.18074357509613037]",1.0383436679840088,-1,nan,nan,nan,5.116805255056533e-07,5.116805255056533e-07,2.2916855812072754,0.2204756436496973,0.0,0.2204756436496973,0
0,4,0.8,3.0,15,mixed_uncertainty,0,0,"[5.534553527832031,-2.847250461578369,3.801579475402832]","[-1.386743187904358,-0.3477286696434021,1.3959614038467407]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,-0.25984999537467957,1.0]",2.677736759185791,0.0,5.2442725717583016e-08,5.2442725717583016e-08,"[1.401298464324817e-45,0.0,5.2442725717583016e-08]","[0.1640249788761139,0.1640249788761139,0.1640249788761139,0.16519762575626373,0.2035815268754959,0.1882603019475937,0.3051185607910156,0.44196128845214844,0.1648920178413391]",0,nan,"[0.43210089206695557,0.4165658950805664,0.15133324265480042]",1.0131235122680664,-1,nan,nan,nan,5.2442725717583016e-08,5.2442725717583016e-08,2.361586332321167,0.22154066497227176,0.0,0.22154066497227176,0
0,5,1.0,3.0,15,mixed_uncertainty,0,0,"[5.256179332733154,-2.916797399520874,4.080203056335449]","[-1.3918710947036743,-0.3477341830730438,1.3931186199188232]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,-0.24968880414962769,1.0]",2.7802646160125732,0.0,1.1666407839783233e-09,1.1666407839783233e-09,"[0.0,0.0,1.1666407839783233e-09]","[0.1476224809885025,0.1476224809885025,0.1476224809885025,0.14933033287525177,0.1848117709159851,0.16990168392658234,0.29883304238319397,0.445487916469574,0.14855168759822845]",0,nan,"[0.43094372749328613,0.4499582350254059,0.11909808218479156]",0.9755135774612427,-1,nan,nan,nan,1.1666407839783233e-09,1.1666407839783233e-09,2.402323007583618,0.21376497911136538,0.0,0.21376497911136538,0
0,6,1.2000000000000002,3.0,15,mixed_uncertainty,0,0,"[4.970139026641846,-2.9732065200805664,4.353979587554932]","[-1.4302018880844116,-0.2820458710193634,1.3688830137252808]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,-0.189224511384964,0.9504863023757935]",2.9337925910949707,0.0,1.1111966381760485e-11,1.1111966381760485e-11,"[0.0,0.0,1.1111966381760485e-11]","[0.1328602284193039,0.1328602284193039,0.1328602284193039,0.1347646713256836,0.17542651295661926,0.15361575782299042,0.2885730564594269,0.439594566822052,0.13381710648536682]",0,nan,"[0.42571908235549927,0.48161569237709045,0.09266521781682968]",0.9358549118041992,-1,nan,nan,nan,1.1111966381760485e-11,1.1111966381760485e-11,2.3282811641693115,0.21264460483565925,0.0,0.21264460483565925,0
0,7,1.4000000000000001,3.0,15,mixed_uncertainty,0,0,"[4.672948837280273,-3.008739948272705,4.619140148162842]","[-1.4859503507614136,-0.17766673862934113,1.3258020877838135]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,-0.10793615132570267,0.8825050592422485]",3.119615316390991,0.0,4.2178080147427244e-14,4.2178080147427244e-14,"[0.0,0.0,4.2178080147427244e-14]","[0.11957420408725739,0.11957420408725739,0.11957420408725739,0.1213667094707489,0.17630994319915771,0.14009910821914673,0.27561062574386597,0.4269460141658783,0.12053307145833969]",0,nan,"[0.41743120551109314,0.5091750025749207,0.07339375466108322]",0.9000557065010071,-1,nan,nan,nan,4.2178080147427244e-14,4.2178080147427244e-14,2.2182202339172363,0.21595335394144058,0.0,0.21595335394144058,0
0,8,1.6,3.0,15,mixed_uncertainty,0,0,"[4.364404201507568,-3.019468307495117,4.873178005218506]","[-1.5427221059799194,-0.0536421462893486,1.2701884508132935]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,-0.0220610611140728,0.8130171895027161]",3.3241991996765137,0.0,5.3457188978394755e-17,5.3457188978394755e-17,"[0.0,0.0,5.3457188978394755e-17]","[0.10761678218841553,0.10761678218841553,0.10761678218841553,0.10923075675964355,0.18352259695529938,0.13032978773117065,0.26092442870140076,0.4096132516860962,0.10855887830257416]",0,nan,"[0.41001421213150024,0.5298166871070862,0.060169100761413574]",0.8712171316146851,-1,nan,nan,nan,5.3457188978394755e-17,5.3457188978394755e-17,2.1153557300567627,0.22058529505506158,0.0,0.22058529505506158,0
0,9,1.8,3.0,15,mixed_uncertainty,0,0,"[4.044772148132324,-3.0047922134399414,5.11285924911499]","[-1.5981603860855103,0.0733804777264595,1.1984063386917114]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,0.0580405592918396,0.7388246655464172]",3.5373027324676514,0.0,2.1527246194721834e-20,2.1527246194721834e-20,"[0.0,0.0,2.1527246194721834e-20]","[0.09685510396957397,0.09685510396957397,0.09685510396957397,0.09835057705640793,0.19153733551502228,0.1251211017370224,0.24526061117649078,0.3891950249671936,0.09776706993579865]",0,nan,"[0.40537378191947937,0.5431939363479614,0.05143227055668831]",0.8501604795455933,-1,nan,nan,nan,2.1527246194721834e-20,2.1527246194721834e-20,2.0171561241149902,0.22620701478794217,0.0,0.22620701478794217,0
0,10,2.0,3.0,15,mixed_uncertainty,0,0,"[3.7133736610412598,-2.966381549835205,5.333103179931641]","[-1.6569920778274536,0.19205328822135925,1.1012191772460938]","[-6.2064127922058105,-2.7806735038757324,1.8446367979049683]","[-1.0,0.12641197443008423,0.6517869830131531]",3.750410795211792,0.0,3.107399625173372e-24,3.107399625173372e-24,"[0.0,0.0,3.107399625173372e-24]","[0.0871695876121521,0.0871695876121521,0.0871695876121521,0.08856159448623657,0.19573302567005157,0.12481050193309784,0.22918175160884857,0.36691540479660034,0.08804226666688919]",0,nan,"[0.40312331914901733,0.5510960817337036,0.04578065499663353]",0.8357937932014465,-1,nan,nan,nan,3.107399625173372e-24,3.107399625173372e-24,1.9068238735198975,0.2343368304055184,0.0,0.2343368304055184,0
