scenario,baseline_name,config_name,baseline_category,episodes,success_rate,collision_rate,timeout_rate,near_miss_rate,progress_mean,final_goal_distance_mean,episode_return_mean,episode_length_steps_mean,mean_time,episode_min_distance_mean,mean_min_distance,min_distance_after_threat_mean,replacement_count_mean,active_obstacle_count_mean,mean_action_norm,mean_action_delta,max_action_delta,filter_used,filter_trigger_rate,mean_filter_delta_norm,max_filter_delta_norm,nan_or_crash
eval_flow_high_density,attention_full_1500k,attention_full_1500k,reference,1,1.0,0.0,0.0,1.0,0.9806280979644244,0.6677513718605042,42.57995622936103,112.0,22.4,0.9604619145393372,4.616138530629022,1.2758362293243408,44.0,8.0,1.3583444375544786,0.1567031841416767,0.8830458521842957,0,0.0,0.0,0.0,0
eval_flow_high_density,cpa_reactive_sweep,cpa_reactive_cpa18,cpa_reactive_sweep,1,0.0,0.0,1.0,1.0,0.9095724527199818,3.2491378784179688,9.120644923839569,500.0,100.0,1.4571982622146606,3.1913551971912386,1.4594427347183228,143.0,8.0,0.9999999811649324,1.130409653779499,1.999999761581421,0,0.0,0.0,0.0,0
eval_flow_high_density,cpa_reactive_sweep,cpa_reactive_d3,cpa_reactive_sweep,1,0.0,0.0,1.0,0.0,0.9110168184147286,3.032379627227783,2.582414800369883,500.0,100.0,1.7192109823226929,3.234406827449799,1.7192109823226929,138.0,8.0,0.9999999846220016,1.4807842787034358,1.9999943971633911,0,0.0,0.0,0.0,0
eval_flow_high_density,cpa_reactive_sweep,cpa_reactive_d5,cpa_reactive_sweep,1,0.0,0.0,1.0,0.0,0.8621047853175657,4.725010871887207,10.54691330164778,500.0,100.0,1.9328263998031616,3.987224631309509,1.9328263998031616,123.0,8.0,0.9999999831914902,0.9987318425149724,1.999998450279236,0,0.0,0.0,0.0,0
eval_flow_high_density,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha2,apf,1,1.0,0.0,0.0,1.0,0.9821101056905216,0.6578044891357422,41.22085884532749,126.0,25.200000000000003,0.8399795889854431,2.289817049389794,0.8399795889854431,46.0,8.0,0.9999999829701016,0.4423577061230407,1.9999585151672363,0,0.0,0.0,0.0,0
eval_flow_high_density,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha3,apf,1,1.0,0.0,0.0,1.0,0.9803278592881404,0.6689040064811707,42.485994536874834,94.0,18.8,0.8599960803985596,3.030033289752108,0.8599960803985596,32.0,8.0,0.999999982879517,0.1812038964410085,1.7473901510238647,0,0.0,0.0,0.0,0
eval_flow_high_density,current_cpa_reactive,cpa_reactive_current,"reference,cpa_reactive_sweep",1,0.0,0.0,1.0,0.0,0.8823737008871065,4.022806644439697,7.941518470191181,500.0,100.0,2.0279347896575928,3.462748876571655,2.0279347896575928,135.0,8.0,0.999999983549118,1.1550590866860402,1.9999794960021973,0,0.0,0.0,0.0,0
eval_flow_high_density,random,random,reference,1,0.0,0.0,1.0,0.0,0.0869940091949777,31.10784721374512,-13.587082140445707,500.0,100.0,2.54091477394104,7.051030226230622,2.54091477394104,92.0,8.0,0.7829347598478198,1.0803796686306746,2.4404642581939697,0,0.0,0.0,0.0,0
eval_flow_high_density,straight_line,straight_line,reference,1,0.0,1.0,0.0,0.0,0.2845177146989832,24.326431274414062,-0.4713816857337978,25.0,5.0,0.4124829173088074,4.978271391391754,0.4124829173088074,4.0,8.0,0.999999978542328,3.7320987189559673e-08,1.192095169244567e-07,0,0.0,0.0,0.0,0
eval_flow_high_density,vo_like_filter,vo_like_filter_h45_cpa1p5_h16,safety_filter,1,1.0,0.0,0.0,1.0,0.987266334706211,0.4483728110790252,39.3205737460551,430.0,86.0,1.058456540107727,3.035483283220336,1.058456540107727,146.0,8.0,0.909214697258417,0.3523635421559379,1.969206929206848,1,0.6790697674418604,0.5296916925803173,2.2360680103302,0
eval_flow_high_density,vo_like_filter,vo_like_filter_h45_cpa2_h16,safety_filter,1,1.0,0.0,0.0,0.0,0.9835400540945722,0.6214640736579895,41.68714048138063,197.0,39.400000000000006,1.979878544807434,4.44128719683226,1.979878544807434,70.0,8.0,0.98848300718414,0.2688815145312609,1.4814224243164062,1,0.6700507614213198,0.590082187564845,1.5878239870071411,0
eval_flow_high_speed,attention_full_1500k,attention_full_1500k,reference,1,1.0,0.0,0.0,1.0,0.9862522998944564,0.4691878855228424,42.767465165463776,107.0,21.4,0.8410778045654297,4.4813641387725545,0.8410778045654297,41.0,5.0,1.4711189648815404,0.1551595156450035,1.3159598112106323,0,0.0,0.0,0.0,0
eval_flow_high_speed,cpa_reactive_sweep,cpa_reactive_cpa18,cpa_reactive_sweep,1,0.0,0.0,1.0,0.0,0.9343619462512184,2.296466827392578,16.86966971859705,500.0,100.0,1.5273032188415527,3.332747364282608,1.5273032188415527,145.0,5.0,0.9999999825954438,0.8536943974328023,1.9999991655349727,0,0.0,0.0,0.0,0
eval_flow_high_speed,cpa_reactive_sweep,cpa_reactive_d3,cpa_reactive_sweep,1,0.0,0.0,1.0,0.0,0.9391809116417548,2.572545528411865,14.082978498024298,500.0,100.0,1.6793358325958252,3.05206699681282,1.6793358325958252,134.0,5.0,0.9999999828338624,0.9705587675574862,1.999942421913147,0,0.0,0.0,0.0,0
eval_flow_high_speed,cpa_reactive_sweep,cpa_reactive_d5,cpa_reactive_sweep,1,0.0,0.0,1.0,0.0,0.8762039980437364,4.209076881408691,15.834239540532447,500.0,100.0,2.003170251846313,3.888586677551269,2.003170251846313,173.0,5.0,0.99999998152256,0.8063693598256757,1.9999979734420776,0,0.0,0.0,0.0,0
eval_flow_high_speed,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha2,apf,1,1.0,0.0,0.0,1.0,0.9882888964758868,0.404323935508728,42.76018387070231,100.0,20.0,0.9710485339164734,2.94596699655056,0.9710485339164734,41.0,5.0,0.9999999862909316,0.1764698641278034,1.997440814971924,0,0.0,0.0,0.0,0
eval_flow_high_speed,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha3,apf,1,1.0,0.0,0.0,1.0,0.9785572813544938,0.7293583154678345,42.413483132902414,100.0,20.0,1.0409682989120483,2.968665199279785,1.0409682989120483,41.0,5.0,0.9999999827146532,0.1863662428310261,1.998568654060364,0,0.0,0.0,0.0,0
eval_flow_high_speed,current_cpa_reactive,cpa_reactive_current,"reference,cpa_reactive_sweep",1,1.0,0.0,0.0,1.0,0.978687654053239,0.7246253490447998,32.792412165137826,340.0,68.0,1.2985349893569946,3.713379319976358,1.2985349893569946,101.0,5.0,0.9999999884296866,0.889512560358688,1.999478816986084,0,0.0,0.0,0.0,0
eval_flow_high_speed,random,random,reference,1,0.0,0.0,1.0,0.0,0.0599352649623147,31.96264266967773,-13.842920738905672,500.0,100.0,3.2809112071990967,5.896745832443237,3.2809112071990967,142.0,5.0,0.7727677466720343,1.0567594455304987,2.2513906955718994,0,0.0,0.0,0.0,0
eval_flow_high_speed,straight_line,straight_line,reference,1,0.0,1.0,0.0,0.0,0.155106206065831,28.726430892944336,-4.81638130426407,14.0,2.8000000000000003,0.1412393450736999,4.090818911790848,0.1412393450736999,1.0,5.0,0.9999999787126268,4.1318641636350484e-08,1.192095169244567e-07,0,0.0,0.0,0.0,0
eval_flow_high_speed,vo_like_filter,vo_like_filter_h45_cpa1p5_h16,safety_filter,1,1.0,0.0,0.0,1.0,0.980001254360389,0.6897342205047607,42.10197550008561,147.0,29.4,1.1726481914520264,3.990616547818087,1.1726481914520264,50.0,5.0,1.3182154506647668,0.2385981393266749,1.551352620124817,1,0.2517006802721088,0.1562256946855661,1.4413117170333862,0
eval_flow_high_speed,vo_like_filter,vo_like_filter_h45_cpa2_h16,safety_filter,1,1.0,0.0,0.0,0.0,0.9845990798290436,0.5263796448707581,39.60590454431231,348.0,69.60000000000001,1.6267493963241575,3.203986921872216,1.6267493963241575,117.0,5.0,1.0571797042656903,0.3842501557040486,2.175999879837036,1,0.6350574712643678,0.4901106538058355,2.020493030548096,0
eval_flow_high_threat,attention_full_1500k,attention_full_1500k,reference,1,1.0,0.0,0.0,1.0,0.982698465787096,0.5901025533676147,42.83587417134003,98.0,19.6,1.3954709768295288,5.156915174455059,1.3954709768295288,18.0,5.0,1.466180380509824,0.0822175219366999,0.6187661290168762,0,0.0,0.0,0.0,0
eval_flow_high_threat,cpa_reactive_sweep,cpa_reactive_cpa18,cpa_reactive_sweep,1,1.0,0.0,0.0,1.0,0.9909387608467674,0.6127225756645203,33.55691758569067,257.0,51.400000000000006,1.1825212240219116,3.969062849241472,1.1825212240219116,31.0,5.0,0.999999985852594,1.0774628828481667,1.999774694442749,0,0.0,0.0,0.0,0
eval_flow_high_threat,cpa_reactive_sweep,cpa_reactive_d3,cpa_reactive_sweep,1,0.0,0.0,1.0,1.0,1.0,8.232861518859863,4.552100798886592,500.0,100.0,1.2962743043899536,3.8160970215797434,1.2962743043899536,133.0,5.0,0.999999985933304,1.137465651182762,1.9999988079071045,0,0.0,0.0,0.0,0
eval_flow_high_threat,cpa_reactive_sweep,cpa_reactive_d5,cpa_reactive_sweep,1,1.0,0.0,0.0,0.0,0.9786475997903716,0.7320983409881592,32.0633175894324,330.0,66.0,1.666143536567688,4.289323174953461,1.666143536567688,46.0,5.0,0.9999999846472885,0.9331948952186756,1.9999125003814695,0,0.0,0.0,0.0,0
eval_flow_high_threat,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha2,apf,1,1.0,0.0,0.0,1.0,0.984041798250156,0.5467889904975891,41.46858331375361,129.0,25.8,0.8052891492843628,2.594610385192457,0.8052891492843628,31.0,5.0,0.999999982904094,0.3639588718660409,1.9999098777771,0,0.0,0.0,0.0,0
eval_flow_high_threat,cpa_ttc_weighted_apf,cpa_ttc_weighted_apf_alpha3,apf,1,1.0,0.0,0.0,1.0,0.98319785380957,0.5909008979797363,41.49087996493753,117.0,23.4,1.0503627061843872,2.518502466698997,1.0503627061843872,25.0,5.0,0.9999999791129024,0.4036683429254453,1.9999996423721316,0,0.0,0.0,0.0,0
eval_flow_high_threat,current_cpa_reactive,cpa_reactive_current,"reference,cpa_reactive_sweep",1,0.0,0.0,1.0,1.0,1.0,8.84309196472168,6.622854978543595,500.0,100.0,0.9150139689445496,4.575615072727204,0.9150139689445496,162.0,5.0,0.9999999849796296,1.0017674046044225,1.9999980926513672,0,0.0,0.0,0.0,0
eval_flow_high_threat,random,random,reference,1,0.0,0.0,1.0,0.0,0.06564496086519,32.400962829589844,-14.813464363086966,500.0,100.0,3.3915669918060303,7.941610491275787,3.466219186782837,52.0,5.0,0.7838868666365743,1.0681708783269646,2.312908887863159,0,0.0,0.0,0.0,0
eval_flow_high_threat,straight_line,straight_line,reference,1,0.0,1.0,0.0,0.0,0.2492236260911,25.52643394470215,-1.6563843560218814,22.0,4.4,0.5290582776069641,5.241111313754862,0.5290582776069641,3.0,5.0,0.9999999783255836,3.697035329726835e-08,1.192095169244567e-07,0,0.0,0.0,0.0,0
eval_flow_high_threat,vo_like_filter,vo_like_filter_h45_cpa1p5_h16,safety_filter,1,1.0,0.0,0.0,1.0,1.0,0.6992495656013489,42.40631300053337,119.0,23.8,1.2437591552734375,4.959665234349355,1.2437591552734375,23.0,5.0,1.3864940865700983,0.1941561230174187,1.189006805419922,1,0.3361344537815126,0.2762538101993689,1.3847770690917969,0
eval_flow_high_threat,vo_like_filter,vo_like_filter_h45_cpa2_h16,safety_filter,1,1.0,0.0,0.0,1.0,0.9893160583149676,0.4476091563701629,40.52851715405656,289.0,57.8,0.8379886746406555,3.4375703656549685,0.8379886746406555,49.0,5.0,1.030861545083432,0.3561130968333133,1.9953784942626955,1,0.7058823529411765,0.5199774452662386,2.020493030548096,0
eval_flow_id,attention_full_1500k,attention_full_1500k,reference,1,0.0,1.0,0.0,0.0,0.9565094852870146,1.479152798652649,21.90716762908364,102.0,20.4,0.3546175956726074,5.891641700384664,0.3546175956726074,28.0,5.0,1.5355688947088575,0.0908152620898246,0.7885153293609619,0,0.0,0.0,0.0,0
eval_flow_id,cpa_reactive_sweep,cpa_reactive_cpa18,cpa_reactive_sweep,1,1.0,0.0,0.0,0.0,0.9837954140449544,0.5734955072402954,36.48928315519797,208.0,41.6,1.935394048690796,3.877591562385743,1.935394048690796,57.0,5.0,0.9999999859585212,0.9150143266241638,1.998788833618164,0,0.0,0.0,0.0,0
eval_flow_id,cpa_reactive_sweep,cpa_reactive_d3,cpa_reactive_sweep,1,0.0,0.0,1.0,1.0,1.0,5.565498352050781,6.439493040355147,500.0,100.0,1.4168267250061035,4.079450062036514,1.4168267250061035,163.0,5.0,0.999999987244606,1.208889473488855,1.999996542930603,0,0.0,0.0,0.0,0
