terminal_decision,decision_basis_phase,best_selected_success,best_selected_collision,attention_reference_success,attention_reference_collision,noz_reference_success,noz_reference_collision,gpsi_nonattention_positive,nonattention_backbones_too_weak,current_evidence_supports_attention_gpsi_incompatibility,current_evidence_supports_drop_attention_keep_gpsi_ppo,recommended_next,n4o_paused,n4u_blocked
phase_n3pf_decouple_complete_gpsi_nonattention_failed,test,0.5866666666666667,0.41333333333333333,0.6033,0.3967,0.5667,0.4333,0,0,weak_or_inconclusive,no,pivot_to_stable_policy_plus_gpsi_uncertainty_shield,yes,yes
