checkpoint_label,checkpoint_path,exists,size_bytes,sha256,global_total_step,model_num_timesteps,parameter_l2_delta_vs_parent,parameter_max_abs_delta_vs_parent,policy_parameter_l2_delta_vs_parent,optimizer_state_present,eval_row_checkpoint_path,eval_path_matches
parent_500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/parent_500k.zip,1,1051717,9ba7f68424e65413aead99a51bc1f7bc8de1f00dabbbf6bace45f14dc3bd7ab2,500000,500000,0.0,0.0,0.0,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/parent_500k.zip,1
750k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_750k.zip,1,1051775,184f5fb2122f3430aef7abfca68d600bd5cb7c07d9ce90d3b3ade4788348955a,750000,750000,16.011338272159698,0.29858726263046265,16.011338272159698,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_750k.zip,1
1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1,1051048,5685cb07b5d861abac35f8c3fa4103cfaa5ef6c574d2dcb613f80b695e9c5a04,1000000,1000000,21.63942358457875,0.6416605710983276,21.63942358457875,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1
1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1,1051722,b839daa9f610f9200b8f50cfd903b0cbfa9a96357ea2b53c43d7fabf49add1c9,1250000,1250000,26.67774494910821,1.0725253820419312,26.67774494910821,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1
1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1,1051646,1aec7318cb0b745f3e98ea3d8e15996e40ac19cf416220cc7ead9926c567bd3b,1500000,1500000,31.010805767278462,1.3452762365341187,31.010805767278462,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1
final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1,1051781,a7537e97403d135500408a3dc98b736ab2da997649ce4b87d8fc3dd7b524310a,1500000,1503520,31.083986957629456,1.355124831199646,31.083986957629456,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1
best_by_eval,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/best_by_eval.zip,1,1051781,a7537e97403d135500408a3dc98b736ab2da997649ce4b87d8fc3dd7b524310a,1500000,1503520,31.083986957629456,1.355124831199646,31.083986957629456,1,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/best_by_eval.zip,1
