stage,method_key,method,command,config,gpsi_checkpoint,gpsi_checkpoint_sha256,out_dir,resume,parent_sha256,parent_total_steps,additional_steps,target_total_steps,checkpoint_total_steps,seed,n_envs,device,reset_num_timesteps,episodes,scenarios,eval_seed,checkpoint_dir,noz_reference_dir,z2_reference_dir,attention_checkpoint
train,block_projected_full,n3pf_block_projected_no_z_full_1p5m,python scripts/train_env_v2_gpsi_ppo_n3pf.py --config configs/env_v2_gpsi_heada_ppo_n3pf_block_projected.yaml --resume checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/checkpoint_500k.zip --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0 --parent-total-steps 500000 --additional-steps 1000000 --target-total-steps 1500000 --checkpoint-total-steps 750000 1000000 1250000 1500000 --seed 0 --n-envs 4 --device cpu --reset-num-timesteps false --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_block_projected.yaml,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0,checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/checkpoint_500k.zip,9ba7f68424e65413aead99a51bc1f7bc8de1f00dabbbf6bace45f14dc3bd7ab2,500000,1000000,1500000,"[750000, 1000000, 1250000, 1500000]",0,4,cpu,False,,,,,,,
eval,,,python scripts/eval_env_v2_gpsi_ppo_n3pf.py --result-dir results/env_v2_phase_n3pf_block_projected_full --checkpoint-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0 --noz-reference-dir checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0 --z2-reference-dir checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0 --attention-checkpoint checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip --eval-seed 1000 --num-episodes 50 --device cpu --heartbeat-seconds 300 --scenarios eval_flow_id eval_flow_high_density eval_flow_high_speed eval_flow_high_threat eval_flow_mixed_ood eval_flow_sudden_threat --write-traces,,,,,,,,,,,,,,,50,"[""eval_flow_id"", ""eval_flow_high_density"", ""eval_flow_high_speed"", ""eval_flow_high_threat"", ""eval_flow_mixed_ood"", ""eval_flow_sudden_threat""]",1000,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0,checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip
