method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,threat_class,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,high,286,0.6083916083916084,0.3916083916083916,0.5734265734265734,0.959865486519135,4.861095008271964,0.8104875057518899,110.72027972027972,33.9513238083717,0.2888780714936989,0.32267994170913916,1.4617966235924256,0.13868902609241157,0.0,3.0076671604006306,0
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,medium,14,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.9031878451497378,4.9078520021334935,0.8639081732503006,104.35714285714286,32.54871973533109,0.3435958676783129,0.3728922628374861,1.4629956734890024,0.14117259699810306,0.0,2.8449749233109443,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,high,285,0.6210526315789474,0.37894736842105264,0.5368421052631579,0.9570781077824893,4.73864462844881,0.8603292715131191,116.0701754385965,34.16226328269235,0.22638916796708072,0.26985206251973953,1.4894017332958973,0.12209899666717704,0.0,2.8508975632912854,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,medium,15,0.8,0.2,0.5333333333333333,0.9266829256711648,4.700588063435997,1.077112372716268,110.8,36.760703135306386,0.2494183061694886,0.29540644539517374,1.505994538072547,0.13301808989883063,0.0,2.6997722884539925,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,high,281,0.42704626334519574,0.5729537366548043,0.4092526690391459,0.9215092628813135,4.234099874626682,0.6809173232454846,105.0,29.097338469324445,0.309436438345087,0.3596354814051146,1.495601584318137,0.11621342600042191,0.0,2.322403566835167,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,medium,19,0.7368421052631579,0.2631578947368421,0.5789473684210527,0.9362280536588973,4.079043642244133,0.9905407522854052,110.42105263157895,35.803279159242074,0.3489409438216487,0.41736324426385474,1.4761305104724476,0.11901296179087775,0.0,1.9870449700521828,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,high,288,0.6180555555555556,0.3819444444444444,0.5972222222222222,0.9561596405254947,4.662221673368039,0.793757622802837,115.30902777777777,33.93849191496721,0.31017180047717274,0.3537652974718839,1.5417233235640306,0.15305038573342156,0.0,2.6743492156881086,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,medium,12,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.9066903262579911,4.397797059964993,0.8471684729059538,112.33333333333333,33.280733765754846,0.3837095228721485,0.42273707662567556,1.5475515111488978,0.1690558167526872,0.0,2.3309619331596045,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_750k.zip,750000,750k,high,292,0.4863013698630137,0.5136986301369864,0.4246575342465753,0.9367079450089038,4.839813607693077,0.7628788592370406,108.05479452054794,30.80446246811531,0.23737767428063813,0.27346287970987493,1.488297527388704,0.10134348264320905,0.0,2.9425424626342105,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_750k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_750k.zip,750000,750k,medium,8,0.75,0.25,0.625,0.8752036451892342,4.914927415642573,1.0508916452527046,101.625,34.07990941536096,0.3068298772677115,0.35599072590831315,1.5057695195346121,0.10762824765159024,0.0,2.5963362671858086,0
