method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,threat_motion_mode,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,accel_decel,58,0.5,0.5,0.4482758620689655,0.9524958547564026,4.945561503768677,0.7411091908298689,107.24137931034483,31.453454519318413,0.27975145221067305,0.3153971497971203,1.4633318981685763,0.13091056508106103,0.0,3.0755192211749054,0
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,ar1_velocity,85,0.6705882352941176,0.32941176470588235,0.6470588235294118,0.9631134523418806,4.837963868267925,0.8386951421113575,112.4235294117647,35.29721294939041,0.29512683322659505,0.32809677214333943,1.454572769351963,0.14633787923348515,0.0,3.0287856157925575,0
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,crossing_or_sudden_threat,49,0.6938775510204082,0.30612244897959184,0.673469387755102,0.9679373989421733,4.787469984615381,0.8624986665589469,111.44897959183673,35.95847276676602,0.2948400913695428,0.326871570915852,1.4584785757954997,0.1386981628839082,0.0,2.917433533125559,0
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,linear,36,0.5277777777777778,0.4722222222222222,0.4444444444444444,0.9379612676840777,4.941808052842185,0.7910714170171155,108.19444444444444,31.654514454979108,0.31006394660861797,0.340087754511754,1.480019458930168,0.1343197713401159,0.0,2.971976797448223,0
attention_full,attention_full_1500k,attention_full_1500k,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,sinusoidal_lateral,72,0.6111111111111112,0.3888888888888889,0.5972222222222222,0.9564058023172838,4.839201183691966,0.8177738229019774,111.04166666666667,33.884299121104206,0.2848422081555111,0.32035872987252617,1.4624678826683322,0.13858643835138476,0.0,2.9756966222101844,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,accel_decel,53,0.5660377358490566,0.4339622641509434,0.41509433962264153,0.9726698060329158,4.749017503147095,0.9351682111902057,116.75471698113208,33.63759208423503,0.21016894531231123,0.25036756935925414,1.487029774242876,0.12332700703011669,0.0,2.9218691228961626,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,ar1_velocity,61,0.7377049180327869,0.26229508196721313,0.6721311475409836,0.9469390022505944,4.72717875206623,0.9129728132584056,116.37704918032787,36.13149447528771,0.22474418990605435,0.2686197521797883,1.4888904333128734,0.121358517565232,0.0,2.8646410866666994,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,crossing_or_sudden_threat,50,0.72,0.28,0.6,0.9612527423932717,4.806513126609609,0.9754724043607712,119.28,36.29190166176845,0.21615963062335855,0.2592831249001446,1.494127370252315,0.1246240619633565,0.0,2.878620580952344,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,linear,57,0.543859649122807,0.45614035087719296,0.47368421052631576,0.9487669492224061,4.747719170560717,0.7802331557399348,113.42105263157895,32.27664889537672,0.24596640319762403,0.2868141939538996,1.4922227185864567,0.12221450366240842,0.0,2.8361618852216495,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1000k.zip,1000000,1000k,sinusoidal_lateral,79,0.5949367088607594,0.4050632911392405,0.5189873417721519,0.9520300319076632,4.683810879293338,0.7955488743661325,114.25316455696202,33.499721126772315,0.2352629273912156,0.2831782675907129,1.4895120774862973,0.1222386664256642,0.0,2.7570628298659465,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,accel_decel,59,0.3728813559322034,0.6271186440677966,0.3728813559322034,0.9231200243108486,4.173619911275906,0.6470676063228462,104.69491525423729,28.05481261681023,0.31166254037947205,0.35971516232025186,1.4895447521566918,0.11587818498169952,0.0,2.287116736849406,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,ar1_velocity,74,0.47297297297297297,0.527027027027027,0.3918918918918919,0.9295141653381631,4.231241974842575,0.760195838438498,104.71621621621621,30.30221374887066,0.3127339102728521,0.36272544064397516,1.5037669538164584,0.11926871773817756,0.0,2.2966605748014635,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,crossing_or_sudden_threat,45,0.5777777777777777,0.4222222222222222,0.5777777777777777,0.9412601988125735,4.320184160102842,0.7225994510783089,106.91111111111111,32.80088531466721,0.30527071579017445,0.35623438438753624,1.4992361832100916,0.11875286741478358,0.0,2.3402034782915346,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,linear,43,0.4418604651162791,0.5581395348837209,0.4418604651162791,0.9080121436702964,4.388938189062253,0.6759025620859723,105.30232558139535,28.91138375319173,0.3021682761390174,0.3422329090105325,1.4838188697509327,0.11438533990522887,0.0,2.4783302363684556,0
block_projected_full,n3pf_block_projected_no_z_full_1p5m,block_projected_full_1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1250k.zip,1250000,1250k,sinusoidal_lateral,79,0.4050632911392405,0.5949367088607594,0.379746835443038,0.9124439885495629,4.1113390346177505,0.685389567590967,105.54430379746836,28.35173812088946,0.32051518709449706,0.3819750929925239,1.4921365859362792,0.11382370005075589,0.0,2.1972041774087008,0
