p3_checkpoint_label,p3_success,p3_collision,p3_parent_success,p3_parent_collision,noz_success,noz_collision,attention_success,attention_collision,z2_success,z2_collision,p3_minus_noz_success,p3_minus_noz_collision,p3_minus_attention_success,p3_minus_attention_collision,p3_minus_z2_success,p3_minus_z2_collision,p3_beats_noz_gate,p3_beats_attention_gate,strong_m1_candidate,do_not_claim_beats_attention,diagnostics_ok,selected_n4_candidate,can_enter_n4,decision
final,0.5966666666666667,0.4033333333333333,0.5333333333333333,0.4666666666666666,0.5633333333333334,0.4366666666666667,0.61,0.38999999999999996,0.5066666666666667,0.49333333333333335,0.033333333333333326,-0.03333333333333338,-0.013333333333333308,0.013333333333333364,0.08999999999999997,-0.09000000000000002,1,0,1,1,1,P3_block_projected,yes,P3 meets or beats no_z on both success and collision.
