method,seed,checkpoint_step,scenario,episode_id,episode_seed,success,collision,near_miss,mean_min_distance,episode_min_distance,min_distance_after_threat,reaction_time_eval_style,reaction_time_nan_style,conditional_reaction_time,nan_reaction,no_response,threat_window_enter_time,mean_time,episode_length,progress,planned_cpa,planned_ttc,threat_class,threat_motion_mode,threat_valid_rate,replacement_count,distance_warning_cost_nonzero_rate,distance_warning_cost_mean,episode_reward,nan_or_crash
attention_full,0,250000,eval_flow_id,16,1016,0,1,1,4.302774239988888,0.6357946395874023,0.6357946395874023,0.2,0.2,0.2,0,0,0.2,17.0,85,0.8131670284137303,0.4446771999477042,6.802960081952924,high,linear,1.0,38,0.1294117647058823,0.0770681030836086,16.968472205264558,0
attention_full,0,250000,eval_flow_id,17,1017,0,1,1,4.72471238065649,0.5768482685089111,0.5768482685089111,99.8,,,1,1,0.2,5.4,27,0.2410168287679506,0.5276435514586924,8.369875128175163,high,crossing_or_sudden_threat,1.0,3,0.2222222222222222,0.1745254297341718,-2.0152758644954867,0
attention_full,0,250000,eval_flow_id,18,1018,0,1,1,2.434389178870154,0.5978859663009644,0.5978859663009644,94.2,,,1,1,5.800000000000001,12.2,61,0.537617285158178,0.5352117658200752,5.758817644610316,high,linear,1.0,24,0.5409836065573771,0.3831187676294658,7.905323273795364,0
attention_full,0,250000,eval_flow_id,19,1019,0,1,1,3.141838028367642,0.5533167123794556,0.5533167123794556,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,3.4000000000000004,22.6,113,0.9533278289600716,0.3849873458047976,6.512045102060728,high,sinusoidal_lateral,1.0,42,0.3185840707964602,0.2195262903457937,21.7760576885683,0
attention_full,0,250000,eval_flow_id,20,1020,1,0,1,2.7445927380441546,0.8891055583953857,0.8891055583953857,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0,0.2,22.200000000000003,111,0.9820820012221176,0.3840791952038003,4.064175038791873,high,accel_decel,1.0,43,0.3873873873873873,0.1750391509431427,42.81879026085618,0
attention_full,0,250000,eval_flow_id,21,1021,0,1,1,5.63978122980208,0.3972032964229584,2.245971918106079,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,2.6,14.8,74,0.7047727726425485,0.5505091808916652,6.389111774855731,high,linear,1.0,32,0.054054054054054,0.0625244516209257,13.257242941131222,0
attention_full,0,250000,eval_flow_id,22,1022,0,1,1,4.039792360718717,0.5307913422584534,0.5307913422584534,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,1.8,19.4,97,0.8510429686009905,0.490438754565465,4.225058102020984,high,sinusoidal_lateral,1.0,34,0.1134020618556701,0.064180467485396,18.416727393474098,0
attention_full,0,250000,eval_flow_id,23,1023,0,1,1,4.508737874442134,0.4223027229309082,0.4223027229309082,0.2,0.2,0.2,0,0,0.2,5.800000000000001,29,0.2192687990095433,0.4545408657292824,3.6217332697709006,high,linear,1.0,6,0.1724137931034483,0.1684796488698507,-2.9286512914211222,0
attention_full,0,250000,eval_flow_id,24,1024,0,1,1,3.837660089715735,0.5826132297515869,0.7696008086204529,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,3.6,15.4,77,0.6870569960917319,0.5426971025427847,5.456890535730866,high,sinusoidal_lateral,1.0,20,0.2207792207792207,0.1223888062494135,12.579950869348394,0
attention_full,0,250000,eval_flow_id,25,1025,0,1,1,4.367864264175296,0.6185061931610107,0.8331952691078186,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.6000000000000001,6.4,32,0.2702092767236335,0.6880704334661387,6.8845184059585645,high,sinusoidal_lateral,1.0,14,0.375,0.2116581945322263,-1.1023481766492471,0
attention_full,0,250000,eval_flow_id,26,1026,0,1,1,3.752496739812926,0.5519224405288696,1.7943130731582642,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,4.4,20.4,102,0.965081967985494,0.5781095045308314,6.867006374826852,high,ar1_velocity,1.0,35,0.1274509803921568,0.0709352481520439,22.169104150269497,0
attention_full,0,250000,eval_flow_id,27,1027,0,1,1,4.473490270120757,0.5836485624313354,0.7911753058433533,2.2,2.2,2.2,0,0,4.4,16.8,84,0.7247326113061642,0.3695762330283063,6.329352977767581,high,linear,1.0,22,0.2023809523809523,0.1095596088259427,13.807671347605432,0
attention_full,0,250000,eval_flow_id,28,1028,0,1,1,3.688676750995744,0.5827337503433228,0.5827337503433228,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,1.2000000000000002,14.2,71,0.7117598057749202,0.7224231634145661,7.466085858385223,high,sinusoidal_lateral,1.0,18,0.2394366197183098,0.1024434027221716,13.785155918278331,0
attention_full,0,250000,eval_flow_id,29,1029,0,1,1,3.4414961132002464,0.5880439281463623,0.5880439281463623,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,4.6000000000000005,16.2,81,0.742995284111346,0.5288600239709358,8.142343061354971,high,linear,1.0,30,0.4074074074074074,0.2748347777747437,14.770093914337776,0
attention_full,0,250000,eval_flow_id,30,1030,0,1,1,3.6050322930747214,0.6087421774864197,0.6087421774864197,0.2,0.2,0.2,0,0,0.2,21.8,109,0.9638697142434072,0.3749360664994292,7.592447652316435,high,ar1_velocity,1.0,28,0.2110091743119266,0.1050381544839187,22.15284134121612,0
attention_full,0,250000,eval_flow_id,31,1031,0,1,1,4.96378690572012,0.5853123664855957,0.5853123664855957,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,3.6,4.2,21,0.1946113937348919,0.3548903258301183,7.511781826491681,high,accel_decel,1.0,14,0.238095238095238,0.2192244005506785,-3.5959966252371665,0
attention_full,0,250000,eval_flow_id,32,1032,0,1,1,4.185592592866333,0.4941391050815582,1.8351798057556152,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,2.2,5.4,27,0.25241459953328,0.3806707295650247,8.794840899548682,high,ar1_velocity,1.0,5,0.2962962962962963,0.1733029357228329,-1.6038677162447126,0
attention_full,0,250000,eval_flow_id,33,1033,1,0,1,3.373995776359852,1.470073938369751,1.5475538969039917,0.4,0.4,0.4,0,0,0.4,20.8,104,0.9854354574132492,1.614980491667151,4.62081968397383,medium,ar1_velocity,1.0,29,0.2307692307692307,0.0151048755105187,42.96493810774077,0
attention_full,0,250000,eval_flow_id,34,1034,0,1,1,2.979291958193625,0.6448490619659424,0.9957541227340698,0.4,0.4,0.4,0,0,0.4,12.4,62,0.5993956467769529,0.6494852689679512,6.89464942262304,high,linear,1.0,26,0.5,0.184319411839774,9.808095092118526,0
attention_full,0,250000,eval_flow_id,35,1035,1,0,1,3.927775255351696,0.924894154071808,0.9386346340179444,0.2,0.2,0.2,0,0,0.2,21.200000000000003,106,0.980173850963638,0.690669712414157,7.1038258619820525,high,linear,1.0,29,0.1981132075471698,0.0820227389148946,42.7399689257181,0
attention_full,0,250000,eval_flow_id,36,1036,0,1,1,5.587875734357273,0.5190336108207703,0.5190336108207703,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.8,6.800000000000001,34,0.2657997187446145,0.4872298023526703,4.488135783619072,high,accel_decel,1.0,2,0.2058823529411764,0.1744129689754945,-1.4170676323183589,0
attention_full,0,250000,eval_flow_id,37,1037,0,1,1,4.118165829307155,0.5861836075782776,0.7187477350234985,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,4.6000000000000005,19.0,95,0.8426911348265695,0.353633953468163,6.161336589262288,high,linear,1.0,27,0.1578947368421052,0.1303388679481321,18.14348308745183,0
attention_full,0,250000,eval_flow_id,38,1038,0,1,1,3.540465790259687,0.0992091298103332,0.6665183901786804,0.2,0.2,0.2,0,0,0.4,15.8,79,0.6597999342538542,0.462269058907768,4.829860318466501,high,linear,1.0,33,0.2911392405063291,0.1495533137979091,11.557612702699334,0
attention_full,0,250000,eval_flow_id,39,1039,0,1,1,4.585690346856912,0.6291159987449646,0.6291159987449646,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0,0.2,4.800000000000001,24,0.2098217496334823,0.4123135338936055,3.627989205264466,high,sinusoidal_lateral,1.0,10,0.2916666666666667,0.2474525639826482,-3.069558492184152,0
attention_full,0,250000,eval_flow_id,40,1040,1,0,1,3.0874766227271824,0.7572512030601501,0.7572512030601501,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.8,21.6,108,0.9795941858199174,1.6182639214167278,5.346063712915863,medium,crossing_or_sudden_threat,1.0,34,0.3703703703703703,0.2110258243411044,42.737456823168905,0
attention_full,0,250000,eval_flow_id,41,1041,0,1,1,4.013463194171588,0.5931961536407471,0.5931961536407471,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,3.4000000000000004,4.800000000000001,24,0.1868882055840114,0.3602541083905612,7.368754180132085,high,linear,1.0,7,0.2916666666666667,0.2674493865778735,-3.865471749327408,0
attention_full,0,250000,eval_flow_id,42,1042,0,1,1,4.282103359210686,0.4751278460025787,0.4751278460025787,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.6000000000000001,12.2,61,0.5478226991294163,0.4735404417229588,7.047055415297837,high,ar1_velocity,1.0,17,0.0983606557377049,0.1001216092560883,7.625041627413079,0
attention_full,0,250000,eval_flow_id,43,1043,1,0,1,4.377349977309887,1.2324023246765137,1.3232853412628174,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,2.6,20.8,104,0.979475053225291,0.661379437436652,5.855904000608625,high,crossing_or_sudden_threat,1.0,28,0.0576923076923076,0.0101027964369177,42.71783492880479,0
attention_full,0,250000,eval_flow_id,44,1044,1,0,1,4.204049737603815,0.6568629741668701,0.6568629741668701,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.8,22.200000000000003,111,0.9826096601808468,0.5253046207183414,6.14116475971809,high,accel_decel,1.0,18,0.2072072072072072,0.1652012037998642,42.749342639669926,0
attention_full,0,250000,eval_flow_id,45,1045,0,1,1,2.8698974418640137,0.4755403399467468,0.9738401770591736,0.8,0.8,0.8,0,0,0.2,20.0,100,0.9029077237702806,0.4992487616327217,6.154420357339921,high,ar1_velocity,1.0,32,0.35,0.1817387269304054,20.168901106412022,0
attention_full,0,250000,eval_flow_id,46,1046,0,1,1,4.216355821283737,0.5920231938362122,0.5920231938362122,0.2,0.2,0.2,0,0,0.4,20.200000000000003,101,0.9439139368218116,0.6808038728794612,5.572836113646321,high,sinusoidal_lateral,1.0,42,0.0594059405940594,0.0300554054330871,21.5220436286927,0
attention_full,0,250000,eval_flow_id,47,1047,0,1,1,3.8778021931648254,0.6452418565750122,0.6452418565750122,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,3.0,13.4,67,0.5995687814654564,0.4584404554313896,6.112638560641587,high,accel_decel,1.0,19,0.417910447761194,0.23398486882046,9.977951188454108,0
attention_full,0,250000,eval_flow_id,48,1048,1,0,1,2.952965312791102,1.218698263168335,1.218698263168335,2.0,2.0,2.0,0,0,0.2,20.6,103,0.9833351690047736,0.5855613299183355,3.6659544923824208,high,crossing_or_sudden_threat,1.0,22,0.3203883495145631,0.0851779884694654,42.89462439121256,0
attention_full,0,250000,eval_flow_id,49,1049,0,1,1,3.261075897544038,0.6087126731872559,0.6087126731872559,0.4000000000000001,0.4000000000000001,0.4000000000000001,0,0,0.2,20.4,102,0.8904100084304782,0.5149001049615844,7.564285427614787,high,accel_decel,1.0,31,0.2745098039215686,0.1920362488988115,19.734884466034792,0
attention_full,0,250000,eval_flow_high_density,0,1000,0,1,1,4.650676174410458,0.6457780003547668,0.6457780003547668,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,1.0,5.800000000000001,29,0.2465328379320376,0.4687952004202452,4.984813556373226,high,accel_decel,1.0,4,0.3793103448275862,0.1519834607500012,-1.8493833174151968,0
attention_full,0,250000,eval_flow_high_density,1,1001,0,1,1,2.907953706525621,0.5397024154663086,0.841568112373352,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0,0.2,8.4,42,0.3564070773131114,0.3966830973060329,4.103403565406171,high,sinusoidal_lateral,1.0,21,0.4285714285714285,0.1793807519249791,1.7619955025380474,0
attention_full,0,250000,eval_flow_high_density,2,1002,0,1,1,3.192954430554776,0.5891780257225037,0.5891780257225037,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,3.2,18.8,94,0.8046796549321443,0.4155712154578947,4.5233197132941685,high,ar1_velocity,1.0,48,0.1914893617021276,0.132012229704021,16.727322513849423,0
attention_full,0,250000,eval_flow_high_density,3,1003,0,1,1,3.739113052686056,0.5054010152816772,1.5154391527175903,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,1.0,13.2,66,0.555815528420841,0.5180516930032204,6.286533144404127,high,crossing_or_sudden_threat,1.0,29,0.1969696969696969,0.0318454719669202,7.903662078208566,0
attention_full,0,250000,eval_flow_high_density,4,1004,0,1,1,3.744007589916388,0.6190956830978394,0.6190956830978394,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,3.4000000000000004,4.800000000000001,24,0.1729208794120322,0.4537573625470907,7.381774215602464,high,linear,1.0,18,0.3333333333333333,0.2864644663936337,-4.33036764258024,0
attention_full,0,250000,eval_flow_high_density,5,1005,0,1,1,3.43604943444652,0.3629563450813293,0.7086156606674194,0.2,0.2,0.2,0,0,0.4,6.2,31,0.2113356856953547,0.4326307399705793,3.925186978643816,high,ar1_velocity,1.0,22,0.4193548387096774,0.2792978713289977,-3.082559429913017,0
attention_full,0,250000,eval_flow_high_density,6,1006,0,1,1,4.345101382869941,0.4737137854099273,0.4737137854099273,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,1.0,5.2,26,0.1909381035069623,0.4034038376109148,4.901307963945873,high,sinusoidal_lateral,1.0,6,0.2307692307692307,0.280870115519122,-3.747545251386765,0
attention_full,0,250000,eval_flow_high_density,7,1007,0,1,1,3.427215038646352,0.6048564910888672,0.6048564910888672,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.6000000000000001,11.0,55,0.4520259870432777,0.4514045747173491,7.878462079703813,high,accel_decel,1.0,26,0.2909090909090909,0.1325150534395582,4.565047512975287,0
attention_full,0,250000,eval_flow_high_density,8,1008,0,1,1,2.5035266461579697,0.5691118240356445,0.5691118240356445,0.2,0.2,0.2,0,0,0.2,18.4,92,0.7215621339027366,0.7297222706118709,2.887106219031464,high,sinusoidal_lateral,1.0,35,0.3695652173913043,0.1918973951416622,14.015364052658184,0
attention_full,0,250000,eval_flow_high_density,9,1009,0,1,1,3.755255073584892,0.4347744882106781,0.4347744882106781,0.2,0.2,0.2,0,0,0.2,21.6,108,0.9607956240564736,0.5020933328137702,7.995138670924647,high,accel_decel,1.0,44,0.1388888888888889,0.1396023436946799,22.025431538353384,0
attention_full,0,250000,eval_flow_high_density,10,1010,0,1,1,3.3129244089126586,0.589501142501831,0.589501142501831,0.2,0.2,0.2,0,0,0.2,19.0,95,0.8082543873167731,0.5416486342122591,3.2456330814077665,high,linear,1.0,44,0.2736842105263158,0.1114132705536715,16.916345535870946,0
attention_full,0,250000,eval_flow_high_density,11,1011,0,1,1,3.213284866809845,0.6108134388923645,0.6108134388923645,0.2,0.2,0.2,0,0,0.4,10.0,50,0.3752584368482988,0.6449001630864049,5.99791797208967,high,linear,1.0,30,0.32,0.1474567371020346,2.204477322165623,0
attention_full,0,250000,eval_flow_high_density,12,1012,0,1,1,4.688574533462525,0.5933926701545715,0.5933926701545715,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,1.6,5.0,25,0.1826012673841263,0.6353208311807359,5.549202226255639,high,linear,1.0,4,0.28,0.1510408601524582,-4.036339126247331,0
attention_full,0,250000,eval_flow_high_density,13,1013,0,1,1,3.874323544294938,0.3795297145843506,0.3795297145843506,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,2.8000000000000003,4.6000000000000005,23,0.1973558836873563,0.3601857833357292,4.674979750060111,high,sinusoidal_lateral,1.0,15,0.217391304347826,0.2360983395612564,-3.493479850135045,0
attention_full,0,250000,eval_flow_high_density,14,1014,0,1,1,3.850584743022919,0.5451340079307556,0.9462104439735411,0.4000000000000001,0.4000000000000001,0.4000000000000001,0,0,0.2,5.0,25,0.1761887210557805,0.4226157082458885,6.037565499027407,high,ar1_velocity,1.0,14,0.4,0.3009353297026728,-4.214045719230207,0
attention_full,0,250000,eval_flow_high_density,15,1015,0,1,1,3.523928453715948,0.5292525291442871,0.5292525291442871,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,2.0,20.8,104,0.9615646629427532,0.5109227475360096,4.244659544120134,high,linear,1.0,43,0.2115384615384615,0.1039155453959303,22.04785393654512,0
attention_full,0,250000,eval_flow_high_density,16,1016,0,1,1,3.25677728592133,0.4797788858413696,0.6920155882835388,3.0,3.0,3.0,0,0,0.2,19.6,98,0.7980963345931091,0.3623627833296372,4.914772444229177,high,linear,1.0,34,0.173469387755102,0.058360230024318,16.61698487818779,0
attention_full,0,250000,eval_flow_high_density,17,1017,0,1,1,4.749796757102013,0.6302291750907898,0.6302291750907898,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0,0.2,4.0,20,0.1718133698146739,0.3956607544395983,4.188127612143457,high,linear,1.0,6,0.2,0.1520256835701404,-4.338593055108941,0
attention_full,0,250000,eval_flow_high_density,18,1018,0,1,1,3.60897964664868,0.5869904160499573,0.5869904160499573,,,,1,0,,2.8000000000000003,14,0.1239607571443442,0.5040402180235062,7.671472798882616,high,sinusoidal_lateral,1.0,6,0.2857142857142857,0.343807857034519,-5.897441484539887,0
attention_full,0,250000,eval_flow_high_density,19,1019,0,1,1,2.6013581280907,0.620907187461853,0.620907187461853,0.2,0.2,0.2,0,0,0.4,19.200000000000003,96,0.7313427158999533,0.3849873458047976,6.316141116585279,high,sinusoidal_lateral,1.0,44,0.4791666666666667,0.2755720009815088,14.30519610554889,0
attention_full,0,250000,eval_flow_high_density,20,1020,0,1,1,3.5013448297977448,0.5150646567344666,0.5150646567344666,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0,0.2,3.6,18,0.1619457007839678,0.4145787744541719,2.964815460801542,high,crossing_or_sudden_threat,1.0,15,0.2777777777777778,0.2616453233402698,-4.649784364390363,0
attention_full,0,250000,eval_flow_high_density,21,1021,0,1,1,4.128181703187324,0.5421420335769653,0.5421420335769653,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,2.8000000000000003,14.8,74,0.6315136228750357,0.5548243742897647,4.185757523900527,high,sinusoidal_lateral,1.0,33,0.1081081081081081,0.0709502995870612,10.83448840094534,0
attention_full,0,250000,eval_flow_high_density,22,1022,1,0,1,3.1143263297352366,0.955033540725708,1.009210228919983,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,2.8000000000000003,24.6,123,0.987965695129148,0.4098943502942384,6.280271561400431,high,sinusoidal_lateral,1.0,47,0.2682926829268293,0.084550176118431,42.91999589518673,0
attention_full,0,250000,eval_flow_high_density,23,1023,0,1,1,3.4235938008874656,0.4129426777362823,1.7129453420639038,0.2,0.2,0.2,0,0,0.2,16.0,80,0.720386994176311,0.4621882575931431,6.749913167756594,high,accel_decel,1.0,27,0.1875,0.0766375934275667,13.436216981053152,0
attention_full,0,250000,eval_flow_high_density,24,1024,0,1,1,2.7899094183857622,0.5090014338493347,0.7998836040496826,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,2.4000000000000004,20.8,104,0.9040983243307223,0.4330611227135433,7.384679807133862,high,accel_decel,1.0,43,0.2019230769230769,0.1148999768863667,20.13609723441877,0
attention_full,0,250000,eval_flow_high_density,25,1025,0,1,1,4.147458406431334,0.5009761452674866,0.5009761452674866,0.2000000000000001,0.2000000000000001,0.2000000000000001,0,0,3.0,5.6000000000000005,28,0.2425656133001655,0.8793677486883668,6.973888222137504,high,crossing_or_sudden_threat,1.0,9,0.25,0.2421972923965448,-2.0055926255846863,0
attention_full,0,250000,eval_flow_high_density,26,1026,0,1,1,3.548556019233752,0.6179041266441345,0.6179041266441345,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,3.4000000000000004,15.8,79,0.705091821778273,0.489356702505536,5.073556137937766,high,sinusoidal_lateral,1.0,29,0.240506329113924,0.0577585829823317,13.084288914439206,0
attention_full,0,250000,eval_flow_high_density,27,1027,0,1,1,3.932882288227911,0.6419711112976074,0.6419711112976074,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.8,4.6000000000000005,23,0.1663582534468624,0.6705143446815134,4.600007006703961,high,sinusoidal_lateral,1.0,13,0.3043478260869565,0.2367349850250525,-4.591318226109889,0
attention_full,0,250000,eval_flow_high_density,28,1028,0,1,1,4.09003377773545,0.5733354091644287,0.5733354091644287,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,0.6000000000000001,4.4,22,0.175801787090629,0.5136437197373878,4.430615898651716,high,sinusoidal_lateral,1.0,6,0.2727272727272727,0.2192038088532611,-4.215582909949736,0
attention_full,0,250000,eval_flow_high_density,29,1029,0,1,1,3.931331851265647,0.6245148777961731,0.6245148777961731,0.1999999999999997,0.1999999999999997,0.1999999999999997,0,0,3.8,6.6000000000000005,33,0.2746287332623077,0.4495102326476771,7.679590206839348,high,accel_decel,1.0,15,0.4242424242424242,0.2885624999893003,-0.9784975181071792,0
attention_full,0,250000,eval_flow_high_density,30,1030,0,1,1,3.200236040133017,0.5342601537704468,0.5342601537704468,0.4000000000000001,0.4000000000000001,0.4000000000000001,0,0,0.2,5.4,27,0.1784287201445301,0.4476675770170506,4.04054346251234,high,crossing_or_sudden_threat,1.0,5,0.2962962962962963,0.2265467806478381,-4.182388453453314,0
attention_full,0,250000,eval_flow_high_density,31,1031,0,1,1,3.200111421254965,0.603239893913269,0.603239893913269,0.4,0.4,0.4,0,0,0.4,5.2,26,0.2108694679031407,0.6510277279402983,3.341041607348798,high,crossing_or_sudden_threat,1.0,9,0.4615384615384615,0.5396470314173243,-3.051919807226274,0
attention_full,0,250000,eval_flow_high_density,32,1032,0,1,1,4.171686721344789,0.5854458808898926,0.5854458808898926,0.1999999999999999,0.1999999999999999,0.1999999999999999,0,0,1.2000000000000002,4.800000000000001,24,0.2157298230196476,0.428723765146224,5.136360260000248,high,sinusoidal_lateral,1.0,4,0.2083333333333333,0.2292751013580468,-2.876606761330768,0
