training_seed,method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,eval_seed,threat_motion_mode,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash,source_phase
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1000,accel_decel,72,0.4722222222222222,0.5277777777777778,0.4583333333333333,0.9379249870105952,4.605904911338339,0.7278596633631322,101.875,30.472626985535978,0.30214697019851877,0.34616740495762177,1.5359137989567604,0.11604273213753775,0.0,2.6319355137279112,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1000,ar1_velocity,73,0.6438356164383562,0.3561643835616438,0.6164383561643836,0.9468433723670118,4.607277164678585,0.7772196178158669,105.38356164383562,34.2471157080379,0.30852238704076146,0.3615806793932455,1.535181045910326,0.12266130452036957,0.0,2.584078848022908,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1000,crossing_or_sudden_threat,52,0.5961538461538461,0.40384615384615385,0.5576923076923077,0.9550238804315524,4.567764573087454,0.8139288964179846,103.61538461538461,33.58598258750077,0.2823213479325511,0.3330267215655388,1.5344357326939482,0.11283328855990393,0.0,2.663743568255612,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1000,linear,33,0.3939393939393939,0.6060606060606061,0.30303030303030304,0.9388687836222991,4.6126496267987145,0.7505834644491022,99.54545454545455,28.953815540621044,0.2985462989513618,0.3374548565304364,1.5426808625007584,0.10266826755543924,0.0,2.6823670395545176,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1000,sinusoidal_lateral,70,0.6142857142857143,0.38571428571428573,0.6,0.9541546245924232,4.661975178446763,0.7860775731503964,102.87142857142857,33.921185821679316,0.30961147983550485,0.3556024622525977,1.5383073036692123,0.11027972051096238,0.0,2.6202303262784543,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1001,accel_decel,73,0.4794520547945205,0.5205479452054794,0.4657534246575342,0.9385149759635456,4.61323860238101,0.7311592999182336,101.91780821917808,30.639768599665025,0.30153047549912615,0.34507835374815665,1.5360377716562035,0.11608279970352581,0.0,2.6399816268191136,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1001,ar1_velocity,71,0.6338028169014085,0.36619718309859156,0.6056338028169014,0.9449305796567169,4.5837728550550345,0.7730990184444777,105.83098591549296,33.98516560470012,0.30903832028330236,0.3638688176343146,1.5340473126075957,0.12535241293968355,0.0,2.570368619673297,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1001,crossing_or_sudden_threat,53,0.5849056603773585,0.41509433962264153,0.5471698113207547,0.9544430629401874,4.572892023679082,0.8100391356450207,103.43396226415095,33.34307204113421,0.2810089820743295,0.3309583731457956,1.5350150737352375,0.11215704744014912,0.0,2.6661022175407716,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1001,linear,34,0.4117647058823529,0.5882352941176471,0.3235294117647059,0.9401125619148735,4.596070802345601,0.7551431322799009,100.17647058823529,29.35537262476372,0.2990022780050529,0.33773875598590974,1.5426654776066064,0.10321489030797867,0.0,2.664453742467675,0,nan
1,p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1000k.zip,1000000,1000k,1001,sinusoidal_lateral,69,0.6231884057971014,0.37681159420289856,0.5942028985507246,0.9537446874881705,4.653053678709972,0.8056227829361308,102.97101449275362,34.0831167104956,0.3112404582650236,0.3581832290094854,1.5383397448520846,0.11083515163761054,0.0,2.597631095460406,0,nan
