training_seed,method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,eval_seed,threat_class,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash,source_phase
1,p3_s1_1500k,P3_block_projected_seed1_1500k,p3_s1_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1500k.zip,1500000,1500k,1002,high,290,0.603448275862069,0.39655172413793105,0.5655172413793104,0.967069569648575,4.616161494800864,0.8191732287920754,114.40689655172413,33.54423526373032,0.32798645587767966,0.3735555181320522,1.5751141541930125,0.18605695305659006,0.0,2.6269691501634096,0,nan
1,p3_s1_1500k,P3_block_projected_seed1_1500k,p3_s1_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/checkpoint_1500k.zip,1500000,1500k,1002,medium,10,1.0,0.0,1.0,0.9910598246391421,4.516231425066415,0.9367492079734803,123.0,42.40353802340739,0.34037288863542947,0.39301741421696684,1.5701529625481334,0.21766555731365084,0.0,2.3954757207485433,0,nan
1,p3_s1_final,P3_block_projected_seed1_final,p3_s1_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/final.zip,1500000,final,1000,high,287,0.5749128919860628,0.4250871080139373,0.554006968641115,0.9601825076508858,4.578232504411098,0.7858227299792426,114.46341463414635,32.706673203370116,0.34709508686849455,0.3872592764898171,1.5918694432210796,0.17750804906249348,0.0,2.5754828435611556,0,nan
1,p3_s1_final,P3_block_projected_seed1_final,p3_s1_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/final.zip,1500000,final,1000,medium,13,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.9857263239042212,4.688239432859236,1.0500726333031287,121.15384615384616,40.66318393310482,0.33681062440137993,0.3901441531142089,1.5857518426214365,0.1780387205692817,0.0,2.703062923859312,0,nan
1,p3_s1_final,P3_block_projected_seed1_final,p3_s1_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/final.zip,1500000,final,1001,high,287,0.578397212543554,0.42160278745644597,0.5574912891986062,0.9590467044737238,4.548209095121199,0.7878345539241718,114.73170731707317,32.74946881257339,0.3501869132953546,0.3902993720697943,1.5921304462802188,0.1802665788786633,0.0,2.5420096669693653,0,nan
1,p3_s1_final,P3_block_projected_seed1_final,p3_s1_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/final.zip,1500000,final,1001,medium,13,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.9857263239042212,4.688239432859236,1.0500726333031287,121.15384615384616,40.66318393310482,0.33681062440137993,0.3901441531142089,1.5857518426214365,0.1780387205692817,0.0,2.703062923859312,0,nan
1,p3_s1_final,P3_block_projected_seed1_final,p3_s1_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/final.zip,1500000,final,1002,high,286,0.5804195804195804,0.4195804195804196,0.5594405594405595,0.9617430546573044,4.555428521659126,0.7903240826892686,115.03146853146853,32.867578414854535,0.3456561476847594,0.38648631779617687,1.5915108512942002,0.18039676688171663,0.0,2.5576399504154996,0,nan
1,p3_s1_final,P3_block_projected_seed1_final,p3_s1_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s1/final.zip,1500000,final,1002,medium,14,0.8571428571428571,0.14285714285714285,0.6428571428571429,0.9849785095785956,4.758938731152003,1.0108712996755327,119.85714285714286,39.23311516094212,0.33147671711057397,0.38100070805820085,1.5874098698958716,0.1722116041287801,0.0,2.781859702981398,0,nan
2,p3_s2_1000k,P3_block_projected_seed2_1000k,p3_s2_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1000k.zip,1000000,1000k,1000,high,280,0.4107142857142857,0.5892857142857143,0.3964285714285714,0.9605704992598832,5.322916057263717,0.6831277915409633,109.57857142857142,29.08921679167061,0.24838390214809744,0.2859917957041979,1.5808225089827195,0.10405565000288657,0.0,3.317598808198422,0,nan
2,p3_s2_1000k,P3_block_projected_seed2_1000k,p3_s2_1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2/checkpoint_1000k.zip,1000000,1000k,1000,medium,20,0.7,0.3,0.7,0.9513009590590148,4.918182325279579,0.7911258399486542,117.1,34.90559405167424,0.22426828364303447,0.28854866409134805,1.5778129279908428,0.1247928140626168,0.0,3.027568731977018,0,nan
