method_key,method,steps,episode_reward,episode_length,wall_time,training_seed
block_projected_s1,n3pf_ms_block_projected_seed1,397964,39.829111,136,2026-05-15 19:14:12,1
block_projected_s1,n3pf_ms_block_projected_seed1,398104,38.882566,141,2026-05-15 19:14:12,1
block_projected_s1,n3pf_ms_block_projected_seed1,398192,19.400182,122,2026-05-15 19:14:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,398200,38.889141,153,2026-05-15 19:14:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,398312,11.856275,87,2026-05-15 19:14:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,398436,-2.768065,31,2026-05-15 19:14:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,398552,-3.170241,29,2026-05-15 19:14:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,398612,18.868113,127,2026-05-15 19:14:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,398644,-4.049675,23,2026-05-15 19:14:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,398760,38.912767,140,2026-05-15 19:14:15,1
block_projected_s1,n3pf_ms_block_projected_seed1,398768,18.739305,144,2026-05-15 19:14:15,1
block_projected_s1,n3pf_ms_block_projected_seed1,398888,-3.029191,30,2026-05-15 19:14:15,1
block_projected_s1,n3pf_ms_block_projected_seed1,399032,12.517949,105,2026-05-15 19:14:16,1
block_projected_s1,n3pf_ms_block_projected_seed1,399132,18.884416,122,2026-05-15 19:14:16,1
block_projected_s1,n3pf_ms_block_projected_seed1,399236,-2.951697,26,2026-05-15 19:14:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,399272,39.982936,128,2026-05-15 19:14:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,399376,-4.490407,26,2026-05-15 19:14:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,399404,39.445622,129,2026-05-15 19:14:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,399512,-1.226176,34,2026-05-15 19:14:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,399532,38.92234,125,2026-05-15 19:14:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,399652,-2.980124,35,2026-05-15 19:14:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,399740,18.426839,126,2026-05-15 19:14:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,399868,18.882496,116,2026-05-15 19:14:19,1
block_projected_s1,n3pf_ms_block_projected_seed1,399980,17.573248,112,2026-05-15 19:14:19,1
block_projected_s1,n3pf_ms_block_projected_seed1,400080,15.840446,107,2026-05-15 19:14:20,1
block_projected_s1,n3pf_ms_block_projected_seed1,400228,38.736614,122,2026-05-15 19:14:20,1
block_projected_s1,n3pf_ms_block_projected_seed1,400308,13.152284,110,2026-05-15 19:14:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,400416,-3.442315,27,2026-05-15 19:14:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,400516,39.679093,134,2026-05-15 19:14:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,400576,17.803623,124,2026-05-15 19:14:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,400664,16.749266,109,2026-05-15 19:14:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,400672,-3.88231,24,2026-05-15 19:14:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,400932,39.838735,129,2026-05-15 19:14:23,1
block_projected_s1,n3pf_ms_block_projected_seed1,400988,39.822782,118,2026-05-15 19:14:23,1
block_projected_s1,n3pf_ms_block_projected_seed1,401092,17.318081,105,2026-05-15 19:14:23,1
block_projected_s1,n3pf_ms_block_projected_seed1,401132,39.069013,117,2026-05-15 19:14:24,1
block_projected_s1,n3pf_ms_block_projected_seed1,401464,38.785856,119,2026-05-15 19:14:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,401512,39.044844,145,2026-05-15 19:14:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,401548,16.053655,114,2026-05-15 19:14:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,401644,0.898642,45,2026-05-15 19:14:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,401656,39.660698,131,2026-05-15 19:14:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,402040,38.521341,123,2026-05-15 19:14:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,402060,39.239715,137,2026-05-15 19:14:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,402136,39.893656,120,2026-05-15 19:14:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,402168,18.215605,131,2026-05-15 19:14:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,402468,16.180774,107,2026-05-15 19:14:30,1
block_projected_s1,n3pf_ms_block_projected_seed1,402532,15.915709,118,2026-05-15 19:14:30,1
block_projected_s1,n3pf_ms_block_projected_seed1,402656,40.412179,130,2026-05-15 19:14:31,1
block_projected_s1,n3pf_ms_block_projected_seed1,402728,39.421471,140,2026-05-15 19:14:31,1
block_projected_s1,n3pf_ms_block_projected_seed1,402996,17.074113,132,2026-05-15 19:14:32,1
block_projected_s1,n3pf_ms_block_projected_seed1,403060,18.466943,132,2026-05-15 19:14:32,1
block_projected_s1,n3pf_ms_block_projected_seed1,403160,18.236921,126,2026-05-15 19:14:33,1
block_projected_s1,n3pf_ms_block_projected_seed1,403232,19.106762,126,2026-05-15 19:14:33,1
block_projected_s1,n3pf_ms_block_projected_seed1,403412,17.321292,104,2026-05-15 19:14:34,1
block_projected_s1,n3pf_ms_block_projected_seed1,403480,10.411128,80,2026-05-15 19:14:34,1
block_projected_s1,n3pf_ms_block_projected_seed1,403604,19.465985,136,2026-05-15 19:14:34,1
block_projected_s1,n3pf_ms_block_projected_seed1,403680,12.215671,112,2026-05-15 19:14:35,1
block_projected_s1,n3pf_ms_block_projected_seed1,403864,17.357789,113,2026-05-15 19:14:35,1
block_projected_s1,n3pf_ms_block_projected_seed1,403952,19.041509,118,2026-05-15 19:14:36,1
block_projected_s1,n3pf_ms_block_projected_seed1,404088,18.040482,121,2026-05-15 19:14:36,1
block_projected_s1,n3pf_ms_block_projected_seed1,404184,19.829646,126,2026-05-15 19:14:36,1
block_projected_s1,n3pf_ms_block_projected_seed1,404188,9.873901,81,2026-05-15 19:14:36,1
block_projected_s1,n3pf_ms_block_projected_seed1,404308,-2.360586,30,2026-05-15 19:14:37,1
block_projected_s1,n3pf_ms_block_projected_seed1,404472,38.849762,130,2026-05-15 19:14:38,1
block_projected_s1,n3pf_ms_block_projected_seed1,404540,17.834576,113,2026-05-15 19:14:38,1
block_projected_s1,n3pf_ms_block_projected_seed1,404700,39.419059,129,2026-05-15 19:14:38,1
block_projected_s1,n3pf_ms_block_projected_seed1,404792,39.576575,121,2026-05-15 19:14:39,1
block_projected_s1,n3pf_ms_block_projected_seed1,404888,-4.26037,24,2026-05-15 19:14:39,1
block_projected_s1,n3pf_ms_block_projected_seed1,404936,39.513022,116,2026-05-15 19:14:39,1
block_projected_s1,n3pf_ms_block_projected_seed1,405072,19.578494,133,2026-05-15 19:14:40,1
block_projected_s1,n3pf_ms_block_projected_seed1,405240,12.643879,88,2026-05-15 19:14:40,1
block_projected_s1,n3pf_ms_block_projected_seed1,405308,39.489935,152,2026-05-15 19:14:41,1
block_projected_s1,n3pf_ms_block_projected_seed1,405428,17.587851,123,2026-05-15 19:14:41,1
block_projected_s1,n3pf_ms_block_projected_seed1,405580,40.004953,127,2026-05-15 19:14:43,1
block_projected_s1,n3pf_ms_block_projected_seed1,405700,15.264218,98,2026-05-15 19:14:44,1
block_projected_s1,n3pf_ms_block_projected_seed1,405712,39.183354,118,2026-05-15 19:14:44,1
block_projected_s1,n3pf_ms_block_projected_seed1,405892,17.642324,116,2026-05-15 19:14:44,1
block_projected_s1,n3pf_ms_block_projected_seed1,406132,39.651169,138,2026-05-15 19:14:45,1
block_projected_s1,n3pf_ms_block_projected_seed1,406148,18.207919,112,2026-05-15 19:14:45,1
block_projected_s1,n3pf_ms_block_projected_seed1,406244,40.354165,133,2026-05-15 19:14:46,1
block_projected_s1,n3pf_ms_block_projected_seed1,406308,15.867215,104,2026-05-15 19:14:46,1
block_projected_s1,n3pf_ms_block_projected_seed1,406560,14.594704,103,2026-05-15 19:14:47,1
block_projected_s1,n3pf_ms_block_projected_seed1,406652,39.649997,130,2026-05-15 19:14:47,1
block_projected_s1,n3pf_ms_block_projected_seed1,406768,38.829951,131,2026-05-15 19:14:48,1
block_projected_s1,n3pf_ms_block_projected_seed1,406816,39.53044,127,2026-05-15 19:14:48,1
block_projected_s1,n3pf_ms_block_projected_seed1,407068,38.979234,127,2026-05-15 19:14:49,1
block_projected_s1,n3pf_ms_block_projected_seed1,407136,39.63769,121,2026-05-15 19:14:49,1
block_projected_s1,n3pf_ms_block_projected_seed1,407276,19.728788,115,2026-05-15 19:14:49,1
block_projected_s1,n3pf_ms_block_projected_seed1,407312,18.468515,136,2026-05-15 19:14:50,1
block_projected_s1,n3pf_ms_block_projected_seed1,407472,15.944549,101,2026-05-15 19:14:50,1
block_projected_s1,n3pf_ms_block_projected_seed1,407608,39.417042,118,2026-05-15 19:14:51,1
block_projected_s1,n3pf_ms_block_projected_seed1,407784,39.324589,118,2026-05-15 19:14:51,1
block_projected_s1,n3pf_ms_block_projected_seed1,407836,39.31647,140,2026-05-15 19:14:52,1
block_projected_s1,n3pf_ms_block_projected_seed1,408040,39.07013,142,2026-05-15 19:14:52,1
block_projected_s1,n3pf_ms_block_projected_seed1,408148,39.292762,135,2026-05-15 19:14:53,1
block_projected_s1,n3pf_ms_block_projected_seed1,408244,39.83956,115,2026-05-15 19:14:53,1
block_projected_s1,n3pf_ms_block_projected_seed1,408284,16.998869,112,2026-05-15 19:14:53,1
block_projected_s1,n3pf_ms_block_projected_seed1,408576,39.905532,134,2026-05-15 19:14:54,1
block_projected_s1,n3pf_ms_block_projected_seed1,408612,15.961779,116,2026-05-15 19:14:54,1
block_projected_s1,n3pf_ms_block_projected_seed1,408748,39.131241,126,2026-05-15 19:14:55,1
block_projected_s1,n3pf_ms_block_projected_seed1,408764,18.394551,120,2026-05-15 19:14:55,1
block_projected_s1,n3pf_ms_block_projected_seed1,409140,37.941544,141,2026-05-15 19:14:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,409152,15.838007,97,2026-05-15 19:14:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,409192,39.336884,145,2026-05-15 19:14:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,409376,18.734679,157,2026-05-15 19:14:57,1
block_projected_s1,n3pf_ms_block_projected_seed1,409632,18.419629,123,2026-05-15 19:15:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,409716,19.100131,131,2026-05-15 19:15:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,409732,17.559312,145,2026-05-15 19:15:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,409888,39.361168,128,2026-05-15 19:15:01,1
block_projected_s1,n3pf_ms_block_projected_seed1,410004,13.144532,93,2026-05-15 19:15:01,1
block_projected_s1,n3pf_ms_block_projected_seed1,410140,-1.853185,34,2026-05-15 19:15:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,410204,19.301287,118,2026-05-15 19:15:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,410256,39.65886,135,2026-05-15 19:15:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,410256,14.249119,92,2026-05-15 19:15:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,410596,12.097421,114,2026-05-15 19:15:03,1
block_projected_s1,n3pf_ms_block_projected_seed1,410632,13.009406,107,2026-05-15 19:15:04,1
block_projected_s1,n3pf_ms_block_projected_seed1,410748,18.202456,123,2026-05-15 19:15:04,1
block_projected_s1,n3pf_ms_block_projected_seed1,410800,39.512521,136,2026-05-15 19:15:04,1
block_projected_s1,n3pf_ms_block_projected_seed1,411088,18.616238,123,2026-05-15 19:15:05,1
block_projected_s1,n3pf_ms_block_projected_seed1,411180,15.632005,95,2026-05-15 19:15:05,1
block_projected_s1,n3pf_ms_block_projected_seed1,411196,39.827788,141,2026-05-15 19:15:06,1
block_projected_s1,n3pf_ms_block_projected_seed1,411220,39.672779,118,2026-05-15 19:15:06,1
block_projected_s1,n3pf_ms_block_projected_seed1,411592,39.774397,126,2026-05-15 19:15:07,1
block_projected_s1,n3pf_ms_block_projected_seed1,411636,14.737411,114,2026-05-15 19:15:07,1
block_projected_s1,n3pf_ms_block_projected_seed1,411648,17.711956,107,2026-05-15 19:15:07,1
block_projected_s1,n3pf_ms_block_projected_seed1,411848,38.953131,163,2026-05-15 19:15:08,1
block_projected_s1,n3pf_ms_block_projected_seed1,412152,39.950921,129,2026-05-15 19:15:09,1
block_projected_s1,n3pf_ms_block_projected_seed1,412180,18.866893,147,2026-05-15 19:15:09,1
block_projected_s1,n3pf_ms_block_projected_seed1,412212,39.248418,141,2026-05-15 19:15:09,1
block_projected_s1,n3pf_ms_block_projected_seed1,412340,18.245651,123,2026-05-15 19:15:10,1
block_projected_s1,n3pf_ms_block_projected_seed1,412664,18.126315,121,2026-05-15 19:15:11,1
block_projected_s1,n3pf_ms_block_projected_seed1,412696,18.315148,121,2026-05-15 19:15:11,1
block_projected_s1,n3pf_ms_block_projected_seed1,412732,17.576805,145,2026-05-15 19:15:11,1
block_projected_s1,n3pf_ms_block_projected_seed1,412904,39.67763,141,2026-05-15 19:15:12,1
block_projected_s1,n3pf_ms_block_projected_seed1,413128,18.037375,116,2026-05-15 19:15:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,413160,19.733108,116,2026-05-15 19:15:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,413212,18.23548,120,2026-05-15 19:15:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,413448,39.798705,136,2026-05-15 19:15:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,413652,19.041786,131,2026-05-15 19:15:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,413704,18.776352,123,2026-05-15 19:15:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,413744,39.155416,146,2026-05-15 19:15:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,414028,17.249385,145,2026-05-15 19:15:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,414064,13.235241,90,2026-05-15 19:15:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,414124,11.742236,95,2026-05-15 19:15:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,414180,16.570011,132,2026-05-15 19:15:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,414328,-1.81601,37,2026-05-15 19:15:19,1
block_projected_s1,n3pf_ms_block_projected_seed1,414456,16.179634,98,2026-05-15 19:15:19,1
block_projected_s1,n3pf_ms_block_projected_seed1,414556,19.244136,132,2026-05-15 19:15:20,1
block_projected_s1,n3pf_ms_block_projected_seed1,414628,18.808422,126,2026-05-15 19:15:20,1
block_projected_s1,n3pf_ms_block_projected_seed1,414860,19.363349,133,2026-05-15 19:15:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,414904,18.989642,112,2026-05-15 19:15:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,415080,19.887197,131,2026-05-15 19:15:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,415120,39.630701,123,2026-05-15 19:15:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,415432,39.584971,143,2026-05-15 19:15:23,1
block_projected_s1,n3pf_ms_block_projected_seed1,415464,39.57995,140,2026-05-15 19:15:23,1
block_projected_s1,n3pf_ms_block_projected_seed1,415572,19.396705,123,2026-05-15 19:15:23,1
block_projected_s1,n3pf_ms_block_projected_seed1,415628,18.760776,127,2026-05-15 19:15:24,1
block_projected_s1,n3pf_ms_block_projected_seed1,415908,17.151488,119,2026-05-15 19:15:25,1
block_projected_s1,n3pf_ms_block_projected_seed1,415956,18.491497,123,2026-05-15 19:15:25,1
block_projected_s1,n3pf_ms_block_projected_seed1,416044,18.587447,118,2026-05-15 19:15:25,1
block_projected_s1,n3pf_ms_block_projected_seed1,416144,39.562183,129,2026-05-15 19:15:25,1
block_projected_s1,n3pf_ms_block_projected_seed1,416428,19.344205,130,2026-05-15 19:15:26,1
block_projected_s1,n3pf_ms_block_projected_seed1,416480,39.083918,131,2026-05-15 19:15:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,416608,39.089964,141,2026-05-15 19:15:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,416624,19.259603,120,2026-05-15 19:15:27,1
block_projected_s1,n3pf_ms_block_projected_seed1,416996,39.020289,142,2026-05-15 19:15:28,1
block_projected_s1,n3pf_ms_block_projected_seed1,417048,39.685936,142,2026-05-15 19:15:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,417104,39.20858,124,2026-05-15 19:15:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,417196,18.371249,143,2026-05-15 19:15:29,1
block_projected_s1,n3pf_ms_block_projected_seed1,417320,10.638127,81,2026-05-15 19:15:30,1
block_projected_s1,n3pf_ms_block_projected_seed1,417420,14.973505,93,2026-05-15 19:15:30,1
block_projected_s1,n3pf_ms_block_projected_seed1,417620,16.947622,106,2026-05-15 19:15:31,1
block_projected_s1,n3pf_ms_block_projected_seed1,417672,39.657459,142,2026-05-15 19:15:31,1
block_projected_s1,n3pf_ms_block_projected_seed1,417856,39.290006,134,2026-05-15 19:15:34,1
block_projected_s1,n3pf_ms_block_projected_seed1,417892,3.711393,55,2026-05-15 19:15:34,1
block_projected_s1,n3pf_ms_block_projected_seed1,417940,17.909718,130,2026-05-15 19:15:34,1
block_projected_s1,n3pf_ms_block_projected_seed1,418136,18.279694,129,2026-05-15 19:15:35,1
block_projected_s1,n3pf_ms_block_projected_seed1,418300,15.54366,102,2026-05-15 19:15:35,1
block_projected_s1,n3pf_ms_block_projected_seed1,418404,39.807882,137,2026-05-15 19:15:36,1
block_projected_s1,n3pf_ms_block_projected_seed1,418412,39.767614,118,2026-05-15 19:15:36,1
block_projected_s1,n3pf_ms_block_projected_seed1,418708,19.165154,143,2026-05-15 19:15:37,1
block_projected_s1,n3pf_ms_block_projected_seed1,418748,14.810598,112,2026-05-15 19:15:37,1
block_projected_s1,n3pf_ms_block_projected_seed1,418860,39.7354,112,2026-05-15 19:15:37,1
block_projected_s1,n3pf_ms_block_projected_seed1,419000,39.477581,149,2026-05-15 19:15:38,1
block_projected_s1,n3pf_ms_block_projected_seed1,419160,17.526117,113,2026-05-15 19:15:38,1
block_projected_s1,n3pf_ms_block_projected_seed1,419204,39.736871,114,2026-05-15 19:15:38,1
block_projected_s1,n3pf_ms_block_projected_seed1,419348,18.240826,122,2026-05-15 19:15:39,1
block_projected_s1,n3pf_ms_block_projected_seed1,419368,2.285959,52,2026-05-15 19:15:39,1
block_projected_s1,n3pf_ms_block_projected_seed1,419468,19.052621,117,2026-05-15 19:15:39,1
block_projected_s1,n3pf_ms_block_projected_seed1,419640,7.995561,68,2026-05-15 19:15:40,1
block_projected_s1,n3pf_ms_block_projected_seed1,419760,18.968714,139,2026-05-15 19:15:41,1
block_projected_s1,n3pf_ms_block_projected_seed1,419908,17.401363,110,2026-05-15 19:15:41,1
block_projected_s1,n3pf_ms_block_projected_seed1,419916,39.24079,142,2026-05-15 19:15:41,1
block_projected_s1,n3pf_ms_block_projected_seed1,420144,39.122776,126,2026-05-15 19:15:42,1
block_projected_s1,n3pf_ms_block_projected_seed1,420256,18.471703,124,2026-05-15 19:15:42,1
block_projected_s1,n3pf_ms_block_projected_seed1,420388,19.353152,118,2026-05-15 19:15:43,1
block_projected_s1,n3pf_ms_block_projected_seed1,420412,17.855849,126,2026-05-15 19:15:43,1
block_projected_s1,n3pf_ms_block_projected_seed1,420644,14.667112,97,2026-05-15 19:15:44,1
block_projected_s1,n3pf_ms_block_projected_seed1,420716,39.111225,143,2026-05-15 19:15:44,1
block_projected_s1,n3pf_ms_block_projected_seed1,420864,18.96701,119,2026-05-15 19:15:45,1
block_projected_s1,n3pf_ms_block_projected_seed1,420892,39.308837,120,2026-05-15 19:15:45,1
block_projected_s1,n3pf_ms_block_projected_seed1,421144,38.853585,125,2026-05-15 19:15:46,1
block_projected_s1,n3pf_ms_block_projected_seed1,421212,39.319828,124,2026-05-15 19:15:46,1
block_projected_s1,n3pf_ms_block_projected_seed1,421344,15.795791,113,2026-05-15 19:15:46,1
block_projected_s1,n3pf_ms_block_projected_seed1,421384,18.46098,130,2026-05-15 19:15:47,1
block_projected_s1,n3pf_ms_block_projected_seed1,421676,40.400923,133,2026-05-15 19:15:48,1
block_projected_s1,n3pf_ms_block_projected_seed1,421796,18.166362,146,2026-05-15 19:15:48,1
block_projected_s1,n3pf_ms_block_projected_seed1,421828,18.277074,121,2026-05-15 19:15:48,1
block_projected_s1,n3pf_ms_block_projected_seed1,422000,18.83278,154,2026-05-15 19:15:51,1
block_projected_s1,n3pf_ms_block_projected_seed1,422252,39.173196,144,2026-05-15 19:15:52,1
block_projected_s1,n3pf_ms_block_projected_seed1,422276,39.693498,120,2026-05-15 19:15:52,1
block_projected_s1,n3pf_ms_block_projected_seed1,422288,19.423119,115,2026-05-15 19:15:52,1
block_projected_s1,n3pf_ms_block_projected_seed1,422596,19.057571,149,2026-05-15 19:15:53,1
block_projected_s1,n3pf_ms_block_projected_seed1,422832,19.155858,136,2026-05-15 19:15:54,1
block_projected_s1,n3pf_ms_block_projected_seed1,422832,19.775871,145,2026-05-15 19:15:54,1
block_projected_s1,n3pf_ms_block_projected_seed1,422876,38.632642,150,2026-05-15 19:15:54,1
block_projected_s1,n3pf_ms_block_projected_seed1,423188,38.939997,148,2026-05-15 19:15:55,1
block_projected_s1,n3pf_ms_block_projected_seed1,423288,17.529076,114,2026-05-15 19:15:55,1
block_projected_s1,n3pf_ms_block_projected_seed1,423352,18.073913,119,2026-05-15 19:15:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,423400,39.230715,142,2026-05-15 19:15:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,423428,3.884864,60,2026-05-15 19:15:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,423468,-2.584266,29,2026-05-15 19:15:56,1
block_projected_s1,n3pf_ms_block_projected_seed1,423872,17.810758,111,2026-05-15 19:15:58,1
block_projected_s1,n3pf_ms_block_projected_seed1,423880,39.408919,120,2026-05-15 19:15:58,1
block_projected_s1,n3pf_ms_block_projected_seed1,423896,18.35156,152,2026-05-15 19:15:58,1
block_projected_s1,n3pf_ms_block_projected_seed1,424024,17.157937,139,2026-05-15 19:15:58,1
block_projected_s1,n3pf_ms_block_projected_seed1,424380,18.675,121,2026-05-15 19:16:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,424456,39.204879,146,2026-05-15 19:16:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,424456,39.984168,144,2026-05-15 19:16:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,424504,39.742469,120,2026-05-15 19:16:00,1
block_projected_s1,n3pf_ms_block_projected_seed1,424872,17.285058,104,2026-05-15 19:16:01,1
block_projected_s1,n3pf_ms_block_projected_seed1,424936,39.637221,139,2026-05-15 19:16:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,424956,38.896939,125,2026-05-15 19:16:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,425048,19.31453,136,2026-05-15 19:16:02,1
block_projected_s1,n3pf_ms_block_projected_seed1,425364,19.075935,123,2026-05-15 19:16:03,1
block_projected_s1,n3pf_ms_block_projected_seed1,425372,17.008307,104,2026-05-15 19:16:03,1
block_projected_s1,n3pf_ms_block_projected_seed1,425452,18.837196,129,2026-05-15 19:16:03,1
block_projected_s1,n3pf_ms_block_projected_seed1,425528,39.552196,120,2026-05-15 19:16:04,1
block_projected_s1,n3pf_ms_block_projected_seed1,425760,13.936621,99,2026-05-15 19:16:04,1
block_projected_s1,n3pf_ms_block_projected_seed1,425904,39.960915,113,2026-05-15 19:16:05,1
block_projected_s1,n3pf_ms_block_projected_seed1,425940,39.601388,142,2026-05-15 19:16:05,1
block_projected_s1,n3pf_ms_block_projected_seed1,425980,17.99562,113,2026-05-15 19:16:05,1
block_projected_s1,n3pf_ms_block_projected_seed1,426236,8.907247,74,2026-05-15 19:16:08,1
block_projected_s1,n3pf_ms_block_projected_seed1,426252,19.235653,123,2026-05-15 19:16:08,1
block_projected_s1,n3pf_ms_block_projected_seed1,426320,-4.670678,21,2026-05-15 19:16:08,1
block_projected_s1,n3pf_ms_block_projected_seed1,426352,20.007881,112,2026-05-15 19:16:09,1
block_projected_s1,n3pf_ms_block_projected_seed1,426468,39.352172,122,2026-05-15 19:16:09,1
block_projected_s1,n3pf_ms_block_projected_seed1,426728,39.784144,119,2026-05-15 19:16:10,1
block_projected_s1,n3pf_ms_block_projected_seed1,426864,39.889932,136,2026-05-15 19:16:10,1
block_projected_s1,n3pf_ms_block_projected_seed1,426880,19.410963,132,2026-05-15 19:16:10,1
block_projected_s1,n3pf_ms_block_projected_seed1,426932,18.246749,116,2026-05-15 19:16:11,1
block_projected_s1,n3pf_ms_block_projected_seed1,427256,18.367228,132,2026-05-15 19:16:12,1
block_projected_s1,n3pf_ms_block_projected_seed1,427288,13.759475,106,2026-05-15 19:16:12,1
block_projected_s1,n3pf_ms_block_projected_seed1,427412,39.70454,120,2026-05-15 19:16:12,1
block_projected_s1,n3pf_ms_block_projected_seed1,427448,18.771566,142,2026-05-15 19:16:13,1
block_projected_s1,n3pf_ms_block_projected_seed1,427784,18.503242,124,2026-05-15 19:16:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,427800,40.015022,136,2026-05-15 19:16:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,427852,14.399407,110,2026-05-15 19:16:14,1
block_projected_s1,n3pf_ms_block_projected_seed1,427976,17.527787,132,2026-05-15 19:16:15,1
block_projected_s1,n3pf_ms_block_projected_seed1,428104,-2.663046,32,2026-05-15 19:16:15,1
block_projected_s1,n3pf_ms_block_projected_seed1,428256,39.751271,118,2026-05-15 19:16:16,1
block_projected_s1,n3pf_ms_block_projected_seed1,428340,19.908734,122,2026-05-15 19:16:16,1
block_projected_s1,n3pf_ms_block_projected_seed1,428384,39.018581,146,2026-05-15 19:16:16,1
block_projected_s1,n3pf_ms_block_projected_seed1,428572,19.394707,117,2026-05-15 19:16:17,1
block_projected_s1,n3pf_ms_block_projected_seed1,428784,39.632357,132,2026-05-15 19:16:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,428816,14.032832,108,2026-05-15 19:16:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,428920,39.546449,145,2026-05-15 19:16:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,429008,14.068292,109,2026-05-15 19:16:18,1
block_projected_s1,n3pf_ms_block_projected_seed1,429252,40.013544,117,2026-05-15 19:16:19,1
block_projected_s1,n3pf_ms_block_projected_seed1,429296,8.777544,72,2026-05-15 19:16:19,1
block_projected_s1,n3pf_ms_block_projected_seed1,429400,38.668661,146,2026-05-15 19:16:20,1
block_projected_s1,n3pf_ms_block_projected_seed1,429464,39.703904,136,2026-05-15 19:16:20,1
block_projected_s1,n3pf_ms_block_projected_seed1,429740,16.564031,111,2026-05-15 19:16:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,429812,39.694745,140,2026-05-15 19:16:21,1
block_projected_s1,n3pf_ms_block_projected_seed1,429928,18.739734,116,2026-05-15 19:16:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,429956,39.512087,139,2026-05-15 19:16:22,1
block_projected_s1,n3pf_ms_block_projected_seed1,430288,19.153594,137,2026-05-15 19:16:25,1
block_projected_s1,n3pf_ms_block_projected_seed1,430340,40.286858,132,2026-05-15 19:16:25,1
block_projected_s1,n3pf_ms_block_projected_seed1,430388,39.198671,115,2026-05-15 19:16:25,1
