method,seed,episode,success,collision,episode_min_distance,steps,turn_step,turning_obstacle_id,risk_at_turn,risk_max_after_turn,risk_rise_time_0p3,risk_rise_time_0p5,risk_rise_time_0p7,sigma_trace_at_turn,sigma_trace_max_after_turn,sigma_rise_time_2x,R_sum_at_turn,R_sum_max_after_turn,R_bar_at_turn,R_bar_max_after_turn,w_risk_at_turn,w_risk_max_after_turn,risk_rank_at_turn,risk_rank_best_after_turn,reaction_time
risk_full_rbar,0,0,1,0,0.8046642541885376,32,15,2,0.00015738514775875956,0.012138406746089458,nan,nan,nan,1.1444628238677979,2.151719093322754,nan,0.00015738514775875956,0.7018449306488037,0.00015738514645927842,0.605537522028516,1.0,1.0,1.0,1.0,nan
risk_full_rbar,0,1,1,0,0.639158308506012,33,15,2,0.0003499594749882817,0.0022973462473601103,nan,nan,nan,0.6074090600013733,1.1494505405426025,nan,0.0003499594749882817,0.8968396782875061,0.0003499594607015795,0.7147555684677034,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,0,2,1,0,1.0622090101242065,33,15,0,3.1957699714210393e-15,5.31902542844076e-11,nan,nan,nan,0.4254488945007324,0.7446191310882568,nan,3.1957699714210393e-15,0.3030318021774292,3.1957699714210393e-15,0.29408466990441,0.3333333432674408,0.3333333432674408,1.0,1.0,0.20000000000000018
risk_full_rbar,0,3,1,0,0.890539288520813,32,15,2,0.1962149292230606,0.23994037508964539,nan,nan,nan,1.2111139297485352,2.4067790508270264,nan,0.1964309960603714,0.39566686749458313,0.19394295073077872,0.3762352751610622,0.9989000558853149,0.9989000558853149,1.0,1.0,0.20000000000000018
risk_full_rbar,0,4,1,0,1.096553921699524,31,15,2,1.404963541062898e-06,0.001214650459587574,nan,nan,nan,1.0186187028884888,1.8611382246017456,nan,1.4057269481781987e-06,0.31160977482795715,1.4057269481772726e-06,0.3019008605635683,0.9994569420814514,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,0,5,1,0,1.3053919076919556,35,15,2,2.398426477157045e-05,0.0017308773240074515,nan,nan,nan,1.5106970071792603,1.945772647857666,nan,2.398426477157045e-05,0.4347912073135376,2.398426476697151e-05,0.4093175994793615,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,0,6,1,0,1.016316533088684,33,15,1,0.5711854100227356,0.5711854100227356,0.0,0.0,nan,1.5265098810195923,1.6119458675384521,nan,0.5728492736816406,0.6468685269355774,0.5174487245204674,0.5695581052447145,0.9970954656600952,0.9970954656600952,1.0,1.0,0.20000000000000018
risk_full_rbar,0,7,1,0,1.0968550443649292,37,15,2,0.0037718412932008505,0.007964521646499634,nan,nan,nan,0.3493715524673462,1.824581265449524,2.0,0.0037718412932008505,0.008179908618330956,0.0037718234062420735,0.008179726181517591,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,0,8,1,0,0.9032387137413025,34,15,1,9.289927938027631e-09,3.381728902240866e-06,nan,nan,nan,1.5401028394699097,1.9092670679092407,nan,8.524500299245119e-05,0.6813319325447083,8.52450027859676e-05,0.5923846089966331,0.00010897914762608707,0.9999491572380066,2.0,1.0,0.20000000000000018
risk_full_rbar,0,9,1,0,1.0272102355957031,31,15,2,0.08769359439611435,0.08769359439611435,nan,nan,nan,1.0047101974487305,2.034970760345459,1.6000000000000005,0.08769359439611435,0.7211359143257141,0.08746949094743746,0.6176124212196188,1.0,1.0,1.0,1.0,0.20000000000000018
