method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,z_transform,z_l2_target_norm,z_layernorm_alpha,z_layernorm_eps,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,279,2511,0,0,1.1463433548968325,1.164924144744873,1.5666275024414062,1.9569766521453857,0.9095229440265231,1.2293901562690734,1.5601468086242676
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,279,2511,0,0,12.247491775020476,12.617313385009766,14.221744060516357,14.770441055297852,4.958414006831398,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,full_aug_obs,0,279,8370,0,0,12.383337943784651,12.7583646774292,14.331272602081297,14.873818397521973,4.958414006831398,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,obs_i_12,0,100,1200,0,0,1.2191247284412383,1.2255725264549255,1.6650607764720917,1.9864439964294434,0.7352139699459076,1.162946778535843,1.2668989896774292
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,z_i_64_raw,0,100,6400,0,0,26.25104208946228,27.17000389099121,34.95469627380371,39.13544845581055,8.968239948749542,11.437094736099242,12.25491714477539
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,100,900,0,0,1.1824956810474396,1.16972017288208,2.050661242008209,2.496375560760498,0.9783330100774765,1.7967955410480496,2.280190944671631
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,100,900,0,0,13.24197798728943,13.677371501922607,14.522616147994995,14.799837112426758,5.0,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,full_aug_obs,0,100,3000,0,0,13.361879606246948,13.803947448730469,14.602385711669921,14.881064414978027,5.0,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,linear,medium,raw,nan,nan,nan,obs_i_12,0,28,336,0,0,1.330124991280692,1.3399944305419922,1.702205383777618,1.8676953315734863,0.6936905533075333,0.8737765818834304,0.9613726735115051
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,linear,medium,raw,nan,nan,nan,z_i_64_raw,0,28,1792,0,0,25.63168822016035,22.82541275024414,39.43400497436524,39.64324951171875,8.786508738994598,13.251339387893676,13.313364028930664
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,linear,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,linear,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,28,252,0,0,1.2408484710114343,1.312713623046875,1.7890998780727385,1.8207238912582397,1.007627438221659,1.378575962781906,1.3945118188858032
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,linear,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,28,252,0,0,12.63090022972652,13.390989780426025,14.403479433059692,14.418188095092773,4.9277660591261725,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,linear,medium,raw,nan,nan,nan,full_aug_obs,0,28,840,0,0,12.768226078578405,13.520198822021484,14.55578145980835,14.562630653381348,4.9277660591261725,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,obs_i_12,0,70,840,0,0,1.295775442464011,1.2390585541725159,1.76358163356781,1.8680288791656494,0.696921661070415,0.9133418589830398,1.0335273742675781
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,z_i_64_raw,0,70,4480,0,0,27.560577487945558,28.695768356323242,35.302581214904784,37.570518493652344,9.237255876404898,11.996794128417969,12.865059852600098
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,70,630,0,0,1.2458292697157178,1.2353981137275696,1.8555873870849606,2.261840581893921,0.9383903980255127,1.4449978411197661,1.8231245279312134
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,70,630,0,0,13.474023600987026,14.169602870941162,14.496383142471313,14.5247220993042,5.0,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,full_aug_obs,0,70,2100,0,0,13.601365539005824,14.30421781539917,14.586890077590942,14.631085395812988,5.0,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,obs_i_12,0,13,156,0,0,1.4525585541358361,1.42972731590271,1.788636255264282,1.8424092531204224,0.7754917007226211,0.9060102701187134,0.9266461133956909
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,z_i_64_raw,0,13,832,0,0,26.09987765092116,34.01696014404297,35.94412536621093,36.65565490722656,8.899634214547964,12.194379234313965,12.336907386779785
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,13,117,0,0,1.1617045517151172,1.1523663997650146,1.7968245267868042,1.8033740520477295,0.9827001736714289,1.4102934837341308,1.4206491708755493
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,13,117,0,0,12.821803569793701,13.96998405456543,14.503757667541503,14.521944046020508,4.9614975635822,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,full_aug_obs,0,13,390,0,0,12.963092217078575,14.110321044921875,14.603829193115235,14.632949829101562,4.9614975635822,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,obs_i_12,0,8536,102432,0,0,1.4116011987935189,1.3843523859977722,1.9202037453651428,2.373278856277466,0.8458651352844846,1.1068665087223053,1.4833537340164185
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,z_i_64_raw,0,8536,546304,0,0,26.87113873625651,25.725147247314453,42.36728382110596,47.656494140625,9.235181305435292,14.024047613143921,15.991532325744629
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,8536,76824,0,0,1.3513468189597926,1.3059852123260498,2.1737802028656006,3.4663360118865967,1.0508201719781483,1.7439098358154297,3.1323604583740234
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,8536,76824,0,0,13.334998720755841,13.666602611541748,14.493447542190552,15.0,4.9853515299883755,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,full_aug_obs,0,8536,256080,0,0,13.48641027634459,13.822383880615234,14.637665510177612,15.099900245666504,4.9853515299883755,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,obs_i_12,0,5776,69312,0,0,1.3687092180459288,1.3409058451652527,1.875293880701065,2.281203269958496,0.8128772764428005,1.047724336385727,1.3487396240234375
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,z_i_64_raw,0,5776,369664,0,0,27.635840722233304,26.813681602478027,40.80234432220459,46.77846145629883,9.44646202754281,13.6724112033844,15.969294548034668
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,5776,51984,0,0,1.387368678427469,1.3817206621170044,2.1337302923202515,3.0670692920684814,1.080498934524789,1.738905429840088,2.8393924236297607
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,5776,51984,0,0,13.382645328124145,13.670085430145264,14.514613389968872,15.0,4.993291267067442,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,full_aug_obs,0,5776,173280,0,0,13.533042907467179,13.827242851257324,14.633209466934204,15.068246841430664,4.993291267067442,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,obs_i_12,0,9697,116364,0,0,1.4042937733763896,1.3839327096939087,1.8892881393432612,2.317429780960083,0.8321024915895917,1.0566674470901483,1.4037867784500122
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,z_i_64_raw,0,9697,620608,0,0,28.93118021824292,28.263023376464844,42.624236297607425,47.93841552734375,9.828727068403916,14.209537124633789,16.103586196899414
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,9697,87273,0,0,1.3873983328606685,1.3585299253463745,2.167098140716552,3.28865647315979,1.0828116530838905,1.678514742851257,2.9984357357025146
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,9697,87273,0,0,13.433484359415484,13.825328826904297,14.540726852416991,15.0,4.982043191257354,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,full_aug_obs,0,9697,290910,0,0,13.586862354459523,13.986133575439453,14.676290130615234,15.112205505371094,4.982043191257354,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,obs_i_12,0,8665,103980,0,0,1.3999359191117504,1.3795108795166016,1.8557473421096802,2.3983020782470703,0.8245188148119377,1.0120620489120482,1.4140697717666626
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,z_i_64_raw,0,8665,554560,0,0,28.41992820887227,27.266511917114258,42.21210784912109,46.69401931762695,9.694752833585964,13.908528137207028,15.60645866394043
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,8665,77985,0,0,1.3500926493729943,1.300741195678711,2.146776962280273,3.2003138065338135,1.041909640895034,1.6960819959640487,2.8244199752807617
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,8665,77985,0,0,13.465241742340458,13.747474670410156,14.51130313873291,15.0,4.9958619330428755,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,full_aug_obs,0,8665,259950,0,0,13.613713085727065,13.900888442993164,14.646117019653321,15.053619384765625,4.9958619330428755,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,raw,nan,nan,nan,obs_i_12,0,106,1272,0,0,1.2161451870540403,1.2012035250663757,1.6558628380298615,1.9326679706573486,0.700816735344113,0.9420044869184494,1.1210602521896362
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,raw,nan,nan,nan,z_i_64_raw,0,106,6784,0,0,22.73648797341113,22.69105339050293,31.056864261627197,34.103519439697266,8.09177466158597,10.726966857910156,12.016510009765625
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,106,954,0,0,1.1600780194660403,1.1702171564102173,1.6795557141304016,1.8854038715362549,0.9586016939214941,1.3099305331707,1.520411491394043
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,106,954,0,0,12.978000258499721,13.54190444946289,14.222199201583862,14.516053199768066,4.968356676821439,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,ar1_velocity,medium,raw,nan,nan,nan,full_aug_obs,0,106,3180,0,0,13.093641681491205,13.661000728607178,14.344014644622803,14.545548439025879,4.968356676821439,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,linear,high,raw,nan,nan,nan,obs_i_12,0,7199,86388,0,0,1.3718869254346986,1.3507797718048096,1.8429787635803219,2.284280300140381,0.8183514748137599,1.0242419481277465,1.4569886922836304
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,linear,high,raw,nan,nan,nan,z_i_64_raw,0,7199,460736,0,0,25.436142021822487,23.362590789794922,40.98832855224609,49.50874328613281,8.827978506007447,13.645394325256342,16.122631072998047
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_250k,250000,250k,eval_flow_high_density,linear,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
