method_key,method,wall_time,steps,target_steps,percent,steps_per_second,eta_minutes,recent_episode_reward_mean
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:41:58,8548,1500000,0.5698666666666666,284.847489121477,87.26611356132581,-21.7547866875
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:42:28,17328,1500000,1.1552,288.7264950391286,85.58688040268387,-6.570130863636365
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:42:58,26464,1500000,1.7642666666666666,293.9599493494452,83.54516793081523,10.68456704
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:43:28,35560,1500000,2.3706666666666667,296.25266789769194,82.38688112595217,13.209726940000001
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:43:58,44588,1500000,2.9725333333333332,297.17575062455444,81.62465011256009,13.30457874
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:44:28,53504,1500000,3.5669333333333335,297.163391301115,81.12798336669208,17.338416379999998
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:44:58,62576,1500000,4.171733333333333,297.9016813867621,80.41937378514994,17.14653066
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:45:28,71628,1500000,4.7752,298.37822143103153,79.78531370629096,17.55120384
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:45:58,80728,1500000,5.381866666666666,298.9242713936935,79.1321936591074,17.958386940000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:46:28,89684,1500000,5.978933333333333,298.8727163509459,78.6464116017403,19.8157569
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:46:58,98648,1500000,6.576533333333333,298.85956656465993,78.14997169118057,20.884758820000002
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:47:28,107672,1500000,7.178133333333333,299.01078168710836,77.60745795096243,17.966303999999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:47:58,116824,1500000,7.788266666666667,299.4672789168832,76.97980699831868,19.66428596
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:48:28,125944,1500000,8.396266666666667,299.78699099715834,76.39068412261561,21.49574382
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:48:58,135064,1500000,9.004266666666666,300.06727586379657,75.81277654434831,19.45190006
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:49:28,143824,1500000,9.588266666666666,299.56016623901036,75.45373477760427,22.544001899999998
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:49:58,152864,1500000,10.190933333333334,299.6608152759041,74.92560095317896,23.394878199999994
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:50:28,162140,1500000,10.809333333333333,300.1900084731856,74.27851040104953,25.34646424
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:50:58,171260,1500000,11.417333333333334,300.3891211578013,73.7232646152756,21.15051946
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:51:29,180228,1500000,12.0152,300.0107647064988,73.31803584287695,22.5614318
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:51:59,189476,1500000,12.631733333333333,300.3982189713734,72.71037338855899,21.752063659999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:52:29,198720,1500000,13.248,300.7451275625594,72.11421902583801,23.458827699999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:52:59,207832,1500000,13.855466666666667,300.87283527381544,71.57885594335539,22.712213699999996
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:53:29,217000,1500000,14.466666666666667,301.06856234752973,71.02479636731418,23.460742879999998
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:53:59,225708,1500000,15.0472,300.6329879695981,70.64494200532559,21.87499466
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:54:29,234992,1500000,15.666133333333333,300.9695960385832,70.05181567896261,25.7559198
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:54:59,244020,1500000,16.268,300.96533008663323,69.55286176641812,26.26660724
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:55:29,253064,1500000,16.870933333333333,300.98248096811176,69.04809409444827,21.04364058
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:55:59,262136,1500000,17.475733333333334,301.0307221618854,68.53475458751313,25.102372140000003
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:56:29,270960,1500000,18.064,300.7993818884217,68.09854419048746,23.720188900000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:56:59,280160,1500000,18.677333333333333,300.9884270836613,67.54634011564721,24.949953400000005
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:57:29,289376,1500000,19.291733333333333,301.18177878634003,66.99298592356209,26.218667460000002
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:57:59,298496,1500000,19.899733333333334,301.2661901480764,66.46967805057737,22.670959540000002
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:58:29,307264,1500000,20.484266666666667,300.99863559113226,66.04326725366388,23.189145
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:58:59,316440,1500000,21.096,301.1369681383513,65.50507605209496,27.2128369
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:59:29,325600,1500000,21.706666666666667,301.25103494497,64.97349739199676,24.511220839999996
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 09:59:59,334888,1500000,22.325866666666666,301.47485602157644,64.41178408571346,24.547323619999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:00:29,344068,1500000,22.937866666666668,301.4642414666781,63.90652914456131,21.976117759999998
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:00:59,353312,1500000,23.554133333333333,301.63262672623205,63.360077701450464,19.062599180000003
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:01:29,362412,1500000,24.1608,301.67497456741484,62.848434899803344,27.580225140000003
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:01:59,371680,1500000,24.778666666666666,301.85108020848975,62.30003656221609,21.348527900000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:02:30,380932,1500000,25.395466666666668,301.7908838087934,61.80151334574503,22.7201555
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:03:00,390100,1500000,26.006666666666668,301.87870247547795,61.27737128072485,22.440838439999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:03:30,399332,1500000,26.622133333333334,302.0091749309663,60.74142174938848,24.05564556
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:04:00,408448,1500000,27.229866666666666,302.05014879133273,60.23017504256023,26.979802659999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:04:30,417652,1500000,27.843466666666668,302.15223805268744,59.702133764065586,27.053098679999994
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:05:00,426272,1500000,28.418133333333333,301.83613246226514,59.28868263942494,26.981839759999993
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:05:30,435272,1500000,29.018133333333335,301.7968564198292,58.799375438095915,29.152264160000005
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:06:00,444416,1500000,29.62773333333333,301.85756597124725,58.28267583772425,28.179096220000005
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:06:30,453428,1500000,30.228533333333335,301.8267988738942,57.790980561518815,27.892455719999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:07:00,462460,1500000,30.830666666666666,301.8100963306927,57.29541040398515,26.937669100000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:07:30,471044,1500000,31.402933333333333,301.4696611842229,56.885547286255935,26.134837199999996
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:08:00,480112,1500000,32.007466666666666,301.4839054626189,56.381561421164946,24.22849578
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:08:30,489112,1500000,32.60746666666667,301.4544509292855,55.88948274406315,24.96778312
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:09:00,498228,1500000,33.2152,301.49724289934295,55.37762083474225,27.057778639999995
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:09:30,507372,1500000,33.8248,301.5539910177324,54.861817428332984,25.956222280000002
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:10:01,516100,1500000,34.406666666666666,301.3465479364548,54.416861403009214,29.181433460000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:10:31,525192,1500000,35.0128,301.37448217503976,53.90901008853091,28.756544120000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:11:01,534476,1500000,35.63173333333334,301.5113321083164,53.37134944196948,26.69644456
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:11:31,543748,1500000,36.24986666666667,301.6352376483671,52.83710702233205,24.98827472
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:12:01,552964,1500000,36.864266666666666,301.59031029736656,52.3356778862373,28.127386500000004
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:12:31,562324,1500000,37.48826666666667,301.7570059461423,51.78979452136601,24.59776504
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:13:01,571356,1500000,38.0904,301.74566045054297,51.292866902842476,22.45019696
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:13:31,580524,1500000,38.7016,301.8043346624241,50.77660669499979,27.214079960000003
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:14:01,589740,1500000,39.316,301.88599616884784,50.25407005469279,23.858199200000005
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:14:31,598604,1500000,39.906933333333335,301.78757649825906,49.78093147831529,28.98272086
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:15:01,607748,1500000,40.516533333333335,301.83205130592694,49.26867972544788,23.46481292
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:15:31,616816,1500000,41.121066666666664,301.83710073887903,48.76714392399183,28.734001579999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:16:01,625868,1500000,41.72453333333333,301.8344911491627,48.26773312486319,23.266766280000002
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:16:32,634884,1500000,42.3256,301.731104659869,47.786256628243834,28.435359579999997
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:17:02,643960,1500000,42.93066666666667,301.74123595939926,47.283339607096565,26.551834940000003
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:17:32,653244,1500000,43.5496,301.84748813578295,46.75407467247696,26.34417058
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:18:02,662448,1500000,44.1632,301.9139188582112,46.235695435279695,27.9043799
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:18:32,671688,1500000,44.7792,301.9953151753221,45.713291916417475,25.05918188
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:19:02,680740,1500000,45.382666666666665,301.9914977281615,45.214297210527164,27.367420940000002
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:19:32,689944,1500000,45.99626666666666,302.05351189148104,44.697157297690424,29.244381020000006
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:20:02,698996,1500000,46.59973333333333,302.0485504404014,44.198413292173136,24.4676395
n3f_no_z_full,gpsi_no_z_full_1500k,2026-05-13 10:20:32,708144,1500000,47.2096,302.0850166869436,43.688363443980144,28.275858820000003
