run_name,training_seed,checkpoint_label,checkpoint_path,exists,size_bytes,sha256,expected_total_steps,model_num_timesteps,optimizer_state_present,policy_parameter_l2_norm,policy_parameter_delta_vs_previous_checkpoint
seed2_rerunA,2,250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_250k.zip,1,1051645,5a4f31537a32ad7d5335d1c445aa93d60d9a5cd4fbc56ba2ac2f3dfd03125f95,250000,250000,1,44.42875289916992,nan
seed2_rerunA,2,500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_500k.zip,1,1051782,f2161919d664cd2c9957abeeeb3fb5205eade19d33a55cf3bc15495b399ccf60,500000,500000,1,47.537742614746094,14.457741737365723
seed2_rerunA,2,750k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_750k.zip,1,1051746,2ad5873a28b4c11402ea8099e6f17d9be57429ff9f55a5f321ab7ae4b4d2d9e7,750000,750000,1,50.084564208984375,13.1837739944458
seed2_rerunA,2,1000k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1000k.zip,1,1051647,e6593fa32402bd7b5ed31924883353d4ff86cecf944ba1557fe66e76a3f2d6c9,1000000,1000000,1,52.20236587524414,12.84591293334961
seed2_rerunA,2,1250k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1250k.zip,1,1051648,805a444eda6dd3a78870507e123a5672e947c951b793b6a6670e6658628c0f46,1250000,1250000,1,54.19570541381836,12.836268424987793
seed2_rerunA,2,1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1500k.zip,1,1051730,d5388bd4eac351f9783177b5c10001477c9dccff2b26688ae17bcd667af2d83d,1500000,1500000,1,56.16199493408203,12.637290954589844
seed2_rerunA,2,final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1,1051650,c131504c86eee1020777c1fc6305fbbdde1d813ef34d95884b7e96048840780e,1500000,1503232,1,56.18665313720703,2.1593997478485107
