stage,run_name,training_seed,command,config,gpsi_checkpoint,gpsi_checkpoint_sha256,out_dir,train_steps,checkpoint_steps,n_envs,device
train,seed2_rerunA,2,python scripts/train_env_v2_gpsi_ppo_n3pf_ms_seed2_rerun.py --seed 2 --run-name seed2_rerunA --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA --train-steps 1500000 --checkpoint-steps 250000 500000 750000 1000000 1250000 1500000 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_block_projected.yaml,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA,1500000,"[250000, 500000, 750000, 1000000, 1250000, 1500000]",4,cpu
