run_name,training_seed,method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,eval_seed,source_phase,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
seed2_rerunA,2,p3_s2_seed2_rerunA_1500k,P3_block_projected_seed2_rerunA_1500k,p3_s2_seed2_rerunA_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1500k.zip,1500000,1500k,1002,N3PF-MS-AB-StepB,eval_flow_high_speed,50,0.38,0.62,0.36,0.9549050629390905,4.413689863741139,0.675150126516819,106.38,28.64582592966289,0.26966793731072347,0.31728378966400955,1.5514881385902612,0.11173801491932933,0.0,2.6514894307076986,0
seed2_rerunA,2,p3_s2_seed2_rerunA_1500k,P3_block_projected_seed2_rerunA_1500k,p3_s2_seed2_rerunA_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1500k.zip,1500000,1500k,1002,N3PF-MS-AB-StepB,eval_flow_high_threat,50,0.46,0.54,0.42,0.9707886450890091,4.843065304313372,0.7165448486804962,110.18,30.661480526064146,0.26505035762159235,0.30372024181185014,1.5455095344043326,0.12051383268477864,0.0,3.008889399703507,0
seed2_rerunA,2,p3_s2_seed2_rerunA_1500k,P3_block_projected_seed2_rerunA_1500k,p3_s2_seed2_rerunA_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1500k.zip,1500000,1500k,1002,N3PF-MS-AB-StepB,eval_flow_id,50,0.54,0.46,0.5,0.9679793669462307,5.054514384491614,0.7398345246911049,105.38,32.31522671951618,0.2558406597022939,0.2876992376461813,1.5556213522557425,0.10160499957109208,0.0,3.049887289242893,0
seed2_rerunA,2,p3_s2_seed2_rerunA_1500k,P3_block_projected_seed2_rerunA_1500k,p3_s2_seed2_rerunA_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1500k.zip,1500000,1500k,1002,N3PF-MS-AB-StepB,eval_flow_mixed_ood,50,0.32,0.68,0.3,0.9407822812147597,4.615821784985852,0.6495538249611854,103.26,26.922712051164762,0.27588620132047276,0.3215679003035474,1.558632540072682,0.10983350250421572,0.0,2.770249791461316,0
seed2_rerunA,2,p3_s2_seed2_rerunA_1500k,P3_block_projected_seed2_rerunA_1500k,p3_s2_seed2_rerunA_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/checkpoint_1500k.zip,1500000,1500k,1002,N3PF-MS-AB-StepB,eval_flow_sudden_threat,50,0.44,0.56,0.44,0.9610892971566384,4.911403745921114,0.7088932013511657,103.82,30.026077559823293,0.24108850798482062,0.2810836893583059,1.554849578378611,0.10267445965390733,0.0,2.901776573853924,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1000,N3PF-MS-AB-StepB,eval_flow_high_density,50,0.5,0.5,0.5,0.9370292322014103,4.107603617176931,0.7487485885620118,106.34,30.434037710159092,0.33209030816687457,0.37756136196036627,1.5509142963159792,0.13083000480161497,0.0,2.238766466055567,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1000,N3PF-MS-AB-StepB,eval_flow_high_speed,50,0.38,0.62,0.38,0.9459397914058634,4.134399755262291,0.6087406718730927,103.98,28.517637380512095,0.2958819746402688,0.33827940269965934,1.5549028054844358,0.12113226589755284,0.0,2.4113721481812034,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1000,N3PF-MS-AB-StepB,eval_flow_high_threat,50,0.42,0.58,0.4,0.964278267176714,4.536124257774208,0.6469028873741627,105.64,29.907921237303995,0.2691559426418452,0.3066245212623981,1.5483112748230454,0.1132713782041602,0.0,2.775153679279552,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1000,N3PF-MS-AB-StepB,eval_flow_id,50,0.5,0.5,0.44,0.9464495244406633,4.880167705497498,0.8217601704597474,101.66,31.024388613862293,0.25975060442588255,0.3013515904725177,1.558568427251446,0.10469314786235025,0.0,2.8371862991807064,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1000,N3PF-MS-AB-StepB,eval_flow_mixed_ood,50,0.56,0.44,0.52,0.9459648988001952,4.350794648291462,0.7978491622209549,103.28,32.12055110772161,0.3083782952075803,0.35282002430408127,1.558794132538399,0.11738358281309695,0.0,2.460802598630445,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1000,N3PF-MS-AB-StepB,eval_flow_sudden_threat,50,0.6,0.4,0.54,0.93500040833387,4.5484788345199725,0.8248446318507194,103.64,32.501051284155004,0.2798787321286219,0.3248004666513588,1.5573200289630607,0.12106936047274452,0.0,2.5530871979604637,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1001,N3PF-MS-AB-StepB,eval_flow_high_density,50,0.5,0.5,0.5,0.9372300717481766,4.105603564407573,0.7462282013893128,106.08,30.444804718994234,0.3321579875171528,0.3784020898893782,1.5545215201217235,0.12792270041589401,0.0,2.2362693779445175,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1001,N3PF-MS-AB-StepB,eval_flow_high_speed,50,0.38,0.62,0.38,0.9459281595883846,4.136221443040748,0.6053427469730377,104.06,28.493936128720893,0.29287277095879616,0.33604650954239645,1.5566029299311872,0.12034394249997497,0.0,2.4143809835548664,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1001,N3PF-MS-AB-StepB,eval_flow_high_threat,50,0.44,0.56,0.42,0.9648167984239197,4.536480275250751,0.660872182995081,105.58,30.31818943419689,0.2684286172289214,0.3065998907205262,1.550722343469513,0.11194117687906356,0.0,2.778184756570387,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1001,N3PF-MS-AB-StepB,eval_flow_id,50,0.48,0.52,0.42,0.9466673939440075,4.874165118931947,0.8117806541919709,101.52,30.570066475914235,0.2612418798351288,0.3023301837446889,1.5592656596749324,0.10376893585382857,0.0,2.835153687141865,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1001,N3PF-MS-AB-StepB,eval_flow_mixed_ood,50,0.54,0.46,0.5,0.9460618986216162,4.348224634032308,0.7820304977893829,103.4,31.72486059485305,0.3139493091201016,0.3587673769214369,1.56022139124836,0.11674988235859579,0.0,2.441426483224947,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1001,N3PF-MS-AB-StepB,eval_flow_sudden_threat,50,0.6,0.4,0.54,0.935210970340057,4.539478897511135,0.8190668901801109,103.78,32.49444127862699,0.2799875756660369,0.32444672515476014,1.558292941790377,0.12096770992636995,0.0,2.5485552960343067,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1002,N3PF-MS-AB-StepB,eval_flow_high_density,50,0.5,0.5,0.5,0.9381157883273517,4.093685899692481,0.7437593656778335,106.88,30.462844321976018,0.33479538844041734,0.3816596458514024,1.5543577561457906,0.13133610938181378,0.0,2.223964116116667,0
seed2_rerunA,2,p3_s2_seed2_rerunA_final,P3_block_projected_seed2_rerunA_final,p3_s2_seed2_rerunA_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_ms_block_projected_s2_rerunA/final.zip,1500000,final,1002,N3PF-MS-AB-StepB,eval_flow_high_speed,50,0.36,0.64,0.36,0.9453797185504231,4.151904556596368,0.5944173258543014,103.58,28.07389022442723,0.2958236434420176,0.33805241558266486,1.5566112913452583,0.120823287574763,0.0,2.4130678760201474,0
