run_name,training_seed,method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,include_z,include_logvar,logvar_output_scale,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,high,0,1,0.2,logvar_raw_9_clamped,0,23059,207531,0,0,13.082245321264292,13.618800163269043,14.525411605834961,15.0,4.959627902457635,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,high,0,1,0.2,logvar_scaled_9_policy,0,23059,207531,0,0,2.6164490719547535,2.723759889602661,2.9050824642181396,3.0,0.9919255809410369,1.0,1.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,high,0,1,0.2,adapter_output_64,0,22926,1467264,0,0,5.76895838620764,5.774892807006836,6.017659068107605,6.164980411529541,0.9983609954713684,0.9998599290847778,0.9999748468399048
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,high,0,1,0.2,full_aug_obs,0,23059,691770,0,0,3.3468855849070884,3.400691509246826,3.852059674263,4.759403228759766,1.1787127744288688,1.5862746238708487,2.930685520172119
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,0,1,0.2,obs_i_12,0,546,6552,0,0,1.289978312485384,1.2224437594413757,1.880879282951355,2.411604166030884,0.7675743474191798,1.2537841796875,1.3013200759887695
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,0,1,0.2,delta_hat_9_after_scale,0,546,4914,0,0,1.300761062747393,1.3704382181167603,1.96925687789917,2.4283769130706787,0.9349056838742106,1.4890600442886353,1.8448524475097656
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,0,1,0.2,logvar_raw_9_clamped,0,546,4914,0,0,13.475047268710293,13.704087257385254,14.630733489990234,14.984750747680664,4.997622416569636,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,0,1,0.2,logvar_scaled_9_policy,0,546,4914,0,0,2.6950094605976846,2.7408175468444824,2.9261465072631836,2.996950149536133,0.9995244835322593,1.0,1.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,0,1,0.2,adapter_output_64,0,561,35904,0,0,5.731661573875821,5.729290962219238,6.022968292236328,6.1137895584106445,0.9988288535153802,0.9999400973320007,0.999954342842102
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,0,1,0.2,full_aug_obs,0,546,16380,0,0,3.307405534681383,3.3375020027160645,3.71437931060791,4.001590728759766,1.1428666780719827,1.4890600442886353,1.8448524475097656
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,0,1,0.2,obs_i_12,0,555,6660,0,0,1.2772821007548152,1.2602808475494385,1.8648433685302734,2.090167284011841,0.7275688876976838,1.1776875257492065,1.3351974487304688
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,0,1,0.2,delta_hat_9_after_scale,0,555,4995,0,0,1.0955135382913255,1.0712965726852417,1.9179226160049438,2.2495312690734863,0.8146855833562645,1.465228796005249,1.6542272567749023
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,0,1,0.2,logvar_raw_9_clamped,0,555,4995,0,0,13.08918042569547,13.773653984069824,14.613338470458984,15.0,4.984757531655801,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,0,1,0.2,logvar_scaled_9_policy,0,555,4995,0,0,2.617836088103217,2.7547309398651123,2.9226677417755127,3.0,0.9969515072332846,1.0,1.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,0,1,0.2,adapter_output_64,0,534,34176,0,0,5.700701327806108,5.689303874969482,6.056145739555359,6.0995097160339355,0.998534415210231,0.9999334454536438,0.9999614357948303
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,0,1,0.2,full_aug_obs,0,555,16650,0,0,3.1624038386989284,3.214416742324829,3.660637140274048,3.8935492038726807,1.0900998167089513,1.465228796005249,1.6542272567749023
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,0,1,0.2,obs_i_12,0,1140,13680,0,0,1.3574572607090598,1.3506062626838684,1.7199537336826323,1.9916093349456787,0.7151406324223468,0.9071921944618218,1.172654628753662
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,0,1,0.2,delta_hat_9_after_scale,0,1140,10260,0,0,1.494738538053475,1.4730324149131775,2.261159288883209,2.6118743419647217,1.0746540489949679,1.5173634350299834,2.0850844383239746
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,0,1,0.2,logvar_raw_9_clamped,0,1140,10260,0,0,11.929429027908727,12.540108680725098,14.02765097618103,14.838526725769043,4.930747776282461,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,0,1,0.2,logvar_scaled_9_policy,0,1140,10260,0,0,2.3858858190084757,2.5080217123031616,2.805530297756195,2.967705488204956,0.9861495565426978,1.0,1.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,0,1,0.2,adapter_output_64,0,1194,76416,0,0,5.778345173926809,5.778353214263916,6.0305290699005125,6.141146659851074,0.9980846420304859,0.9997929006814956,0.9999563097953796
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,0,1,0.2,full_aug_obs,0,1140,34200,0,0,3.1593825926906183,3.2337974309921265,3.734765899181366,4.118444442749023,1.1641419515797966,1.5173634350299834,2.0850844383239746
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,0,1,0.2,obs_i_12,0,363,4356,0,0,1.4595084604152964,1.4741383790969849,1.7836638689041138,1.854942798614502,0.7554962206477961,0.9045025110244751,1.087615728378296
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,0,1,0.2,delta_hat_9_after_scale,0,363,3267,0,0,1.5802005450587628,1.5715609788894653,2.104310989379883,2.3305392265319824,1.1422816042072517,1.6087617874145508,1.76919686794281
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,0,1,0.2,logvar_raw_9_clamped,0,363,3267,0,0,12.811117668782384,13.262221336364746,14.27834701538086,14.504764556884766,5.0,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,0,1,0.2,logvar_scaled_9_policy,0,363,3267,0,0,2.5622235319831153,2.652444362640381,2.8556692600250244,2.9009528160095215,1.0,1.0,1.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,0,1,0.2,adapter_output_64,0,396,25344,0,0,5.734898137323784,5.72521710395813,5.977108001708984,6.069653034210205,0.9984582454869242,0.999811589717865,0.9998980760574341
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,0,1,0.2,full_aug_obs,0,363,10890,0,0,3.3644893780227534,3.413297414779663,3.8451709747314453,3.8691647052764893,1.1917558061189888,1.6087617874145508,1.76919686794281
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,linear,medium,0,1,0.2,obs_i_12,0,255,3060,0,0,1.2922365391955657,1.346166729927063,1.5340757369995117,1.745453953742981,0.6813088781693403,0.8194828033447266,0.8831163644790649
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,linear,medium,0,1,0.2,delta_hat_9_after_scale,0,255,2295,0,0,1.4059484853464015,1.4062951803207397,1.9635614156723022,2.0288116931915283,1.0041391681222354,1.3657629489898682,1.3903307914733887
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,linear,medium,0,1,0.2,logvar_raw_9_clamped,0,255,2295,0,0,13.544456021925983,14.032233238220215,14.576776504516602,14.676935195922852,4.978585161882289,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,linear,medium,0,1,0.2,logvar_scaled_9_policy,0,255,2295,0,0,2.708891217848834,2.8064467906951904,2.9153552055358887,2.935387134552002,0.9957170325167038,1.0,1.0
