method,seed,episode,success,collision,episode_min_distance,steps,turn_step,turning_obstacle_id,risk_at_turn,risk_max_after_turn,risk_rise_time_0p3,risk_rise_time_0p5,risk_rise_time_0p7,sigma_trace_at_turn,sigma_trace_max_after_turn,sigma_rise_time_2x,R_sum_at_turn,R_sum_max_after_turn,R_bar_at_turn,R_bar_max_after_turn,w_risk_at_turn,w_risk_max_after_turn,risk_rank_at_turn,risk_rank_best_after_turn,reaction_time
risk_full_rbar,1,0,1,0,0.7475467920303345,34,15,2,0.05748991295695305,0.06450697034597397,nan,nan,nan,0.6826452612876892,1.9439334869384766,1.2000000000000002,0.05748995766043663,0.7411796450614929,0.05742670468698117,0.6298573461892162,0.9999992251396179,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,1,1,0,1.0080833435058594,37,15,2,0.3475457727909088,0.3475457727909088,0.0,nan,nan,0.8456664681434631,0.8456664681434631,nan,0.3475457727909088,0.42642179131507874,0.33419721534278674,0.4023266168249764,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,2,1,0,0.8469563722610474,34,15,2,1.8350003301748075e-05,0.007064946927130222,nan,nan,nan,0.8173448443412781,1.925363540649414,0.6000000000000001,1.8350003301748075e-05,1.0277742147445679,1.8350003299688453e-05,0.7730141144557025,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,3,1,0,1.1321184635162354,36,15,2,0.0003753963974304497,0.0023415437899529934,nan,nan,nan,0.646802544593811,1.3658368587493896,0.8000000000000003,0.0003753968048840761,0.2759888768196106,0.0003753967872500924,0.26918864625249905,0.999998927116394,1.0,1.0,1.0,nan
risk_full_rbar,1,4,1,0,0.8466578722000122,35,15,1,5.508388494490646e-05,0.00036779724177904427,nan,nan,nan,2.090402603149414,2.3368871212005615,nan,5.508388494490646e-05,0.719315230846405,5.5083884889193984e-05,0.6164849619814432,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,5,1,0,1.4596365690231323,32,15,0,0.04023240506649017,0.04023240506649017,nan,nan,nan,1.102548599243164,1.102548599243164,nan,0.04023240879178047,0.615582287311554,0.04021071548505363,0.5480446741333334,0.9999998807907104,0.9999998807907104,1.0,1.0,0.20000000000000018
risk_full_rbar,1,6,1,0,1.127745270729065,33,15,2,7.870649119424977e-13,6.314353413472418e-06,nan,nan,nan,0.8719513416290283,2.04575252532959,0.6000000000000001,9.165221914742006e-10,0.608044445514679,9.165221914742006e-10,0.5427490692294008,0.3333333432674408,0.9997506141662598,2.0,1.0,nan
risk_full_rbar,1,7,1,0,1.2354011535644531,34,15,0,0.021750558167696,0.0227725300937891,nan,nan,nan,2.1630587577819824,2.1630587577819824,nan,0.02181410975754261,0.0667872503399849,0.021810650295493738,0.06668812486787411,0.9970867037773132,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,8,1,0,1.074770212173462,36,15,2,1.548930640637991e-06,7.412047852994874e-05,nan,nan,nan,0.9408343434333801,1.5871587991714478,nan,1.548930640637991e-06,0.6429523825645447,1.5489306406367524e-06,0.5669064432457899,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,9,1,0,1.3714669942855835,32,15,0,1.6907523991971374e-11,9.173393209493952e-07,nan,nan,nan,0.5319749712944031,1.1358040571212769,0.8000000000000003,1.6907523991971374e-11,0.11272398382425308,1.6907523991971374e-11,0.11224894831306799,0.3333333432674408,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,10,1,0,1.1302367448806763,32,15,2,0.0024764074478298426,0.0066843400709331036,nan,nan,nan,1.0798782110214233,1.6605119705200195,nan,0.0024764074478298426,0.6530719995498657,0.0024764023855752344,0.5737343840972884,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,11,1,0,1.390379786491394,35,15,1,0.012126040644943714,0.012126040644943714,nan,nan,nan,1.9282275438308716,1.9282275438308716,nan,0.012127100490033627,0.48111075162887573,0.012126506027994402,0.44713273310055646,0.9999126195907593,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,12,1,0,1.1079432964324951,31,15,2,6.165459581097821e-06,0.0007657862734049559,nan,nan,nan,0.6491260528564453,1.46657395362854,0.6000000000000001,6.165459581097821e-06,0.3148600459098816,6.165459581019698e-06,0.30485198230795274,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,13,1,0,1.0056713819503784,31,15,1,2.3611188225913793e-05,6.825537275290117e-05,nan,nan,nan,1.389350175857544,1.528569221496582,nan,0.00010459249460836872,0.7335343956947327,0.00010459249422696906,0.6252228957504549,0.2257445752620697,0.9883917570114136,2.0,1.0,3.2
risk_full_rbar,1,14,1,0,1.2841925621032715,34,15,2,5.439924279926345e-07,9.808383038034663e-05,nan,nan,nan,0.5919594764709473,2.1952707767486572,0.6000000000000001,5.440371637632779e-07,0.37513214349746704,5.440371637632243e-07,0.35847256652259785,0.99991774559021,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,15,1,0,1.2482441663742065,36,15,2,8.235063186923242e-10,5.090932972962037e-05,nan,nan,nan,0.9122433662414551,2.1879279613494873,0.6000000000000001,8.235063186923242e-10,0.10375165939331055,8.235063186923242e-10,0.10338098034401551,0.3333333432674408,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,16,1,0,1.133555293083191,32,15,2,3.048537464134249e-11,5.6050183047773317e-05,nan,nan,nan,0.7881492376327515,1.8445850610733032,0.6000000000000001,2.6903486105567254e-09,0.28942742943763733,2.6903486105567254e-09,0.28160773366626274,0.3333333432674408,1.0,2.0,1.0,0.20000000000000018
risk_full_rbar,1,17,1,0,1.3442175388336182,36,15,2,5.396810252022988e-07,0.0009779608808457851,nan,nan,nan,0.8633559942245483,2.276217460632324,0.6000000000000001,7.173934477577859e-07,0.1219296082854271,7.173934477576629e-07,0.12132894445858795,0.7522804141044617,0.9999988079071045,1.0,1.0,0.20000000000000018
risk_full_rbar,1,18,1,0,1.1604071855545044,34,15,0,0.16726531088352203,0.16726531088352203,nan,nan,nan,2.2686026096343994,2.2686026096343994,nan,0.16726531088352203,0.6030927896499634,0.16572267366988214,0.5392466709832324,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,19,1,0,1.1744647026062012,33,15,0,0.00297344708815217,0.00297344708815217,nan,nan,nan,1.5773906707763672,1.5773906707763672,nan,0.00297344708815217,0.27327919006347656,0.002973438325050437,0.26667348179912514,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,20,1,0,1.2645827531814575,33,15,0,0.15090428292751312,0.15226250886917114,nan,nan,nan,1.6264432668685913,1.6264432668685913,nan,0.15090428292751312,0.28637903928756714,0.14976915226073087,0.2787986870175779,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,21,1,0,1.1573116779327393,34,15,2,0.0022308460902422667,0.004737810231745243,nan,nan,nan,1.2244805097579956,1.891010046005249,nan,0.0022308460902422667,0.5651707053184509,0.0022308423895181814,0.51180379942998,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,22,1,0,1.0744551420211792,39,15,1,0.02491721138358116,0.02491721138358116,nan,nan,nan,1.1792924404144287,1.4684650897979736,nan,0.024917276576161385,0.29377010464668274,0.024912121054438637,0.2856011133385173,0.9999973773956299,0.9999977946281433,1.0,1.0,0.20000000000000018
risk_full_rbar,1,23,1,0,1.4212397336959839,37,15,1,0.05345280095934868,0.05345280095934868,nan,nan,nan,1.508193016052246,1.508193016052246,nan,0.05525336414575577,0.5508215427398682,0.0551972044295951,0.5011356874255599,0.9674125909805298,0.9713106751441956,1.0,1.0,0.20000000000000018
risk_full_rbar,1,24,1,0,0.9486937522888184,32,15,2,1.087622880646677e-09,0.00011840948718599975,nan,nan,nan,0.7411494851112366,1.7018324136734009,0.6000000000000001,1.087622880646677e-09,0.6831283569335938,1.087622880646677e-09,0.593549392207149,0.3333333432674408,1.0,1.0,1.0,nan
risk_full_rbar,1,25,1,0,1.0162323713302612,35,15,1,0.0995151475071907,0.0995151475071907,nan,nan,nan,1.461977481842041,1.5976946353912354,nan,0.0995151475071907,0.6371068358421326,0.09918793535489324,0.5629264113636119,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,26,1,0,1.7379164695739746,39,15,2,1.0381613435583859e-07,3.0256103855208494e-05,nan,nan,nan,0.4118107259273529,1.7075343132019043,2.0,1.0381613435583859e-07,0.006638226564973593,1.0381613435583821e-07,0.006638129059880084,1.0,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,27,1,0,1.0819844007492065,34,15,0,0.01934501715004444,0.03499552607536316,nan,nan,nan,1.8123706579208374,1.8123706579208374,nan,0.01934501715004444,0.766546905040741,0.019342604351305907,0.6449170493685706,1.0,1.0,1.0,1.0,nan
risk_full_rbar,1,28,1,0,1.4167022705078125,37,15,1,0.11208637803792953,0.11208637803792953,nan,nan,nan,2.1582911014556885,2.2278904914855957,nan,0.11208641529083252,0.17570216953754425,0.11161936806100127,0.17391617201873952,0.9999996423721313,1.0,1.0,1.0,0.20000000000000018
risk_full_rbar,1,29,1,0,1.4774044752120972,38,15,0,4.1485032852506265e-05,0.00013846310321241617,nan,nan,nan,1.5615606307983398,1.6205328702926636,nan,6.387810572050512e-05,0.31874215602874756,6.387810563362212e-05,0.308369129463552,0.649440586566925,0.649440586566925,1.0,1.0,0.20000000000000018
