episode_id,scenario,step,time,obstacle_id,obstacle_slot,history_valid,history_available_steps,future_valid_1s,delta_x_1s,delta_y_1s,delta_z_1s,delta_norm_1s,future_valid_2s,delta_x_2s,delta_y_2s,delta_z_2s,delta_norm_2s,future_valid_4s,delta_x_4s,delta_y_4s,delta_z_4s,delta_norm_4s,motion_mode,threat_class,replacement_boundary_nearby,reason_invalid_if_any
0,eval_flow_id,3,0.6000000000000001,2,2,0,4,1,-0.008673606440424919,0.0072983503341674805,-0.11873074248433113,0.11927064423890808,1,-0.08354746922850609,-0.08849525451660156,-0.23747865110635757,0.2668477082864707,1,-0.04652857035398483,0.09543883800506592,-0.3621339350938797,0.377378413009437,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,3,0.6000000000000001,3,3,0,4,1,-1.1548399925231934e-06,-4.76837158203125e-07,1.825392246246338e-07,1.2626755926605868e-06,1,0.0371595174074173,0.5770008563995361,0.015186436474323273,0.578395579056876,1,0.06624141335487366,1.0285522937774658,0.027070775628089905,1.0310385893705647,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,3,0.6000000000000001,7,4,0,1,0,,,,nan,0,,,,nan,0,,,,nan,crossing_or_sudden_threat,medium,1,1s:obstacle_replaced_or_inactive_before_horizon;2s:obstacle_replaced_or_inactive_before_horizon;4s:obstacle_replaced_or_inactive_before_horizon;history_padding_or_gap
0,eval_flow_id,4,0.8,0,0,0,5,1,0.0016805380582809448,-0.15297949314117432,0.03496283292770386,0.1569329449676723,1,0.17538294196128845,-0.16460013389587402,0.2376483678817749,0.3381259043114085,1,0.15112322568893433,0.07690954208374023,0.9321537017822266,0.9474512286933124,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,4,0.8,1,1,0,5,1,5.662441253662109e-07,9.611248970031738e-07,0.0,1.115523857723853e-06,1,0.5211030840873718,-0.8541231006383896,-0.016617178916931152,1.0006751850249234,1,1.5633081197738647,-2.5623712241649628,-0.04985153675079346,3.0020266060606393,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,4,0.8,2,2,0,5,1,-0.05277963913977146,-0.05346202850341797,-0.08880053460597992,0.11631600812326998,1,-0.15911715105175972,-0.20997858047485352,-0.14034602046012878,0.2985067461148206,1,-0.14306292682886124,-0.12671375274658203,-0.10416597127914429,0.2176555208132556,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,4,0.8,3,3,0,5,1,0.002876080572605133,0.04467320442199707,0.00117594376206398,0.044781133041954094,1,0.0471087247133255,0.7314810752868652,0.019252188503742218,0.7332492360781074,1,0.05078950524330139,0.7886204719543457,0.02075590193271637,0.7905268054236965,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,4,0.8,7,4,0,2,0,,,,nan,0,,,,nan,0,,,,nan,crossing_or_sudden_threat,medium,1,1s:obstacle_replaced_or_inactive_before_horizon;2s:obstacle_replaced_or_inactive_before_horizon;4s:obstacle_replaced_or_inactive_before_horizon;history_padding_or_gap
0,eval_flow_id,5,1.0,0,0,0,6,1,0.03626212105154991,-0.09571075439453125,0.211399108171463,0.23487246084975025,1,0.2533274218440056,-0.0351414680480957,0.6122280955314636,0.6635005247871241,1,0.20728085935115814,0.3008556365966797,1.5442228317260742,1.5868533715341955,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,5,1.0,1,1,0,6,1,0.10422095656394958,-0.17082404345273972,-0.0033234357833862305,0.2001347217102881,1,0.625323474407196,-1.0249481052160263,-0.019940614700317383,1.2008104322270174,1,1.667528510093689,-2.7331962287425995,-0.05317497253417969,3.202161853262895,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,5,1.0,2,2,0,6,1,-0.08485774416476488,-0.12319755554199219,-0.08166365697979927,0.17043305814180904,1,-0.18776806630194187,-0.29937195777893066,-0.10645637661218643,0.3690709632964316,1,-0.1503879316151142,-0.29887986183166504,-0.02386029064655304,0.3354325792968319,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,5,1.0,3,3,0,6,1,0.008630551397800446,0.13402032852172852,0.003527466207742691,0.1343442514302301,1,0.057057932019233704,0.885961264371872,0.023317940533161163,0.8881028633691176,1,0.035337597131729126,0.5486886501312256,0.014441028237342834,0.5500150214770707,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,5,1.0,7,4,0,3,0,,,,nan,0,,,,nan,0,,,,nan,crossing_or_sudden_threat,medium,1,1s:obstacle_replaced_or_inactive_before_horizon;2s:obstacle_replaced_or_inactive_before_horizon;4s:obstacle_replaced_or_inactive_before_horizon;history_padding_or_gap
0,eval_flow_id,6,1.2000000000000002,0,0,0,7,1,-0.012929975986480713,0.170271635055542,0.14468231797218323,0.2238137330846849,1,0.18369126319885254,0.4611191749572754,0.4879458546638489,0.6960348631875435,1,0.011006474494934082,1.2291383743286133,1.2179819345474243,1.7304283511928138,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,6,1.2000000000000002,1,1,0,7,1,0.2084413468837738,-0.34164904803037643,-0.006646871566772461,0.40026996891149524,1,0.7295438647270203,-1.195773109793663,-0.023264050483703613,1.4009456794292037,1,1.7717489004135132,-2.9040214717388153,-0.05649840831756592,3.402297303966687,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,6,1.2000000000000002,2,2,0,7,1,-0.040115512907505035,-0.06453108787536621,-0.004895046353340149,0.07614116598143075,1,-0.0732615739107132,-0.09251713752746582,0.02253231406211853,0.12014318176719335,1,0.08189043402671814,0.08898860216140747,0.22345441579818726,0.254080480240877,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,6,1.2000000000000002,3,3,0,7,1,0.017262257635593414,0.26804089546203613,0.0070547498762607574,0.26868881010303425,1,0.0670071393251419,1.0404414534568787,0.02738369256258011,1.042956490660259,1,0.018543869256973267,0.3088338375091553,0.007945194840431213,0.3094920683938499,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,6,1.2000000000000002,7,4,0,4,0,,,,nan,0,,,,nan,0,,,,nan,crossing_or_sudden_threat,medium,1,1s:obstacle_replaced_or_inactive_before_horizon;2s:obstacle_replaced_or_inactive_before_horizon;4s:obstacle_replaced_or_inactive_before_horizon;history_padding_or_gap
0,eval_flow_id,7,1.4000000000000001,0,0,0,8,1,0.13903041929006577,0.23595166206359863,0.1449556201696396,0.30986251166817674,1,0.4197022169828415,0.5531201362609863,0.4647798240184784,0.8355310412500137,1,0.45872220396995544,1.3644013404846191,1.1064329743385315,1.8155470263903628,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,7,1.4000000000000001,1,1,0,8,1,0.312661737203598,-0.5124740526080132,-0.009970307350158691,0.6004052161135087,1,0.8337642550468445,-1.3665981143712997,-0.026587486267089844,1.6010809266314474,1,1.8759692907333374,-3.074846714735031,-0.05982184410095215,3.602432754670515,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,7,1.4000000000000001,2,2,0,8,1,-0.11074858903884888,-0.011816978454589844,0.05122029781341553,0.12259041504941183,1,-0.14726412296295166,0.06044173240661621,0.12080800533294678,0.19983618061023295,1,-0.06081032752990723,0.37496912479400635,0.4196431636810303,0.5660389786112805,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,7,1.4000000000000001,3,3,0,8,1,0.027211464941501617,0.42252111434936523,0.011120501905679703,0.42354246712452126,1,0.07695634663105011,1.1949216425418854,0.031449444591999054,1.197810117951481,1,0.005233436822891235,0.14858603477478027,0.0033211857080459595,0.1487152610379269,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,7,1.4000000000000001,8,4,0,1,1,-0.12906701862812042,-0.906621515750885,-0.02343176119029522,0.9160621788680411,1,-0.2847963869571686,-2.0005327463150024,-0.05170389637351036,2.0213642779080434,1,-0.6881542801856995,-4.833885073661804,-0.12493246048688889,4.884220443263345,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,8,1.6,0,0,0,9,1,0.08534552156925201,0.17837154865264893,-0.004818163812160492,0.19779656752126104,1,0.22714367508888245,0.44161343574523926,0.13791246712207794,0.5153993833439234,1,0.08260220289230347,1.039214849472046,0.462090402841568,1.140314942322581,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,8,1.6,1,1,0,9,1,0.41688212752342224,-0.6832990571856499,-0.013293743133544922,0.8005404633157237,1,0.9379846453666687,-1.5374231189489365,-0.029910922050476074,1.8012161738337296,1,1.9801896810531616,-3.245671957731247,-0.06314527988433838,3.8025682053743726,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,8,1.6,2,2,0,9,1,0.040364041924476624,-0.06090271472930908,0.01063314825296402,0.07383400560480259,1,0.170350581407547,0.01627373695373535,0.023058727383613586,0.17267269618813647,1,0.5395403504371643,0.29293906688690186,0.19254544377326965,0.6434211953116498,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,8,1.6,3,3,0,9,1,0.03716067224740982,0.5770013332366943,0.015186253935098648,0.5783961241462321,1,0.08690555393695831,1.349401831626892,0.035515196621418,1.3526637452427557,1,-0.004593700170516968,0.06794524192810059,0.0005691200494766235,0.06810273033847793,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,8,1.6,8,4,0,2,1,-0.07117913663387299,-0.49999427795410156,-0.012922309339046478,0.5052006864182202,1,-0.15271374583244324,-1.0727308988571167,-0.027724549174308777,1.0839011579271849,1,-0.4199792742729187,-2.9501140117645264,-0.07624587416648865,2.980833559015935,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,9,1.8,0,0,0,10,1,0.15349451079964638,-0.029601454734802246,0.03432460501790047,0.16004683526291352,1,0.21157557517290115,0.08828473091125488,0.18109873682260513,0.2921560716476038,1,0.10012663900852203,0.2573103904724121,0.5104727298021317,0.5803588448157296,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,9,1.8,1,1,0,10,1,0.5211025178432465,-0.8541240617632866,-0.016617178916931152,1.0006757105180193,1,1.042205035686493,-1.7082481235265732,-0.033234357833862305,2.0013514210360386,1,2.084410071372986,-3.4164972007274628,-0.06646871566772461,4.002703656078256,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,9,1.8,2,2,0,10,1,-0.03972700238227844,-0.10953390598297119,0.09439276158809662,0.1499530083672721,1,0.019909799098968506,-0.0515904426574707,0.20472070574760437,0.21205787237344498,1,0.2507585287094116,0.16332483291625977,0.5380836129188538,0.6157018883026426,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,9,1.8,3,3,0,10,1,0.029847152531147003,0.4634404182434082,0.012197334319353104,0.4645607051186537,1,0.06520654261112213,1.0124733448028564,0.02664736658334732,1.0149208093646553,1,-0.07135674357414246,-0.8712320327758789,-0.025002405047416687,0.8745068096055348,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,9,1.8,8,4,0,3,1,-0.04296904802322388,-0.30183708667755127,-0.007800862193107605,0.304980031203634,1,-0.09044754505157471,-0.6353497505187988,-0.016420334577560425,0.6419654907218889,1,-0.2927742004394531,-2.056575298309326,-0.05315214395523071,2.0779903369520496,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,10,2.0,0,0,0,11,1,0.10245917737483978,0.03186148405075073,0.18440379574894905,0.21334900299946388,1,-0.0065930187702178955,0.2316974401473999,0.4133226051926613,0.47388052041692,1,-0.2563820481300354,0.44990062713623047,0.9099410325288773,1.0469646658701737,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,10,2.0,1,1,0,11,1,-4.470348358154297e-08,8.940696716308594e-07,-1.8067657947540283e-07,9.132376500918967e-07,1,-8.940696716308594e-08,1.7881393432617188e-06,-3.6135315895080566e-07,1.8264753001837934e-06,1,-1.7881393432617188e-07,2.384185791015625e-06,-7.227063179016113e-07,2.497723109378802e-06,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,10,2.0,2,2,0,11,1,0.035202786326408386,-0.017850756645202637,0.03743112087249756,0.0543964565732046,1,0.15937766432762146,0.13152384757995605,0.09087014198303223,0.22573689346843578,1,0.5483881831169128,0.5083114057779312,0.28864502906799316,0.8015148391838219,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,10,2.0,3,3,0,11,1,0.019656389951705933,0.3052057921886444,0.008032649755477905,0.3059435776634733,1,0.03312915563583374,0.5143980979919434,0.01353830099105835,0.5156415710206042,1,-0.13949835300445557,-1.8208324909210205,-0.05094432830810547,1.8268787795229786,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,10,2.0,8,4,0,4,1,-0.007339850068092346,-0.05156242847442627,-0.001332346349954605,0.05209925696205885,1,-0.023803740739822388,-0.16721415519714355,-0.0043212249875068665,0.16895521524029894,1,-0.11072975397109985,-1.1148483753204346,-0.02908433973789215,1.1207113264293806,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,11,2.2,0,0,0,12,1,0.19170331209897995,0.043420612812042236,0.19996305368840694,0.28039388782048175,1,0.0678926557302475,0.27044832706451416,0.4292971305549145,0.5119059841580127,1,-0.020193248987197876,0.49132871627807617,0.8509090766310692,0.9827807138101866,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,11,2.2,1,1,0,12,1,-4.470348358154297e-08,8.940696716308594e-07,-1.8067657947540283e-07,9.132376500918967e-07,1,-8.940696716308594e-08,1.7881393432617188e-06,-3.6135315895080566e-07,1.8264753001837934e-06,1,-1.7881393432617188e-07,2.1457672119140625e-06,-7.227063179016113e-07,2.2712542290042212e-06,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,11,2.2,2,2,0,12,1,0.007627308368682861,0.1370391845703125,-0.049233547411859035,0.1458144578956522,1,0.08095896244049072,0.39510154724121094,-0.05021689645946026,0.40642505203525503,1,0.41368985176086426,0.9646148979663849,-0.015887703746557236,1.049701678553942,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,11,2.2,3,3,0,12,1,0.006588399410247803,0.10229772329330444,0.00269220769405365,0.10254501050782704,1,-0.009326577186584473,-0.14482343196868896,-0.0038119852542877197,0.1451734917978682,1,-0.21051716804504395,-2.8151063919067383,-0.07806199789047241,2.82404588335787,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,11,2.2,8,4,0,5,1,5.811452865600586e-07,-3.5762786865234375e-07,2.905726432800293e-07,7.416602979467984e-07,1,-0.01824691891670227,-0.12817955017089844,-0.0033123642206192017,0.12951416481874334,1,-0.04695349931716919,-1.0279948711395264,-0.02713039517402649,1.0294241810495797,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,12,2.4000000000000004,0,0,0,13,1,0.044876158237457275,0.050000905990600586,0.10556959360837936,0.12513552362407948,1,-0.23076391220092773,0.2671337127685547,0.2427949756383896,0.42844113232395925,1,-0.5626298189163208,0.5259997844696045,0.40808507800102234,0.871642998757509,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,12,2.4000000000000004,1,1,0,13,1,-4.470348358154297e-08,8.940696716308594e-07,-1.8067657947540283e-07,9.132376500918967e-07,1,-8.940696716308594e-08,1.7881393432617188e-06,-3.6135315895080566e-07,1.8264753001837934e-06,1,-1.7881393432617188e-07,1.9073486328125e-06,-7.227063179016113e-07,2.0475003424018816e-06,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,12,2.4000000000000004,2,2,0,13,1,0.1108522117137909,0.13340556621551514,0.01993010938167572,0.17459228848688269,1,0.24042457342147827,0.36908090114593506,0.12095853686332703,0.45678841353050115,1,0.7500556707382202,0.8602880537509918,0.32040339708328247,1.1854692663649018,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,12,2.4000000000000004,3,3,0,13,1,1.341104507446289e-07,1.4901161193847656e-07,-2.123415470123291e-07,2.920256942103209e-07,1,-0.04500648379325867,-0.6988372802734375,-0.018393345177173615,0.7005265469846339,1,-0.25166457891464233,-3.345559597015381,-0.09297217428684235,3.3562997337326155,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,12,2.4000000000000004,8,4,0,6,1,5.811452865600586e-07,-3.5762786865234375e-07,2.905726432800293e-07,7.416602979467984e-07,1,-0.030412226915359497,-0.2136322557926178,-0.005520954728126526,0.21585672378247525,1,-0.013247787952423096,-1.1764750480651855,-0.03127816319465637,1.1769653206864017,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,13,2.6,0,0,0,14,1,-0.05933830142021179,0.06507182121276855,0.05273959040641785,0.1026491126489613,1,-0.42373257875442505,0.2119755744934082,0.17260020971298218,0.5042556641949111,1,-0.8609998226165771,0.48166704177856445,0.2125248908996582,1.0092029840093628,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,13,2.6,1,1,0,14,1,-4.470348358154297e-08,8.940696716308594e-07,-1.8067657947540283e-07,9.132376500918967e-07,1,-8.940696716308594e-08,1.7881393432617188e-06,-3.6135315895080566e-07,1.8264753001837934e-06,1,-1.7881393432617188e-07,1.6689300537109375e-06,-7.227063179016113e-07,1.8274589924875748e-06,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,13,2.6,2,2,0,14,1,0.06812158226966858,0.16115796566009521,-0.06933168321847916,0.18820021829033887,1,0.14376479387283325,0.42167890071868896,-0.029407694935798645,0.44648205315561923,1,0.5348988771438599,0.8507567048072815,-0.013529688119888306,1.0050307617207184,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,13,2.6,3,3,0,14,1,1.341104507446289e-07,1.1920928955078125e-07,-2.123415470123291e-07,2.780025185168629e-07,1,-0.07040759921073914,-1.0932493209838867,-0.028773970901966095,1.0958919879531088,1,-0.26546329259872437,-3.4440696239471436,-0.09657765924930573,3.455635047075841,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,13,2.6,8,4,0,7,1,5.811452865600586e-07,-2.384185791015625e-07,2.905726432800293e-07,6.921023941401473e-07,1,-0.04270938038825989,-0.30001193284988403,-0.007753506302833557,0.30313589013091224,1,0.01987689733505249,-1.3487982749938965,-0.03605809807777405,1.3494265686250457,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,14,2.8000000000000003,0,0,0,15,1,-0.24557161331176758,0.15256214141845703,-0.027867376804351807,0.29044313548212036,1,-0.6719808578491211,0.274899959564209,0.008500456809997559,0.7260857517194668,1,-1.3063971996307373,0.7070014476776123,-0.14653277397155762,1.492647494912671,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,14,2.8000000000000003,1,1,0,15,1,-4.470348358154297e-08,8.940696716308594e-07,-1.8067657947540283e-07,9.132376500918967e-07,1,-8.940696716308594e-08,1.7881393432617188e-06,-3.6135315895080566e-07,1.8264753001837934e-06,1,-1.7881393432617188e-07,1.430511474609375e-06,-7.227063179016113e-07,1.6126505895677457e-06,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,14,2.8000000000000003,2,2,0,15,1,0.06303337216377258,0.10473847389221191,0.06990451365709305,0.14081901487100712,1,0.15606838464736938,0.27082014083862305,0.24720968306064606,0.39851413622258863,1,0.5440446138381958,0.5603718161582947,0.5037714540958405,0.9294013084522394,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,14,2.8000000000000003,3,3,0,15,1,1.341104507446289e-07,0.0,-2.123415470123291e-07,2.511464624208685e-07,1,-0.0958087146282196,-1.487661361694336,-0.039154596626758575,1.4912574289216338,1,-0.27826637029647827,-3.5198264122009277,-0.0996481329202652,3.532214587940507,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,14,2.8000000000000003,8,4,0,8,1,-0.003040686249732971,-0.021363377571105957,-0.0005518868565559387,0.02158574189638585,1,-0.05500653386116028,-0.38639163970947266,-0.009986057877540588,0.3904150859748218,1,0.053001582622528076,-1.5211215019226074,-0.040838032960891724,1.5225923736535318,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,15,3.0,0,0,0,16,1,-0.26756447553634644,0.09652203321456909,-0.09604305028915405,0.30021911826824,1,-0.5922833681106567,0.0719536542892456,-0.1507793664932251,0.6153952663664047,1,-1.1323766708374023,0.37536025047302246,-0.41838932037353516,1.264207999379294,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,15,3.0,1,1,0,16,1,-4.470348358154297e-08,8.940696716308594e-07,-1.8067657947540283e-07,9.132376500918967e-07,1,-8.940696716308594e-08,1.7881393432617188e-06,-3.6135315895080566e-07,1.8264753001837934e-06,1,-1.7881393432617188e-07,1.1920928955078125e-06,-7.227063179016113e-07,1.4054765442953182e-06,crossing_or_sudden_threat,high,0,history_padding_or_gap
0,eval_flow_id,15,3.0,2,2,0,16,1,0.08476199209690094,0.05731022357940674,0.017583098262548447,0.10381821793629055,1,0.23478057980537415,0.1330106258392334,0.1353319212794304,0.30187493462868714,1,0.7016182541847229,0.29754894971847534,0.3118388503789902,0.8234361060152005,ar1_velocity,medium,0,history_padding_or_gap
0,eval_flow_id,15,3.0,3,3,0,16,1,-0.007500991225242615,-0.11647292971611023,-0.003065679222345352,0.1167544714994224,1,-0.12120983004570007,-1.8820733726024628,-0.049535222351551056,1.8866228401597214,1,-0.29045766592025757,-3.581607550382614,-0.10238994657993317,3.5948243353201885,accel_decel,high,0,history_padding_or_gap
0,eval_flow_id,15,3.0,8,4,0,9,1,-0.009123459458351135,-0.06408965587615967,-0.0016562417149543762,0.06475696595294671,1,-0.06730368733406067,-0.4727712869644165,-0.01221860945224762,0.47769422282847235,1,0.08612626791000366,-1.6934447288513184,-0.0456179678440094,1.696246969839191,accel_decel,medium,1,history_padding_or_gap
0,eval_flow_id,16,3.2,0,0,0,17,1,-0.27246853709220886,0.15812313556671143,0.04027625918388367,0.317591257374104,1,-0.4798364043235779,0.13535618782043457,0.0653194785118103,0.5028229377907453,1,-0.9310959577560425,0.5729548931121826,0.036486029624938965,1.0938684667036647,ar1_velocity,medium,0,history_padding_or_gap
