file,sha256,phase_n0_action,freeze_scope,status
envs/dynamic_obstacle_flow_env.py,dce3e7f3109d490bf5c04a310aa49970b07dd6ffae303d3be7eb49e961a79feb,read_only,"obstacle ranges, motion modes, scenarios, reward, termination, collision/success/near_miss definitions",pass
