method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,feature_adapter,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,accel_decel,high,block_projected_no_z,logvar_scaled_9_policy,0,200,1800,0,0,2.6273246246576307,2.6667455434799194,2.7790221214294433,2.8316376209259033,0.9995920267701149,1.0,1.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,accel_decel,high,block_projected_no_z,adapter_output_64,0,200,12800,0,0,5.916278381347656,5.9200804233551025,6.097859406471253,6.1448493003845215,0.9999956411123275,0.9999997019767761,0.9999998211860657
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,accel_decel,high,block_projected_no_z,full_aug_obs,0,200,6000,0,0,3.295002143383026,3.260710835456848,3.7782651662826523,4.380490779876709,1.1477497535943986,1.6211582183837876,2.344336986541748
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,crossing_or_sudden_threat,high,block_projected_no_z,obs_i_12,0,30,360,0,0,1.4836021741231282,1.4528446793556213,1.8694169044494624,1.943108320236206,0.8931641399860382,1.0,1.0087946653366089
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,crossing_or_sudden_threat,high,block_projected_no_z,delta_hat_9_after_scale,0,30,270,0,0,1.416057833035787,1.367372751235962,2.027743619680402,2.4964051246643066,1.0991944372653961,1.6624231517314891,2.0761098861694336
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,crossing_or_sudden_threat,high,block_projected_no_z,logvar_raw_9_clamped,0,30,270,0,0,13.597389411926269,13.611499786376953,14.021830654144287,14.134734153747559,5.0,5.0,5.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,crossing_or_sudden_threat,high,block_projected_no_z,logvar_scaled_9_policy,0,30,270,0,0,2.719477891921997,2.7222999334335327,2.8043660521507263,2.826946973800659,1.0,1.0,1.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,crossing_or_sudden_threat,high,block_projected_no_z,adapter_output_64,0,30,1920,0,0,5.855153131484985,5.820701360702515,6.068157505989075,6.186204433441162,0.9999908705552419,0.9999995350837707,0.9999997615814209
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,crossing_or_sudden_threat,high,block_projected_no_z,full_aug_obs,0,30,900,0,0,3.419990595181783,3.345382571220398,3.8825066447257974,4.242562294006348,1.1549132148424783,1.6624231517314891,2.0761098861694336
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,high,block_projected_no_z,obs_i_12,0,30,360,0,0,1.5369902968406677,1.4731732606887817,1.8454739332199097,2.0890471935272217,0.8671500265598298,1.0,1.053637146949768
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,high,block_projected_no_z,delta_hat_9_after_scale,0,30,270,0,0,1.3172830820083619,1.3453132510185242,1.5374764084815977,1.6310940980911255,1.0659401873747507,1.2630438685417174,1.34548819065094
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,high,block_projected_no_z,logvar_raw_9_clamped,0,30,270,0,0,13.576210912068685,13.649837017059326,13.894187402725219,13.950238227844238,5.0,5.0,5.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,high,block_projected_no_z,logvar_scaled_9_policy,0,30,270,0,0,2.7152421871821084,2.7299673557281494,2.7788373589515687,2.7900476455688477,1.0,1.0,1.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,high,block_projected_no_z,adapter_output_64,0,30,1920,0,0,5.896721220016479,5.8877058029174805,6.105533194541931,6.12901496887207,0.9999949117501576,0.9999998211860657,0.9999998211860657
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,high,block_projected_no_z,full_aug_obs,0,30,900,0,0,3.395489152272542,3.354101538658142,3.6271923422813415,3.6454215049743652,1.0992951194445293,1.2630438685417174,1.34548819065094
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,linear,high,block_projected_no_z,obs_i_12,0,235,2820,0,0,1.4480225172448666,1.4367718696594238,1.9027548432350156,1.9775631427764893,0.8492709946125112,1.0213067650794982,1.182176113128662
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,linear,high,block_projected_no_z,delta_hat_9_after_scale,0,235,2115,0,0,1.0483272067409881,1.1070277690887451,1.5035925149917602,1.8395965099334717,0.8701453190534673,1.23621346950531,1.589233160018921
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,linear,high,block_projected_no_z,logvar_raw_9_clamped,0,235,2115,0,0,14.068285759459151,14.056624412536621,14.928304576873778,15.0,5.0,5.0,5.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,linear,high,block_projected_no_z,logvar_scaled_9_policy,0,235,2115,0,0,2.8136571488481885,2.8113250732421875,2.9856608390808104,3.0,1.0,1.0,1.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,linear,high,block_projected_no_z,adapter_output_64,0,235,15040,0,0,5.899302107222537,5.87948751449585,6.074935960769653,6.16553258895874,0.9999767397312408,0.9999998807907104,0.9999999403953552
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,linear,high,block_projected_no_z,full_aug_obs,0,235,7050,0,0,3.3604791164398193,3.374472141265869,3.6238053798675534,3.7134172916412354,1.045853008107936,1.23621346950531,1.589233160018921
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,medium,block_projected_no_z,obs_i_12,0,65,780,0,0,1.326721861729255,1.3421865701675415,1.7859712362289428,1.855672001838684,0.7859705558189979,1.1166838884353638,1.1750744581222534
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,medium,block_projected_no_z,delta_hat_9_after_scale,0,65,585,0,0,1.5284241992693681,1.608693242073059,2.2059937477111813,2.6092164516448975,1.2648171131427473,1.7207752943038939,2.15805721282959
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,medium,block_projected_no_z,logvar_raw_9_clamped,0,65,585,0,0,13.823192933889535,13.902641296386719,14.66521396636963,14.836421966552734,5.0,5.0,5.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,medium,block_projected_no_z,logvar_scaled_9_policy,0,65,585,0,0,2.7646385999826286,2.7805285453796387,2.933042812347412,2.9672844409942627,1.0,1.0,1.0
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,medium,block_projected_no_z,adapter_output_64,0,65,4160,0,0,5.844017190199632,5.843817234039307,6.0133074760437015,6.027027130126953,0.9997503317319429,0.9999994397163391,0.9999998211860657
p3_no_shield,P3_checkpoint_1500k_no_shield,P3_checkpoint_1500k_no_shield,1500000,1500k,eval_flow_id,sinusoidal_lateral,medium,block_projected_no_z,full_aug_obs,0,65,1950,0,0,3.4585344314575197,3.4714725017547607,3.872004127502441,4.1787495613098145,1.3240328623698308,1.7207752943038939,2.15805721282959
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,accel_decel,high,,obs_i_12,0,205,2460,0,0,1.3474577636253544,1.301854133605957,1.9075385093688955,2.2659072875976562,0.7520986748904717,1.1646256446838372,1.2373456954956055
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,accel_decel,high,,delta_hat_9_after_scale,0,205,1845,0,0,1.306341645194263,1.2906571626663208,1.7677154779434203,1.8908220529556274,1.0110552588614021,1.256431221961975,1.538275957107544
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,accel_decel,high,,logvar_raw_9_clamped,0,205,1845,0,0,13.43857167871987,13.640969276428223,14.400237846374512,14.512765884399414,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,accel_decel,high,,logvar_scaled_9_policy,0,205,1845,0,0,13.43857167871987,13.640969276428223,14.400237846374512,14.512765884399414,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,accel_decel,high,,adapter_output_64,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,accel_decel,high,,full_aug_obs,0,205,6150,0,0,13.57504825592041,13.757468223571777,14.558916854858397,14.775735855102539,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,crossing_or_sudden_threat,high,,obs_i_12,0,30,360,0,0,1.3870576083660127,1.41239732503891,1.801743870973587,1.8418083190917969,0.8518381198247273,1.0,1.0067006349563599
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,crossing_or_sudden_threat,high,,delta_hat_9_after_scale,0,30,270,0,0,1.0701981862386067,1.0777074694633484,1.5873318374156946,1.7039151191711426,0.8919708013534546,1.2395516991615294,1.3007919788360596
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,crossing_or_sudden_threat,high,,logvar_raw_9_clamped,0,30,270,0,0,14.120123608907063,14.248895168304443,14.572905588150025,14.591032028198242,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,crossing_or_sudden_threat,high,,logvar_scaled_9_policy,0,30,270,0,0,14.120123608907063,14.248895168304443,14.572905588150025,14.591032028198242,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,crossing_or_sudden_threat,high,,adapter_output_64,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,crossing_or_sudden_threat,high,,full_aug_obs,0,30,900,0,0,14.234073797861734,14.371634483337402,14.651765060424804,14.668940544128418,5.0,5.0,5.0
