method_key,method,base_policy,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,shield_enabled,shield_config_name,scenario,eval_seed,episode_id,episode_seed,step,time,shield_triggered,shield_reason,filter_delta_norm,raw_action_unsafe,filtered_action_unsafe,min_predicted_cpa_raw,min_predicted_cpa_filtered,min_ttc_raw,min_ttc_filtered,a_raw_norm,a_exec_norm
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,98,19.6,0,none,0.0,0,0,2.2724783420562744,2.2724783420562744,0.6535484790802002,0.6535484790802002,1.7320507764816284,1.7320507764816284
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,99,19.8,0,none,0.0,0,0,2.0773470401763916,2.0773470401763916,1.7015111446380615,1.7015111446380615,1.7320507764816284,1.7320507764816284
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,100,20.0,0,none,0.0,0,0,2.0266120433807373,2.0266120433807373,1.540507197380066,1.540507197380066,1.7320507764816284,1.7320507764816284
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,101,20.200000000000003,0,none,0.0,0,0,1.9771448373794556,1.9771448373794556,1.3795706033706665,1.3795706033706665,1.7320507764816284,1.7320507764816284
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,102,20.400000000000002,0,none,0.0,0,0,1.9282469749450684,1.9282469749450684,1.2186644077301025,1.2186644077301025,1.7320507764816284,1.7320507764816284
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,103,20.6,0,none,0.0,0,0,1.8796049356460571,1.8796049356460571,1.0577715635299683,1.0577715635299683,1.7320507764816284,1.7320507764816284
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,104,20.8,0,none,0.0,0,0,1.7606903314590454,1.7606903314590454,0.91455078125,0.91455078125,1.6973620653152466,1.6973620653152466
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,105,21.0,0,none,0.0,0,0,1.7415021657943726,1.7415021657943726,0.8308398127555847,0.8308398127555847,1.616257667541504,1.616257667541504
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,106,21.200000000000003,0,none,0.0,0,0,1.2707661390304565,1.2707661390304565,1.2718027830123901,1.2718027830123901,1.437174916267395,1.437174916267395
attention_ordinary_vo,attention_full_plus_ordinary_vo,attention_full,attention_full_plus_ordinary_vo,checkpoints/env_v2_phase2/attention_full_s0/attention_full_s0_step1500000.zip,1500000,attention_full_1500k,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,107,21.400000000000002,1,vo_like_filter_h4.5_cpa1.2_h16,1.055307388305664,1,0,0.042291998863220215,1.5590145587921143,0.939957857131958,1.8557534217834473,1.1606276035308838,1.1193597316741943
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,0,0.0,0,none,0.0,0,0,5.067301273345947,5.067301273345947,3.747476577758789,3.747476577758789,1.5993905067443848,1.5993905067443848
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,1,0.2,0,none,0.0,0,0,6.496073246002197,6.496073246002197,2.8832857608795166,2.8832857608795166,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,2,0.4,0,none,0.0,0,0,6.824589729309082,6.824589729309082,2.5661814212799072,2.5661814212799072,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,3,0.6000000000000001,0,none,0.0,0,0,3.4752471446990967,3.4752471446990967,4.5,4.5,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,4,0.8,0,none,0.0,0,0,3.35176682472229,3.35176682472229,4.5,4.5,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,5,1.0,0,none,0.0,0,0,3.2373549938201904,3.2373549938201904,4.5,4.5,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,6,1.2000000000000002,0,none,0.0,0,0,3.1376700401306152,3.1376700401306152,4.5,4.5,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,7,1.4000000000000001,0,none,0.0,0,0,7.159302711486816,7.159302711486816,1.6973737478256226,1.6973737478256226,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,8,1.6,0,none,0.0,0,0,7.200110912322998,7.200110912322998,1.5366843938827515,1.5366843938827515,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,9,1.8,0,none,0.0,0,0,7.391929626464844,7.391929626464844,1.2622126340866089,1.2622126340866089,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,10,2.0,0,none,0.0,0,0,7.555289268493652,7.555289268493652,1.0050103664398193,1.0050103664398193,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,11,2.2,0,none,0.0,0,0,7.694099426269531,7.694099426269531,0.7630537748336792,0.7630537748336792,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,12,2.4000000000000004,0,none,0.0,0,0,7.776649475097656,7.776649475097656,0.5672279596328735,0.5672279596328735,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,13,2.6,0,none,0.0,0,0,7.829072952270508,7.829072952270508,0.3999429941177368,0.3999429941177368,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,14,2.8000000000000003,0,none,0.0,0,0,7.881494998931885,7.881494998931885,0.23265667259693146,0.23265667259693146,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,15,3.0,0,none,0.0,0,0,7.9339165687561035,7.9339165687561035,0.06536969542503357,0.06536969542503357,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,16,3.2,0,none,0.0,0,0,8.001337051391602,8.001337051391602,0.0,0.0,1.7320507764816284,1.7320507764816284
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,no_z_full_plus_ordinary_vo,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,1500000,final,1,vo_like_filter_h45_cpa1p2_h16,eval_flow_id,1000,0,1000,17,3.4000000000000004,0,none,0.0,0,0,8.1421537399292,8.1421537399292,0.0,0.0,1.7320507764816284,1.7320507764816284
